ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
5831,C,Ship,3,1,133,3,medium,M,8,4634
157,D,Ship,6,3,275,5,low,M,41,2491
883,D,Ship,3,4,169,2,low,M,17,1242
8655,A,Ship,7,5,301,4,low,F,7,1727
4400,F,Flight,4,4,165,6,low,F,5,4640
6157,D,Road,3,4,273,4,medium,M,4,5361
9931,D,Ship,5,3,243,6,medium,M,10,1729
7006,B,Ship,3,5,141,2,medium,F,9,5000
3099,A,Ship,5,4,157,4,low,M,58,1252
8293,D,Ship,4,4,260,2,medium,M,6,4474
5434,B,Ship,3,5,212,4,low,F,9,5791
2743,D,Flight,3,3,178,3,high,M,12,1900
2993,C,Road,3,5,129,3,medium,F,52,1513
6270,F,Ship,7,4,302,5,medium,M,7,1503
3620,F,Ship,3,1,210,2,low,M,9,4580
2798,F,Ship,3,1,225,2,high,F,43,2585
4484,F,Ship,5,3,243,3,medium,F,10,4524
1873,D,Ship,4,4,234,2,high,M,2,2008
2765,C,Ship,5,4,177,4,medium,M,48,1920
9194,F,Flight,7,4,264,4,medium,M,6,1265
9662,F,Ship,7,2,300,4,medium,M,3,1070
2687,C,Ship,4,2,273,2,low,F,31,2229
4227,A,Road,4,1,166,2,low,F,6,5737
1788,F,Flight,4,2,135,2,low,M,54,1011
4520,F,Flight,5,5,132,3,low,M,3,4263
5358,F,Flight,4,5,183,2,medium,F,2,4533
9984,F,Road,4,2,158,3,medium,F,9,4078
10292,F,Flight,4,1,146,3,low,F,1,4831
1477,D,Ship,4,1,159,3,medium,M,13,1445
8324,F,Ship,5,1,267,5,medium,F,3,1194
9057,A,Flight,2,5,243,3,high,M,7,4486
1650,F,Flight,3,4,204,3,medium,F,27,2772
8553,A,Ship,4,4,228,5,low,F,1,1788
656,F,Ship,2,3,264,2,low,F,63,2896
8748,F,Road,5,5,221,3,medium,M,9,5295
7583,C,Ship,4,4,245,2,low,F,2,4297
7133,C,Flight,3,1,266,7,low,M,5,4102
4738,B,Ship,4,1,188,2,low,M,6,5894
4647,A,Road,3,1,204,3,high,F,9,5093
8479,D,Road,3,4,260,5,low,M,2,4461
8050,B,Ship,2,2,168,2,medium,F,2,1227
1050,F,Ship,6,5,237,5,high,F,63,2573
10858,B,Ship,3,4,231,6,medium,F,3,5910
5115,A,Ship,5,3,197,3,medium,F,2,4678
4159,D,Ship,2,4,100,4,low,M,3,5398
8441,C,Ship,3,3,142,6,medium,F,2,5748
9156,F,Road,6,3,276,4,low,F,5,1637
1484,F,Road,4,4,151,3,medium,F,6,1930
1536,F,Ship,3,1,137,3,low,M,47,1611
2303,C,Road,5,2,234,6,low,F,58,2448
10963,D,Flight,4,1,261,4,medium,F,7,5600
7860,F,Ship,5,2,189,2,medium,M,2,4636
7839,A,Ship,3,4,197,6,medium,M,3,4890
9204,F,Ship,3,4,225,4,medium,F,9,5575
5043,A,Road,6,3,247,4,medium,F,9,1011
1349,C,Road,4,5,253,2,medium,F,43,2589
8171,C,Ship,3,3,179,2,low,M,5,5058
4272,F,Ship,3,1,140,3,low,M,6,4488
8474,F,Road,3,2,257,3,medium,M,2,5486
6589,D,Flight,6,1,273,4,medium,F,6,1524
7347,A,Ship,3,2,206,2,low,F,7,4185
8332,B,Road,7,5,287,4,low,F,8,1748
7359,A,Ship,4,1,139,3,medium,M,7,4550
7385,C,Road,3,3,275,4,medium,M,2,4086
3674,F,Road,4,1,153,2,medium,M,9,4359
7208,F,Ship,6,5,307,4,high,M,3,1406
9773,C,Ship,2,1,234,4,medium,F,9,5075
9261,A,Ship,3,5,204,2,low,F,1,4025
3302,F,Flight,4,5,205,3,medium,M,5,4949
970,B,Flight,2,1,121,2,medium,F,18,1839
1024,B,Ship,5,1,246,3,medium,F,44,3993
9399,A,Ship,7,3,267,4,medium,F,10,1548
3870,F,Ship,5,5,253,2,medium,F,2,4364
8601,A,Ship,6,5,287,4,low,M,8,1465
10088,F,Ship,4,1,219,2,medium,M,6,5314
4334,F,Ship,5,4,255,6,low,M,3,4638
8579,C,Ship,4,5,253,3,low,F,1,5402
8005,D,Ship,6,4,293,4,low,F,8,1145
5317,D,Road,4,3,227,2,low,M,3,4375
5737,D,Road,4,5,188,3,low,M,4,4632
669,A,Road,5,1,179,3,low,F,62,1945
7083,A,Ship,4,5,98,4,low,F,5,4643
7505,C,Ship,6,2,263,4,low,F,1,1258
8130,F,Ship,4,4,104,4,low,M,6,4323
10365,A,Ship,4,4,246,3,medium,F,2,4150
4880,F,Ship,5,1,148,4,high,M,2,5821
5342,F,Flight,3,2,151,3,low,F,7,5154
7099,D,Road,5,5,238,8,low,M,9,5186
6748,B,Ship,4,2,266,3,medium,F,2,5252
1684,B,Ship,3,3,250,3,medium,M,9,2752
2352,F,Ship,5,1,237,4,low,M,33,2605
1857,A,Ship,4,1,190,10,low,F,35,3819
6963,A,Road,3,1,269,4,low,F,7,5107
10171,D,Ship,5,2,208,8,medium,M,5,4751
7523,C,Road,4,3,213,3,medium,M,7,5947
9008,F,Ship,3,5,245,4,low,M,8,5600
5919,A,Ship,4,3,196,2,low,F,5,5656
6700,B,Road,5,2,173,2,high,F,10,4741
3594,F,Ship,5,2,279,8,low,M,5,4785
5801,C,Ship,3,5,183,2,low,M,8,5881
4399,D,Flight,3,3,203,3,medium,M,7,4977
4631,C,Ship,5,2,230,2,medium,M,9,4483
4803,A,Flight,6,2,290,4,medium,F,9,1339
70,B,Ship,3,5,206,3,medium,M,39,2929
6017,C,Road,5,3,249,4,medium,M,1,1014
8573,C,Ship,4,4,234,2,medium,F,8,5744
7388,F,Road,4,1,157,7,low,F,7,4385
4769,C,Road,4,5,273,2,low,F,9,5724
7340,F,Ship,5,2,245,2,low,M,6,5366
380,F,Ship,3,2,201,3,medium,M,5,2040
3586,B,Ship,4,5,214,2,low,M,3,5546
5993,C,Ship,4,4,187,3,low,F,8,4893
6991,D,Flight,4,1,256,2,medium,M,2,5630
8555,C,Ship,6,5,308,4,low,M,8,1164
1794,F,Flight,3,1,163,3,medium,M,59,1005
3441,A,Flight,4,5,178,2,high,M,5,5403
644,F,Ship,4,3,197,4,medium,M,58,3617
4913,C,Road,4,4,193,2,low,F,6,4855
687,A,Flight,4,2,187,2,low,F,6,3625
2394,F,Ship,4,3,158,3,low,M,18,1036
8843,C,Ship,3,1,211,3,medium,M,1,4889
2927,C,Ship,3,1,269,3,low,M,47,3033
6053,C,Ship,7,2,302,5,medium,M,5,1614
8437,D,Ship,3,1,247,4,low,F,8,5376
6682,B,Ship,4,4,273,2,medium,M,6,5676
10980,F,Ship,4,2,253,5,low,F,3,1086
7044,F,Ship,4,5,135,3,low,F,3,4760
8917,D,Flight,4,3,246,5,medium,M,10,1646
8877,A,Ship,6,3,281,4,medium,F,8,1884
5309,C,Ship,3,3,207,3,low,M,7,4816
8630,F,Flight,6,4,258,4,low,F,7,1726
496,B,Ship,3,1,197,5,low,M,45,2224
868,B,Ship,4,3,261,3,low,F,10,2802
5950,B,Ship,4,3,198,7,medium,F,1,5315
3704,F,Flight,6,3,225,4,low,M,5,4184
5504,F,Ship,6,5,304,4,low,F,6,1864
7534,B,Flight,5,2,232,3,low,M,5,5607
5392,B,Ship,4,4,222,2,medium,M,7,4343
259,D,Road,2,3,158,3,low,F,13,1245
9719,C,Road,3,4,257,5,medium,M,10,4901
2770,B,Ship,3,3,178,3,high,M,43,1517
4666,B,Flight,3,4,184,4,medium,M,2,4052
9962,F,Ship,5,4,256,5,low,M,2,1723
1972,B,Ship,4,4,240,3,low,F,62,3478
8431,D,Ship,3,1,246,2,low,F,9,4947
10322,F,Ship,4,2,137,2,medium,M,3,4622
15,A,Flight,4,3,152,3,low,M,43,1009
7175,C,Ship,5,5,271,4,low,M,9,1989
6417,A,Road,4,3,143,4,medium,F,2,4919
10716,F,Ship,5,2,254,5,medium,F,4,1926
10451,C,Ship,5,1,245,5,low,M,7,1038
2678,F,Ship,5,2,168,3,low,F,50,1486
8118,F,Ship,3,1,142,3,medium,F,10,4915
8842,B,Ship,7,1,269,4,medium,M,4,1118
5465,C,Road,7,5,283,5,low,M,8,1578
5428,B,Ship,5,4,237,6,medium,M,2,4541
2923,D,Ship,4,3,172,3,medium,F,6,1261
10748,F,Ship,4,2,232,5,medium,F,3,1500
1942,B,Ship,3,2,183,4,low,M,49,2414
8465,C,Ship,4,3,241,2,medium,M,3,4636
2677,D,Ship,5,3,209,4,medium,F,7,2675
10097,C,Ship,5,1,151,3,low,F,9,4895
7251,A,Road,5,1,177,2,medium,M,9,4881
6130,B,Ship,4,2,266,3,medium,M,7,5121
1305,A,Ship,5,4,270,2,high,F,43,2971
4725,A,Ship,5,3,199,4,medium,F,8,5362
2656,B,Ship,6,3,154,5,medium,F,57,1117
10548,F,Flight,2,5,156,5,medium,M,7,5780
7576,B,Ship,4,4,259,3,low,F,8,4223
10367,C,Ship,4,3,160,2,low,M,9,5940
6707,C,Road,3,1,182,3,low,M,2,5760
7392,F,Road,5,2,224,2,medium,F,10,5674
4784,F,Road,3,1,221,2,low,F,7,5320
1524,F,Flight,3,5,202,2,low,F,4,3372
1285,D,Ship,5,4,214,2,medium,F,1,3709
9702,F,Road,6,5,281,4,medium,M,5,1484
7739,C,Ship,6,1,244,4,low,F,7,1007
8082,F,Flight,5,4,142,3,low,F,8,5468
5216,F,Flight,6,4,292,4,low,F,10,1321
8017,D,Ship,6,5,264,4,medium,M,8,1755
1598,F,Ship,2,4,105,2,medium,M,54,1707
7646,F,Road,4,2,173,3,medium,M,6,4963
417,A,Flight,4,3,159,3,low,M,33,1330
5544,F,Ship,5,3,193,5,medium,M,3,5888
120,F,Road,5,1,145,3,low,M,20,1387
4793,C,Flight,5,3,272,2,low,F,4,5112
10089,A,Ship,4,1,267,4,medium,M,2,4024
5948,F,Ship,4,1,269,2,medium,F,8,4930
10015,D,Flight,3,3,185,2,low,M,4,4746
2114,F,Ship,6,4,164,5,low,M,20,1555
3205,D,Ship,3,1,190,3,medium,F,2,4312
2063,C,Flight,4,3,213,2,low,M,27,2034
6926,F,Ship,6,4,247,4,medium,M,3,1946
9369,A,Ship,3,3,189,3,medium,F,1,5896
7404,F,Flight,4,3,226,6,medium,M,10,1174
8496,F,Flight,4,2,185,3,low,M,8,4322
2238,F,Ship,3,4,139,2,low,M,45,1192
9286,B,Ship,3,2,253,2,low,M,8,5608
7637,C,Ship,3,4,162,4,medium,M,10,4235
5571,A,Ship,5,4,215,2,low,F,1,5669
7337,C,Ship,3,3,268,2,high,F,5,5195
8586,F,Ship,6,4,222,8,low,F,1,5808
9876,F,Flight,5,1,137,5,low,F,8,4584
1062,F,Ship,4,2,199,3,low,M,64,2470
10409,C,Flight,6,4,268,4,low,M,9,1793
6519,A,Ship,4,4,266,3,low,M,10,5221
5726,F,Ship,6,2,268,4,low,F,7,1274
4966,B,Ship,4,4,193,3,medium,M,8,4715
6181,D,Flight,4,3,235,3,low,F,4,5289
8482,B,Road,3,2,227,2,low,M,10,5401
5453,C,Ship,3,2,135,7,medium,F,5,4716
4780,B,Road,4,5,188,2,low,F,4,4433
6684,F,Ship,4,4,157,2,low,M,9,4491
10077,A,Ship,5,3,242,3,low,F,10,4889
5520,F,Ship,3,5,222,2,low,M,9,1321
8832,F,Ship,5,5,245,5,low,M,5,1381
6058,B,Ship,3,5,186,2,medium,M,8,5924
8514,F,Ship,6,3,98,6,low,M,9,4787
10386,F,Road,5,5,272,2,low,F,4,5342
1262,F,Ship,4,1,258,3,medium,F,4,3686
10950,F,Road,3,4,202,3,medium,M,7,1946
9292,B,Road,6,1,237,5,medium,M,3,5299
6000,F,Ship,6,3,244,4,medium,M,5,1108
4682,F,Ship,5,4,139,2,medium,F,2,4217
1020,F,Ship,3,2,261,5,medium,M,45,2488
8473,D,Road,3,3,227,3,medium,M,3,5644
7537,D,Flight,2,5,263,4,medium,F,4,4042
1526,F,Ship,3,2,141,3,medium,F,41,1801
2603,C,Flight,4,4,220,2,medium,F,33,2897
8172,F,Ship,4,2,224,3,low,F,9,4896
2117,C,Ship,4,2,202,4,medium,M,56,3098
5420,F,Ship,5,3,223,3,low,M,6,5977
10758,F,Ship,5,4,274,5,low,M,6,1969
5652,F,Ship,4,3,200,3,medium,M,5,5108
8595,A,Ship,2,4,245,2,medium,F,10,5389
1746,F,Ship,4,5,147,2,low,M,17,1057
10474,B,Ship,5,5,254,5,low,M,7,1967
6533,C,Ship,3,5,260,4,medium,F,8,4162
6797,C,Ship,4,1,186,2,low,M,4,4686
3188,F,Ship,5,5,231,7,high,M,6,5755
9539,C,Ship,3,2,212,3,medium,M,10,4117
9209,C,Ship,3,3,255,3,low,M,4,4628
94,B,Ship,3,3,219,3,medium,F,17,3387
1546,B,Ship,4,3,251,3,medium,F,46,2632
4497,A,Road,4,2,223,4,low,M,2,5709
8784,F,Flight,4,5,229,4,medium,F,6,4157
6105,A,Ship,5,2,171,6,medium,F,5,5981
8466,F,Ship,4,5,182,2,medium,F,10,5098
6676,B,Ship,3,3,150,3,low,M,5,5328
9385,D,Ship,4,1,184,7,medium,F,6,4956
7125,A,Flight,6,4,260,3,medium,M,9,4730
6099,A,Ship,5,5,153,5,medium,M,10,5297
2333,C,Flight,3,2,181,4,low,F,18,3696
4284,F,Ship,6,1,246,6,low,F,9,5466
5456,F,Road,3,5,256,2,medium,F,9,5750
7412,F,Flight,4,3,235,5,low,F,4,1839
8875,D,Ship,5,1,252,5,low,M,4,1308
5129,C,Ship,3,3,271,4,high,M,3,4006
8614,B,Road,7,1,307,4,low,F,8,1339
828,F,Flight,4,2,209,2,low,F,23,2533
6615,A,Ship,7,3,307,4,low,M,4,1653
1104,F,Flight,3,3,104,5,medium,F,41,1936
2044,B,Road,4,2,260,2,low,F,31,2805
7134,F,Flight,3,3,182,10,low,M,3,5555
7847,C,Ship,3,4,252,2,medium,F,6,4040
2528,F,Ship,3,5,198,3,low,M,2,3417
2660,F,Ship,5,5,145,3,medium,F,37,1993
2936,F,Ship,4,4,170,3,low,M,29,1188
7552,B,Flight,4,1,205,2,low,M,10,4086
5826,F,Ship,4,4,272,3,low,M,9,5458
523,D,Road,6,5,212,2,medium,M,38,2359
1565,C,Ship,4,1,238,2,low,F,3,2241
8226,F,Flight,5,1,262,3,medium,M,9,5146
8344,B,Road,4,5,219,5,low,M,2,1260
3805,D,Ship,3,3,157,3,low,M,9,5807
2714,F,Road,3,5,226,3,medium,M,55,2465
7690,B,Ship,3,2,199,3,medium,F,8,4164
9667,D,Ship,7,5,256,4,medium,F,2,1396
6085,D,Ship,2,1,192,3,low,F,9,4774
10930,B,Ship,5,4,232,5,medium,M,5,1337
7108,B,Road,7,1,309,4,low,F,4,1151
2177,C,Road,4,3,163,3,low,F,45,1395
1485,A,Road,3,1,180,2,low,F,65,1321
2969,C,Ship,4,3,165,3,low,M,4,1484
5080,B,Flight,4,1,212,3,low,M,2,4353
2429,C,Ship,4,5,192,3,medium,F,41,3873
5498,F,Ship,4,4,146,3,low,M,10,4472
7840,B,Ship,3,4,273,2,medium,F,5,5223
6609,A,Ship,5,1,236,6,medium,F,4,1705
540,F,Road,4,4,266,4,medium,F,33,2701
3050,F,Ship,3,4,271,4,medium,F,16,2693
9849,A,Road,3,2,175,2,low,M,9,4859
7785,A,Road,4,2,144,3,low,M,2,4264
8538,F,Ship,3,4,251,10,medium,F,2,4336
7850,F,Ship,6,3,170,4,low,M,1,4912
1777,D,Flight,6,1,154,5,medium,M,19,1842
3941,C,Ship,3,5,267,2,medium,M,4,4703
7756,B,Ship,6,3,250,4,low,M,9,1618
7442,F,Ship,4,3,157,7,low,F,3,4878
4838,F,Ship,3,3,189,2,low,F,9,4690
7780,B,Ship,3,1,253,3,high,M,8,5030
7520,F,Road,4,4,155,3,low,F,2,4094
1690,B,Ship,2,4,137,3,high,F,41,1176
7290,F,Ship,5,3,202,2,low,F,6,5716
7054,B,Ship,4,5,137,2,high,F,6,5208
7361,C,Ship,4,4,145,3,high,M,2,5665
7652,F,Road,5,2,233,4,medium,F,9,5539
10665,A,Road,5,2,262,5,medium,M,1,1483
3872,F,Ship,4,2,265,4,medium,M,3,4283
3587,C,Ship,4,2,210,2,high,F,3,5876
664,B,Road,3,2,178,2,medium,F,22,1247
7197,A,Ship,4,2,235,6,low,M,6,1386
3975,A,Flight,4,1,150,3,low,F,10,4470
8914,B,Flight,6,2,288,4,medium,M,9,1405
6654,F,Ship,5,1,179,2,low,F,3,5417
4344,F,Ship,4,4,204,2,medium,F,9,4462
6464,F,Ship,3,2,131,5,low,F,8,5084
3924,F,Ship,4,2,151,4,medium,F,5,5469
6231,A,Ship,6,5,282,4,medium,F,4,1013
2689,D,Ship,2,2,137,3,low,F,20,1823
3544,B,Road,5,5,265,3,high,F,3,5837
10114,B,Road,6,5,282,4,low,M,10,4901
5220,F,Flight,7,5,310,4,low,F,5,1975
7274,F,Flight,3,3,239,4,low,F,5,4084
6192,F,Ship,3,5,146,3,medium,F,7,4126
9443,C,Road,5,4,217,5,low,F,8,1803
8272,B,Ship,6,5,301,4,low,F,4,1707
1618,B,Road,3,2,204,3,medium,M,48,2792
10111,D,Ship,5,4,196,2,medium,M,2,5515
6901,D,Ship,5,5,260,5,low,F,6,1860
386,F,Road,2,5,182,2,medium,F,57,2896
8615,C,Road,6,3,260,4,low,M,4,1358
4642,B,Road,3,5,193,3,medium,M,1,5810
5891,C,Flight,3,4,138,2,medium,F,8,4837
8566,B,Ship,3,4,165,2,medium,M,1,5745
4536,F,Flight,5,3,198,3,low,F,6,5061
4525,D,Flight,2,4,170,5,low,M,10,5448
6791,C,Ship,4,4,201,10,low,M,3,4202
2985,A,Ship,3,3,273,6,low,M,6,1771
3167,C,Flight,4,1,273,3,medium,M,5,5055
2507,C,Ship,5,4,243,3,low,F,35,2899
7460,F,Ship,5,5,225,5,low,F,9,1646
10065,A,Ship,3,1,258,2,low,F,4,5262
9570,F,Road,3,2,133,5,medium,M,9,5744
4459,D,Ship,4,4,261,6,medium,F,10,4596
2602,B,Flight,4,2,238,3,low,M,30,3423
2423,C,Ship,3,2,154,2,high,F,4,1009
8741,C,Ship,3,5,168,3,low,M,8,5877
9238,B,Ship,4,4,246,2,medium,F,2,4633
1500,F,Road,5,5,284,6,low,M,9,3912
2266,B,Ship,4,4,223,3,medium,F,51,3895
6246,F,Ship,5,5,216,4,medium,F,1,4092
3942,F,Ship,3,5,271,4,medium,M,1,5852
8500,B,Flight,4,5,234,3,medium,F,10,4204
3317,C,Ship,3,5,132,2,low,M,10,4462
7419,A,Ship,4,4,254,5,low,M,9,1654
5814,F,Ship,4,5,274,3,medium,M,5,4773
3053,C,Ship,5,4,168,3,low,M,34,1779
4173,A,Ship,3,3,166,3,high,M,6,5089
2565,A,Ship,4,2,252,3,medium,F,43,3273
8834,F,Ship,7,3,307,4,low,F,1,1589
9998,F,Flight,5,5,180,2,high,M,5,4585
9326,F,Flight,4,1,271,4,medium,F,2,4133
10091,C,Ship,4,5,141,2,low,M,1,4395
853,D,Ship,3,2,149,4,medium,F,21,1636
9300,F,Road,3,3,173,2,low,M,5,4703
10621,D,Ship,4,3,156,3,medium,F,8,4701
10721,C,Ship,4,3,257,5,medium,F,9,1080
7600,B,Ship,5,3,245,4,low,M,1,5743
4487,C,Ship,3,4,174,3,medium,F,4,4051
4043,C,Ship,2,3,187,3,medium,F,6,5547
248,F,Road,2,4,160,3,low,F,50,1030
3840,F,Flight,5,2,171,3,low,M,3,4749
4581,A,Ship,3,1,237,2,low,M,9,4626
10418,F,Flight,3,1,158,5,low,M,9,1537
9683,C,Ship,6,5,254,4,medium,M,4,1887
5160,F,Ship,5,2,196,5,low,M,10,5111
4961,C,Ship,2,4,158,5,medium,F,2,4303
9420,F,Ship,7,3,300,4,medium,F,5,1244
7182,F,Ship,6,5,255,4,low,M,3,1624
10272,F,Flight,3,3,220,3,low,F,2,5065
43,D,Ship,3,5,137,2,medium,M,38,1647
1201,D,Ship,4,2,238,3,low,F,28,1915
10370,F,Ship,3,4,189,6,low,F,9,4668
10856,F,Ship,3,3,198,2,low,M,7,4996
4672,B,Flight,4,3,208,2,medium,M,6,4276
2181,A,Road,4,1,242,3,high,M,47,3489
2476,B,Flight,5,3,265,3,medium,M,30,2293
8101,D,Ship,4,1,165,3,medium,F,10,4574
2629,D,Ship,3,1,272,2,low,M,51,2719
10261,D,Road,5,4,200,3,medium,M,3,4225
6634,B,Ship,4,3,237,3,medium,F,8,5045
8964,F,Ship,5,2,183,5,high,F,8,4820
513,A,Ship,5,4,160,4,low,F,6,1603
3795,A,Ship,4,1,197,2,low,F,2,5685
10450,B,Ship,4,3,233,5,low,M,5,1799
6409,D,Ship,3,4,223,3,low,F,7,5336
1082,F,Road,6,3,270,3,low,F,56,3251
9014,F,Ship,3,5,162,3,medium,F,1,4432
4634,F,Road,4,3,134,4,low,M,3,5233
1281,A,Ship,3,4,179,3,high,M,57,1582
9620,F,Ship,6,5,117,7,medium,M,6,5529
5937,A,Ship,6,3,202,4,medium,F,3,4496
1826,F,Ship,4,5,268,3,low,M,17,3085
746,F,Ship,7,5,243,5,medium,M,28,1100
7626,F,Ship,5,1,134,2,low,F,7,5610
9159,A,Road,6,1,283,5,low,F,10,1304
2797,D,Ship,3,2,145,2,medium,F,29,1690
3251,C,Ship,4,1,181,2,low,F,3,5877
2440,B,Road,2,1,115,3,high,M,42,1247
1586,F,Ship,3,5,234,2,high,M,4,2701
7865,C,Ship,5,3,143,3,low,M,6,4761
3648,F,Ship,4,2,147,3,low,F,5,5174
1357,D,Road,4,5,201,3,medium,M,41,3563
6624,F,Ship,3,4,160,4,medium,M,9,4733
6563,C,Road,4,3,256,5,low,F,5,1533
3416,F,Road,5,3,234,3,low,M,10,5673
8808,F,Ship,4,4,224,3,medium,F,1,4231
4840,B,Ship,4,3,155,3,low,F,1,4360
4332,F,Ship,5,5,192,3,medium,M,3,4015
5429,C,Ship,5,2,121,5,medium,F,10,4790
10300,B,Ship,6,4,221,5,low,M,9,4360
7106,F,Road,6,2,278,4,high,F,8,1967
9351,A,Ship,6,4,286,4,medium,F,1,1570
4273,D,Ship,3,2,214,3,medium,M,1,5362
3117,A,Ship,3,5,195,2,low,F,42,3814
10275,A,Flight,5,5,213,3,medium,M,5,5247
6420,F,Road,4,2,206,2,medium,M,5,4635
1435,D,Ship,3,5,172,2,medium,M,60,1840
1179,A,Ship,4,3,118,5,low,F,15,1601
3372,F,Ship,4,3,270,2,high,F,5,5346
9154,B,Road,5,1,226,6,low,M,5,1078
7440,F,Ship,3,5,146,10,low,M,9,4128
5660,F,Ship,3,1,153,4,medium,F,1,4608
9660,F,Ship,6,5,286,4,medium,F,3,1773
10585,D,Ship,5,5,187,3,medium,F,5,4613
7475,C,Ship,5,4,263,4,low,F,2,1625
9396,F,Ship,6,3,255,4,low,M,6,1654
7317,A,Ship,5,1,241,3,low,F,7,5134
3986,F,Flight,6,2,106,5,low,M,9,4038
10468,B,Ship,5,1,262,5,medium,M,4,1196
830,F,Flight,5,4,223,3,low,F,40,2074
9766,B,Ship,4,4,155,2,medium,F,6,5942
10158,F,Ship,4,5,163,3,medium,M,1,4049
10432,B,Ship,4,2,156,3,medium,M,5,4946
5694,F,Ship,3,3,145,3,low,F,10,5696
2980,B,Ship,5,2,208,8,low,M,62,3450
10650,F,Ship,4,5,261,10,low,M,7,5208
2811,A,Ship,4,2,225,2,low,F,6,2010
2205,A,Flight,4,3,255,5,low,M,18,3644
2739,A,Flight,5,4,226,3,low,F,46,3149
5733,A,Road,3,4,247,3,low,M,10,5749
7917,A,Ship,3,3,230,3,low,M,4,4018
4059,A,Ship,4,2,249,2,medium,F,7,5876
7748,F,Ship,5,1,262,5,low,F,5,1916
2291,C,Ship,4,2,273,4,low,F,26,3223
4614,F,Ship,3,2,142,2,low,M,7,4082
1136,F,Ship,6,1,257,3,medium,M,60,3416
8590,B,Ship,3,2,195,10,low,F,9,4256
10853,C,Ship,5,5,152,4,low,F,10,5913
3571,D,Flight,3,4,183,2,low,M,5,4261
10162,B,Ship,3,4,174,2,low,M,7,4596
1846,B,Ship,4,4,201,10,medium,M,17,2059
401,C,Road,4,3,134,3,low,M,51,1965
1292,F,Ship,3,4,212,2,high,M,13,2733
4732,B,Ship,6,3,274,6,medium,F,2,4281
10223,C,Ship,4,3,238,6,low,M,2,1898
10143,A,Flight,6,5,267,4,low,M,3,1550
5705,C,Ship,3,1,245,2,low,F,8,4594
6812,F,Ship,4,3,249,6,low,M,2,1046
4931,C,Flight,2,2,264,3,medium,M,1,4518
5248,B,Ship,3,1,160,3,medium,F,4,5132
7941,A,Road,4,2,233,7,medium,F,5,5361
4775,C,Road,5,2,250,2,medium,F,6,5565
8069,C,Road,5,3,202,3,low,M,4,4134
1462,B,Ship,4,4,218,2,medium,M,27,2824
3304,B,Flight,4,2,222,2,medium,M,5,4268
5305,D,Ship,4,5,183,2,medium,F,8,4422
55,D,Ship,4,3,203,3,high,M,12,3539
943,D,Road,4,4,235,4,low,M,50,2020
2450,F,Road,4,5,225,4,low,M,48,2767
1090,B,Road,3,1,112,5,medium,F,41,1249
723,A,Ship,5,3,150,2,low,M,2,1682
2425,D,Ship,5,3,250,2,low,F,14,2064
10295,C,Ship,3,5,181,4,low,F,1,5812
1412,F,Ship,3,2,240,6,low,F,26,2683
1628,F,Road,4,2,104,7,medium,F,46,1438
4506,F,Road,4,4,142,10,high,F,7,5425
3621,A,Ship,3,3,158,2,low,M,10,4061
3694,B,Road,5,5,168,3,low,M,6,4096
7136,F,Flight,4,4,153,3,low,M,5,4624
10687,D,Flight,5,4,184,5,low,F,5,4782
2236,B,Ship,3,1,178,3,high,F,36,1297
6063,A,Ship,3,4,164,3,low,F,4,4796
5147,C,Ship,3,4,243,4,medium,F,10,4076
5533,D,Ship,7,3,270,4,medium,F,10,1211
9806,F,Ship,4,5,160,2,medium,F,8,5234
5775,A,Ship,4,2,243,5,medium,F,4,1633
10723,D,Ship,4,1,216,6,low,M,9,1678
1147,D,Ship,5,5,191,2,high,M,34,2708
2654,F,Ship,5,3,225,3,medium,M,59,2270
5877,A,Road,4,3,203,4,low,F,1,5274
5747,C,Road,6,5,263,7,high,M,9,5991
121,D,Road,4,2,183,3,low,F,33,2741
5656,B,Ship,4,4,198,2,medium,M,2,5725
2073,A,Ship,3,1,235,10,low,M,7,2991
1801,D,Ship,3,1,183,3,medium,F,51,3863
2542,B,Ship,5,3,156,2,low,M,1,1147
10443,A,Ship,4,3,264,6,medium,F,7,1178
578,F,Ship,3,2,210,3,medium,F,43,2096
3385,D,Ship,2,5,209,5,medium,F,9,5565
5386,B,Ship,3,2,238,4,low,F,7,5254
1314,F,Ship,2,5,186,2,low,M,17,3896
2433,A,Ship,4,4,189,4,high,F,56,2646
414,F,Flight,4,1,215,2,low,M,32,3066
9309,A,Road,4,4,155,3,medium,F,6,5778
2221,D,Ship,6,1,229,6,low,M,35,3239
951,A,Road,5,2,261,8,medium,F,1,3308
3762,F,Ship,3,1,252,3,high,F,6,5101
8410,B,Ship,4,2,187,2,medium,M,7,4470
10727,C,Ship,5,1,219,5,low,M,8,1419
314,F,Ship,4,3,272,3,medium,M,38,3705
8707,D,Ship,5,3,222,4,medium,M,2,4060
10098,F,Ship,4,4,224,4,medium,F,2,4503
7378,B,Road,3,5,166,2,medium,M,6,4523
9317,C,Flight,4,5,176,2,low,F,1,4155
9195,A,Flight,4,2,258,5,low,F,8,1878
3550,B,Road,4,3,102,3,medium,F,3,4845
10987,D,Ship,4,5,255,5,medium,M,5,1458
3465,A,Ship,2,5,247,4,medium,M,4,5255
882,F,Ship,4,5,190,2,low,M,36,3548
