airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-179,Mumbai,Morning,one,Afternoon,Hyderabad,Economy,4.25,34,7357
Air_India,AI-440,Chennai,Early_Morning,zero,Morning,Delhi,Economy,2.67,44,2586
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Bangalore,Business,12.83,34,54608
Vistara,UK-772,Kolkata,Morning,two_or_more,Afternoon,Hyderabad,Economy,25.83,21,7572
Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,43,3433
Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,13.75,28,57939
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Chennai,Economy,6.17,27,5179
Indigo,6E-684,Bangalore,Night,one,Morning,Kolkata,Economy,11.33,43,8499
Indigo,6E-2077,Mumbai,Afternoon,one,Night,Kolkata,Economy,7.25,4,11346
Air_India,AI-840,Hyderabad,Night,one,Afternoon,Chennai,Business,15.83,11,51595
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.92,35,3571
Air_India,AI-840,Hyderabad,Night,one,Morning,Kolkata,Business,12.17,27,51707
Vistara,UK-851,Mumbai,Early_Morning,two_or_more,Night,Chennai,Economy,37.25,1,20285
AirAsia,I5-517,Chennai,Morning,zero,Morning,Hyderabad,Economy,1.17,25,1105
Air_India,AI-543,Hyderabad,Morning,one,Night,Chennai,Economy,12.25,27,4649
Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,7.58,44,5523
Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,29,4415
Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Business,3.08,45,27792
GO_FIRST,G8-146,Bangalore,Evening,two_or_more,Morning,Hyderabad,Economy,16.5,20,4337
Vistara,UK-944,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,5.25,30,4099
Air_India,AI-671,Mumbai,Morning,one,Morning,Delhi,Business,23.83,16,50957
Vistara,UK-878,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.25,49,5656
GO_FIRST,G8-717,Delhi,Evening,one,Night,Hyderabad,Economy,6.08,46,3709
GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.67,34,4205
Air_India,AI-763,Kolkata,Early_Morning,one,Night,Chennai,Economy,16.58,40,4969
Vistara,UK-988,Mumbai,Night,one,Evening,Bangalore,Business,21.92,3,89821
GO_FIRST,G8-345,Mumbai,Night,zero,Late_Night,Delhi,Economy,2.17,18,2339
Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Economy,12.0,21,4387
GO_FIRST,G8-501,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,10.67,39,5420
Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Business,2.83,33,32859
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,15.0,45,6461
Indigo,6E-2087,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.58,49,7572
Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Business,8.42,31,44144
Air_India,AI-430,Chennai,Morning,one,Morning,Kolkata,Business,23.08,44,55377
Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.17,20,22152
Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,20.0,36,8439
GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,42,3991
GO_FIRST,G8-341,Mumbai,Night,one,Early_Morning,Kolkata,Economy,11.75,40,5817
Indigo,6E-7071,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.42,45,1694
Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,Business,8.0,35,57405
Indigo,6E-725,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,9.92,33,4011
Vistara,UK-870,Hyderabad,Night,one,Morning,Mumbai,Economy,15.0,36,9178
Indigo,6E-514,Hyderabad,Afternoon,zero,Afternoon,Chennai,Economy,1.5,42,1788
GO_FIRST,G8-244,Mumbai,Evening,one,Night,Delhi,Economy,5.33,12,5942
Indigo,6E-6113,Chennai,Afternoon,one,Evening,Mumbai,Economy,5.33,20,3458
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Economy,14.75,47,6825
Indigo,6E-947,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.75,46,2098
Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,10.5,46,4971
GO_FIRST,G8-7561,Mumbai,Afternoon,zero,Evening,Kolkata,Economy,2.5,18,4499
Vistara,UK-708,Kolkata,Night,one,Night,Chennai,Economy,26.33,18,5910
Vistara,UK-772,Kolkata,Morning,one,Morning,Bangalore,Business,24.33,2,57215
SpiceJet,SG-4005,Bangalore,Afternoon,one,Evening,Delhi,Economy,26.5,27,5654
Air_India,AI-865,Delhi,Morning,one,Morning,Chennai,Business,24.25,26,45257
Vistara,UK-860,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.83,47,4436
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Business,23.33,16,44280
AirAsia,I5-631,Mumbai,Morning,one,Night,Chennai,Economy,13.17,32,1890
Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Business,22.17,28,47395
Vistara,UK-871,Delhi,Night,two_or_more,Night,Bangalore,Economy,24.33,3,15336
Air_India,AI-619,Mumbai,Night,one,Morning,Kolkata,Business,11.83,26,36980
SpiceJet,SG-8158,Mumbai,Evening,one,Night,Kolkata,Economy,27.58,22,5289
Vistara,UK-738,Kolkata,Evening,one,Night,Mumbai,Economy,27.25,2,12210
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.5,17,5322
Indigo,6E-6865,Hyderabad,Early_Morning,one,Afternoon,Kolkata,Economy,7.17,46,4210
Air_India,AI-503,Bangalore,Evening,one,Morning,Chennai,Economy,15.08,39,6024
Vistara,UK-870,Hyderabad,Night,one,Evening,Bangalore,Business,20.42,33,63277
SpiceJet,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,22.67,8,12108
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,15.67,5,7774
Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,10.08,25,4071
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Economy,14.0,21,4387
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Economy,10.58,20,4593
Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,18,4967
Vistara,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Business,5.83,49,54608
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Bangalore,Business,10.5,44,62448
Vistara,UK-985,Delhi,Evening,one,Evening,Chennai,Business,24.08,33,65832
Vistara,UK-864,Bangalore,Evening,one,Morning,Delhi,Economy,14.67,17,5006
Indigo,6E-503,Bangalore,Morning,zero,Afternoon,Kolkata,Economy,2.67,8,6500
Vistara,UK-864,Bangalore,Evening,zero,Night,Mumbai,Economy,1.75,30,2150
Air_India,AI-770,Kolkata,Night,one,Morning,Hyderabad,Economy,15.42,8,12054
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Business,12.75,11,57992
AirAsia,I5-821,Chennai,Night,one,Morning,Hyderabad,Economy,10.17,30,1550
Vistara,UK-958,Mumbai,Afternoon,one,Night,Hyderabad,Economy,10.5,40,3971
Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,Economy,13.75,5,15204
AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,35,9736
Indigo,6E-183,Chennai,Afternoon,zero,Evening,Kolkata,Economy,2.33,27,4656
Air_India,AI-570,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,4.58,42,3098
Vistara,UK-706,Kolkata,Morning,one,Afternoon,Hyderabad,Economy,26.33,31,10511
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,11,5177
Air_India,AI-808,Bangalore,Night,one,Evening,Mumbai,Business,21.0,24,54684
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Business,8.25,5,54889
Vistara,UK-826,Chennai,Afternoon,one,Evening,Bangalore,Business,5.25,20,44144
GO_FIRST,G8-125,Kolkata,Evening,one,Early_Morning,Bangalore,Economy,10.25,41,4433
Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,Economy,25.5,41,3885
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,14.5,40,6461
GO_FIRST,G8-395,Bangalore,Morning,one,Afternoon,Delhi,Economy,6.0,48,4028
AirAsia,I5-548,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.58,42,3090
Air_India,AI-776,Kolkata,Morning,one,Night,Delhi,Economy,14.58,47,4505
Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Business,13.0,4,76281
SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,7,5954
Indigo,6E-7257,Bangalore,Morning,two_or_more,Evening,Delhi,Economy,8.0,45,8050
Vistara,UK-708,Kolkata,Night,one,Afternoon,Mumbai,Business,18.58,11,70543
GO_FIRST,G8-302,Chennai,Early_Morning,one,Evening,Bangalore,Economy,14.67,29,4612
GO_FIRST,G8-295,Kolkata,Early_Morning,one,Evening,Delhi,Economy,12.67,23,6294
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,5.67,7,73376
Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,23,24234
Vistara,UK-981,Delhi,Night,one,Early_Morning,Hyderabad,Business,10.0,12,59649
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Economy,11.58,24,10049
Vistara,UK-875,Mumbai,Evening,one,Morning,Delhi,Business,13.67,8,41269
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,9.25,45,38099
Air_India,AI-9741,Kolkata,Early_Morning,one,Night,Delhi,Economy,16.17,10,11844
GO_FIRST,G8-530,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,37,4020
Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Economy,20.25,31,6740
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,13.33,24,45883
Air_India,AI-687,Mumbai,Afternoon,one,Late_Night,Bangalore,Economy,8.17,17,7237
GO_FIRST,G8-7555,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.17,40,2098
Indigo,6E-2026,Delhi,Morning,one,Afternoon,Chennai,Economy,7.58,11,7950
Vistara,UK-854,Bangalore,Evening,one,Afternoon,Hyderabad,Business,17.83,2,43193
Air_India,AI-651,Mumbai,Morning,one,Morning,Hyderabad,Economy,24.67,38,7548
GO_FIRST,G8-393,Kolkata,Night,one,Afternoon,Delhi,Economy,14.5,8,16831
Vistara,UK-933,Delhi,Afternoon,one,Night,Chennai,Economy,7.58,10,13200
Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.58,27,4672
Indigo,6E-605,Chennai,Afternoon,one,Night,Delhi,Economy,9.08,36,3860
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,7.67,9,15414
Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,43,5227
Air_India,AI-423,Delhi,Early_Morning,one,Evening,Chennai,Economy,14.83,18,6414
Vistara,UK-986,Mumbai,Night,zero,Late_Night,Delhi,Business,2.17,42,30092
Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Business,18.25,36,55502
Indigo,6E-6151,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,4.25,27,3072
Indigo,6E-312,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.75,4,20276
Vistara,UK-775,Mumbai,Afternoon,one,Night,Delhi,Business,7.08,46,59021
Air_India,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.67,19,7999
AirAsia,I5-1529,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,15,4499
Indigo,6E-989,Kolkata,Early_Morning,two_or_more,Night,Bangalore,Economy,14.17,8,6489
Indigo,6E-539,Chennai,Morning,one,Evening,Kolkata,Economy,8.08,20,5042
Vistara,UK-878,Hyderabad,Afternoon,one,Night,Bangalore,Economy,9.75,15,15204
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Business,13.58,49,45693
Indigo,6E-371,Hyderabad,Evening,zero,Evening,Bangalore,Economy,1.33,27,1776
AirAsia,I5-1321,Bangalore,Evening,zero,Night,Kolkata,Economy,2.58,19,3393
Indigo,6E-832,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,5.17,19,8059
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,10.17,4,11696
Indigo,6E-6785,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.67,10,6489
Vistara,UK-988,Mumbai,Night,one,Evening,Bangalore,Economy,20.08,36,6450
Vistara,UK-852,Mumbai,Afternoon,two_or_more,Night,Kolkata,Economy,10.58,37,9506
Indigo,6E-855,Bangalore,Night,one,Late_Night,Delhi,Economy,4.83,18,5333
SpiceJet,SG-923,Mumbai,Afternoon,one,Night,Kolkata,Economy,6.58,22,5333
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Business,12.17,41,60160
Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Business,2.17,33,24056
Indigo,6E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.0,43,2482
Vistara,UK-818,Bangalore,Evening,one,Morning,Hyderabad,Business,14.0,28,70600
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Business,22.25,40,65529
Indigo,6E-847,Chennai,Evening,zero,Evening,Bangalore,Economy,1.08,14,3362
Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,48,5227
AirAsia,I5-2473,Kolkata,Morning,one,Late_Night,Delhi,Economy,15.17,48,3014
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Economy,14.42,42,4672
Indigo,6E-2005,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,1,16613
Vistara,UK-836,Chennai,Morning,one,Night,Bangalore,Business,12.58,39,60260
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,43,6395
Indigo,6E-7185,Chennai,Morning,one,Evening,Hyderabad,Economy,7.92,9,5735
Air_India,AI-678,Delhi,Morning,one,Night,Hyderabad,Economy,12.58,7,9840
Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Business,25.58,17,39321
Indigo,6E-6113,Chennai,Afternoon,one,Night,Delhi,Economy,6.25,8,7877
Indigo,6E-841,Bangalore,Afternoon,one,Night,Hyderabad,Economy,7.67,47,1694
Vistara,UK-866,Bangalore,Night,one,Early_Morning,Hyderabad,Business,10.17,41,37985
Air_India,AI-698,Hyderabad,Night,one,Afternoon,Delhi,Economy,14.0,37,4387
Vistara,UK-877,Mumbai,Morning,one,Evening,Bangalore,Economy,8.75,22,4658
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Night,Mumbai,Economy,15.92,2,7958
Air_India,AI-505,Bangalore,Morning,one,Evening,Hyderabad,Business,8.92,21,56476
Vistara,UK-954,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,11.0,43,45805
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Business,22.33,14,56476
GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,27,4979
Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.17,16,6296
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,34,4748
Indigo,6E-607,Delhi,Night,one,Early_Morning,Mumbai,Economy,7.67,43,2410
Indigo,6E-131,Bangalore,Early_Morning,one,Morning,Mumbai,Economy,4.25,24,5178
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,17,75317
Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,25,4496
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Economy,19.33,5,8391
Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,34,6311
AirAsia,I5-620,Mumbai,Early_Morning,one,Evening,Delhi,Economy,14.58,4,11550
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,12.33,22,6968
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,12.08,10,53440
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Bangalore,Economy,6.83,21,4056
AirAsia,I5-1517,Hyderabad,Evening,one,Night,Bangalore,Economy,7.67,31,3946
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.0,48,6262
GO_FIRST,G8-2609,Delhi,Night,one,Morning,Mumbai,Economy,11.17,44,5087
GO_FIRST,G8-305,Chennai,Morning,one,Evening,Bangalore,Economy,8.17,44,10623
Air_India,AI-663,Mumbai,Afternoon,one,Night,Hyderabad,Economy,7.67,19,5723
AirAsia,I5-788,Delhi,Night,one,Afternoon,Mumbai,Economy,14.25,30,2409
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.33,40,4979
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,36,68743
Air_India,AI-523,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.75,1,12477
Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,18.42,27,58315
Vistara,UK-954,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Economy,6.58,8,10058
Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Business,24.5,24,42457
Air_India,AI-809,Mumbai,Morning,one,Night,Bangalore,Economy,13.92,48,6502
Vistara,UK-960,Mumbai,Morning,one,Night,Bangalore,Economy,8.5,12,11129
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.42,25,59254
Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Business,7.08,34,39321
Vistara,UK-846,Bangalore,Morning,one,Early_Morning,Hyderabad,Economy,23.33,19,5322
Vistara,UK-870,Hyderabad,Night,one,Evening,Mumbai,Business,21.08,27,58315
Vistara,UK-653,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.67,42,9168
Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,13,13410
Vistara,UK-988,Mumbai,Night,one,Morning,Chennai,Business,13.0,21,61933
Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,38,5040
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.33,45,41064
Vistara,UK-774,Kolkata,Night,one,Night,Hyderabad,Business,24.33,30,49207
AirAsia,I5-819,Bangalore,Morning,one,Evening,Delhi,Economy,7.0,36,2723
Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Business,13.42,18,57017
Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,15.08,29,57081
Vistara,UK-830,Hyderabad,Morning,two_or_more,Evening,Bangalore,Economy,8.92,30,7190
Vistara,UK-816,Bangalore,Morning,one,Night,Chennai,Business,11.25,2,82320
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Business,6.33,33,38099
GO_FIRST,G8-704,Kolkata,Evening,one,Night,Mumbai,Economy,6.5,42,5520
Indigo,6E-879,Hyderabad,Morning,one,Evening,Kolkata,Economy,6.25,17,5293
Vistara,UK-706,Kolkata,Morning,two_or_more,Night,Bangalore,Economy,12.42,36,8111
AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Delhi,Economy,11.0,27,2228
Indigo,6E-807,Bangalore,Morning,one,Evening,Mumbai,Economy,6.83,44,3153
Vistara,UK-810,Bangalore,Early_Morning,one,Night,Hyderabad,Business,15.92,22,56588
Air_India,AI-441,Delhi,Evening,one,Morning,Chennai,Economy,17.08,19,3988
Air_India,AI-635,Mumbai,Early_Morning,one,Night,Bangalore,Business,13.0,29,54608
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Business,6.25,13,60260
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,13.33,35,45883
SpiceJet,SG-8946,Delhi,Morning,one,Evening,Hyderabad,Economy,6.08,14,5955
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Bangalore,Business,19.33,5,44144
Air_India,AI-770,Kolkata,Night,one,Afternoon,Mumbai,Business,16.33,7,58212
Vistara,UK-822,Chennai,Morning,two_or_more,Early_Morning,Hyderabad,Economy,22.08,36,6032
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,6.17,13,7877
GO_FIRST,G8-304,Chennai,Afternoon,one,Night,Kolkata,Economy,9.83,19,6985
AirAsia,I5-1543,Hyderabad,Afternoon,one,Late_Night,Mumbai,Economy,10.25,18,2250
AirAsia,I5-582,Kolkata,Morning,one,Evening,Bangalore,Economy,9.25,20,3862
Vistara,UK-944,Mumbai,Afternoon,one,Night,Chennai,Business,8.08,47,61933
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Business,13.33,7,97905
GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,7,5954
GO_FIRST,G8-391,Mumbai,Afternoon,one,Night,Bangalore,Economy,7.92,6,5102
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,17.5,31,57666
Vistara,UK-988,Mumbai,Night,one,Night,Chennai,Economy,25.83,3,11129
Vistara,UK-708,Kolkata,Night,one,Evening,Hyderabad,Business,23.5,35,52175
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,12.75,27,53440
Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,13.08,42,44144
Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Business,15.75,27,52175
Vistara,UK-960,Mumbai,Morning,one,Evening,Kolkata,Economy,7.67,36,5949
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,10.08,44,4086
Indigo,6E-6491,Bangalore,Afternoon,zero,Afternoon,Hyderabad,Economy,1.17,18,1714
Air_India,AI-516,Bangalore,Early_Morning,one,Evening,Delhi,Business,10.92,49,35554
Vistara,UK-828,Chennai,Early_Morning,one,Night,Delhi,Economy,14.92,10,11448
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Bangalore,Business,12.25,39,44144
Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,12,7420
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Business,25.08,45,45033
Air_India,AI-808,Bangalore,Night,one,Morning,Kolkata,Economy,12.0,5,13474
Vistara,UK-812,Bangalore,Morning,one,Night,Hyderabad,Economy,13.17,10,12544
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Chennai,Economy,6.83,23,5094
Vistara,UK-834,Chennai,Evening,one,Early_Morning,Mumbai,Business,14.75,35,69825
Vistara,UK-824,Chennai,Night,one,Morning,Delhi,Business,14.5,36,60160
Indigo,6E-6233,Delhi,Late_Night,one,Morning,Chennai,Economy,9.5,41,2050
Vistara,UK-852,Bangalore,Morning,one,Evening,Delhi,Business,7.42,19,54841
Air_India,AI-765,Kolkata,Evening,one,Morning,Mumbai,Business,13.17,30,43711
Air_India,AI-673,Mumbai,Early_Morning,one,Morning,Chennai,Economy,27.08,5,21211
Indigo,6E-5376,Mumbai,Late_Night,one,Early_Morning,Delhi,Economy,7.17,19,2339
Air_India,AI-9745,Kolkata,Morning,one,Evening,Hyderabad,Economy,31.75,16,6972
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Bangalore,Business,12.0,26,56702
AirAsia,I5-972,Hyderabad,Evening,one,Late_Night,Mumbai,Economy,8.17,20,2250
Vistara,UK-850,Bangalore,Evening,one,Morning,Chennai,Economy,15.92,40,4792
Indigo,6E-643,Hyderabad,Afternoon,zero,Evening,Delhi,Economy,2.25,43,3611
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Business,20.92,12,51817
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Bangalore,Economy,7.17,1,7424
Indigo,6E-6021,Kolkata,Afternoon,one,Night,Delhi,Economy,6.17,49,5282
SpiceJet,SG-209,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,11.0,19,4814
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Chennai,Business,12.25,43,60396
Air_India,AI-887,Delhi,Early_Morning,one,Early_Morning,Chennai,Economy,24.33,11,11520
Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,43,5227
Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Business,17.92,38,41281
Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,35,3999
Air_India,AI-9891,Hyderabad,Evening,one,Morning,Delhi,Economy,17.0,3,19091
Vistara,UK-822,Chennai,Morning,one,Evening,Kolkata,Economy,9.83,11,15384
Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,9,14880
Vistara,UK-940,Mumbai,Evening,one,Night,Chennai,Economy,24.5,9,15603
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.58,47,66155
Indigo,6E-2005,Delhi,Morning,one,Night,Chennai,Economy,10.42,5,9242
Vistara,UK-826,Chennai,Afternoon,one,Evening,Delhi,Economy,5.58,32,5206
Air_India,AI-773,Kolkata,Evening,one,Early_Morning,Chennai,Economy,14.08,11,15729
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,12.25,8,53835
Indigo,6E-236,Mumbai,Evening,zero,Evening,Bangalore,Economy,1.75,24,2230
Air_India,AI-808,Bangalore,Night,one,Evening,Kolkata,Economy,19.58,8,16208
AirAsia,I5-371,Kolkata,Early_Morning,zero,Morning,Chennai,Economy,2.33,33,2966
GO_FIRST,G8-381,Mumbai,Morning,two_or_more,Night,Delhi,Economy,11.5,4,5942
AirAsia,I5-784,Delhi,Evening,one,Late_Night,Mumbai,Economy,8.5,43,4867
Air_India,AI-569,Chennai,Early_Morning,one,Early_Morning,Hyderabad,Economy,24.92,41,3878
Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,17.92,46,4363
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Mumbai,Economy,10.0,15,18471
Air_India,AI-607,Mumbai,Evening,one,Early_Morning,Kolkata,Business,12.5,19,45230
Vistara,UK-706,Kolkata,Morning,one,Evening,Hyderabad,Business,9.67,22,52175
Air_India,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,18,5780
Vistara,UK-823,Mumbai,Evening,one,Night,Delhi,Economy,6.08,32,5224
Air_India,AI-430,Chennai,Morning,one,Night,Bangalore,Economy,10.17,2,27513
Vistara,UK-802,Bangalore,Evening,one,Evening,Chennai,Economy,21.5,20,6510
AirAsia,I5-821,Chennai,Night,one,Morning,Kolkata,Economy,10.42,25,2361
Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,10,7774
Vistara,UK-708,Kolkata,Night,one,Evening,Mumbai,Economy,20.08,27,6067
Air_India,AI-840,Hyderabad,Night,one,Morning,Bangalore,Economy,12.08,23,6314
AirAsia,I5-942,Mumbai,Afternoon,one,Night,Delhi,Economy,9.17,41,2336
SpiceJet,SG-251,Mumbai,Evening,one,Night,Kolkata,Economy,25.67,34,5253
Vistara,UK-874,Hyderabad,Morning,one,Evening,Delhi,Economy,11.25,48,6292
Vistara,UK-877,Mumbai,Morning,one,Morning,Bangalore,Economy,22.08,47,4658
