"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 전입학생수","1학년 전출학생수","1학년 전체학생수","2학년 전입학생수","2학년 전출학생수","2학년 전체학생수","3학년 전입학생수","3학년 전출학생수","3학년 전체학생수","4학년 전입학생수","4학년 전출학생수","4학년 전체학생수","5학년 전입학생수","5학년 전출학생수","5학년 전체학생수","6학년 전입학생수","6학년 전출학생수","6학년 전체 학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001279","신금초등학교","02","공립","N","","0","0","49","2","3","62","2","5","60","2","6","59","1","7","42","1","1","59","8","22","331"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001280","신천초등학교","02","공립","N","","0","0","38","0","6","48","0","4","43","0","1","55","0","2","49","0","0","54","0","13","287"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020001281","신호초등학교","02","공립","N","","5","4","94","5","6","82","7","4","102","9","1","94","4","4","94","6","5","105","36","24","571"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001282","양덕초등학교","02","공립","N","","0","3","34","1","4","35","2","7","35","2","4","46","3","4","46","1","5","24","9","27","220"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001283","양천초등학교","02","공립","N","","0","4","29","1","2","31","1","1","37","3","1","38","2","1","32","0","1","34","7","10","201"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001284","엄궁초등학교","02","공립","N","","0","0","119","0","0","153","0","0","138","0","0","131","0","0","123","1","1","122","1","1","786"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001285","와석초등학교","02","공립","N","","4","1","88","4","3","95","1","9","84","5","5","81","1","2","64","6","3","80","21","23","492"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001286","용수초등학교","02","공립","N","","4","5","150","7","8","152","4","5","149","9","9","160","7","8","152","6","7","170","37","42","933"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001287","주감초등학교","02","공립","N","","0","8","97","5","7","92","4","8","103","2","10","115","2","8","97","2","7","97","15","48","601"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001288","주학초등학교","02","공립","N","","0","0","4","0","0","13","0","1","10","2","0","14","1","2","21","0","0","6","3","3","68"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001289","창진초등학교","02","공립","N","","1","1","67","1","2","65","0","3","78","1","2","81","0","3","73","1","6","50","4","17","414"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020001290","천가초등학교","02","공립","N","","2","1","9","1","3","13","1","1","9","3","2","19","1","1","7","3","1","8","11","9","65"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001294","포천초등학교","02","공립","N","","0","9","83","0","6","113","1","7","107","5","2","108","0","6","114","4","1","87","10","31","612"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001295","학장초등학교","02","공립","N","","0","2","41","1","2","34","1","3","33","1","1","46","3","2","39","1","0","41","7","10","234"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001296","학진초등학교","02","공립","N","","0","0","84","0","0","98","0","0","122","0","0","93","0","0","90","0","0","81","0","0","568"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001297","화명초등학교","02","공립","N","","9","2","75","16","3","49","13","3","77","14","3","60","7","2","45","6","2","48","65","15","354"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001447","감천초등학교","02","공립","N","","2","0","11","0","4","30","0","2","37","5","1","34","1","1","40","1","3","46","9","11","198"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001448","괴정초등학교","02","공립","N","","3","0","91","3","1","83","0","4","80","2","0","95","4","0","93","3","2","66","15","7","508"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001449","구덕초등학교","02","공립","N","","0","0","82","0","0","82","0","0","76","0","0","73","0","0","80","3","0","60","3","0","453"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001450","구평초등학교","02","공립","N","","11","4","108","10","6","98","14","8","129","17","10","95","7","3","65","9","6","69","68","37","564"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001451","낙동초등학교","02","공립","N","","3","3","149","0","3","139","1","1","177","0","7","171","0","1","169","0","3","149","4","18","954"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001452","남부민초등학교","02","공립","N","","0","0","17","0","1","27","0","1","18","0","1","22","0","1","32","0","2","26","0","6","142"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001453","남항초등학교","02","공립","N","","1","1","45","0","1","22","2","3","58","1","5","38","3","2","54","1","2","47","8","14","264"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001454","다대초등학교","02","공립","N","","3","3","123","0","6","134","1","1","147","0","10","175","0","8","163","0","5","129","4","33","871"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001455","다선초등학교","02","공립","N","","2","3","91","10","6","108","5","9","110","5","7","109","1","6","91","5","3","104","28","34","613"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001456","다송초등학교","02","공립","N","","1","4","34","3","2","32","1","3","56","1","2","46","1","3","41","0","1","54","7","15","263"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001457","당리초등학교","02","공립","N","","0","1","27","3","3","26","3","5","43","3","4","41","2","2","35","2","0","30","13","15","202"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001458","대교초등학교","02","공립","N","","9","2","46","19","2","45","24","0","40","16","0","48","14","3","40","3","0","34","85","7","253"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001459","대신초등학교","02","공립","N","","4","4","123","8","4","102","10","6","130","12","5","143","13","6","154","9","8","125","56","33","777"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001460","대평초등학교","02","공립","N","","0","1","38","1","1","47","0","7","55","1","2","61","1","0","58","0","2","47","3","13","306"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001461","동삼초등학교","02","공립","N","","1","2","54","3","3","51","5","4","61","3","0","67","0","4","50","2","1","42","14","14","325"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001462","동신초등학교","02","공립","N","","0","1","72","2","3","60","2","2","82","1","5","79","1","5","78","1","1","75","7","17","446"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001463","봉삼초등학교","02","공립","N","","1","2","10","0","4","13","0","1","14","0","2","11","1","1","8","0","1","14","2","11","70"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001464","봉학초등학교","02","공립","N","","3","0","26","1","4","37","6","3","35","1","2","35","1","2","38","2","1","35","14","12","206"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001465","부민초등학교","02","공립","N","","4","3","110","6","6","110","2","8","139","5","2","95","2","3","93","5","3","88","24","25","635"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001466","사남초등학교","02","공립","N","","1","3","12","1","0","10","0","1","8","4","1","15","2","1","10","0","2","20","8","8","75"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001467","사동초등학교","02","공립","N","","2","2","39","4","2","37","2","5","51","3","2","57","2","2","45","7","1","42","20","14","271"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001468","사하초등학교","02","공립","N","","4","4","165","24","7","159","22","13","195","22","4","166","19","6","193","17","6","175","108","40","1053"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001469","상리초등학교","02","공립","N","","2","4","27","0","4","32","2","3","31","1","1","34","2","2","39","0","1","29","7","15","192"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001470","서천초등학교","02","공립","N","","4","0","31","0","3","35","5","4","33","5","5","33","1","3","44","1","0","27","16","15","203"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001471","송도초등학교","02","공립","N","","0","0","58","2","1","69","3","5","67","5","9","87","5","10","73","0","0","44","15","25","398"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001472","승학초등학교","02","공립","N","","0","0","60","2","3","44","2","4","64","5","0","58","1","0","62","1","1","48","11","8","336"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001473","신남초등학교","02","공립","N","","6","5","93","5","6","89","8","5","86","5","7","94","1","5","94","3","2","75","28","30","531"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001474","신선초등학교","02","공립","N","","0","0","4","0","0","12","0","0","9","0","0","1","0","0","17","0","0","13","0","0","56"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001475","신촌초등학교","02","공립","N","","0","1","19","0","3","23","1","2","26","1","1","22","0","5","31","0","2","22","2","14","143"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001476","신평초등학교","02","공립","N","","4","8","86","14","13","83","11","10","80","1","12","88","4","10","73","2","9","61","36","62","471"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001477","아미초등학교","02","공립","N","","1","1","5","0","0","5","0","0","5","1","0","14","0","1","5","0","0","18","2","2","52"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001478","영도초등학교","02","공립","N","","0","2","43","0","1","55","1","1","52","0","3","53","1","1","65","0","1","52","2","9","320"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001480","옥천초등학교","02","공립","N","","2","4","83","4","3","98","1","5","124","2","6","106","4","2","102","4","2","118","17","22","631"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001481","응봉초등학교","02","공립","N","","2","1","30","0","3","35","1","1","48","1","3","45","2","1","47","1","1","51","7","10","256"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001482","장림초등학교","02","공립","N","","4","7","96","2","9","105","4","11","119","2","10","129","1","7","111","3","10","114","16","54","674"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001483","절영초등학교","02","공립","N","","0","0","10","1","3","13","1","0","13","0","2","11","0","3","9","0","1","9","2","9","65"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001484","중리초등학교","02","공립","N","","7","5","101","7","6","102","8","10","124","9","4","116","6","8","135","3","1","109","40","34","687"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001486","중현초등학교","02","공립","N","","3","5","74","2","15","87","4","9","89","0","10","94","2","7","83","2","2","93","13","48","520"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001487","천마초등학교","02","공립","N","","0","0","18","0","1","12","1","0","29","0","0","25","1","1","16","1","3","26","3","5","126"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001488","청동초등학교","02","공립","N","","0","0","79","2","6","93","0","3","97","0","3","108","0","4","96","0","2","95","2","18","568"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001489","청학초등학교","02","공립","N","","0","0","34","1","4","44","3","5","43","5","2","48","4","1","43","1","4","44","14","16","256"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 영도구","S020001491","태종대초등학교","02","공립","N","","0","1","16","1","2","15","0","0","6","1","1","10","1","1","10","0","0","5","3","5","62"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001492","토성초등학교","02","공립","N","","2","1","88","4","1","70","2","0","83","2","1","67","0","5","91","0","3","76","10","11","475"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001493","하남초등학교","02","공립","N","","5","3","115","3","2","109","6","7","122","1","10","136","5","4","139","3","4","138","23","30","759"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001494","하단초등학교","02","공립","N","","1","5","49","5","1","66","3","6","69","1","1","62","1","4","60","2","1","64","13","18","370"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 서구","S020001495","화랑초등학교","02","공립","N","","2","0","27","4","0","21","8","1","29","5","0","21","3","0","27","3","2","30","25","3","155"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001496","효림초등학교","02","공립","N","","2","7","131","5","9","97","5","13","146","3","13","134","2","7","139","1","14","133","18","63","780"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001645","강동초등학교","02","공립","N","","2","0","142","2","0","119","0","3","144","3","2","127","4","0","114","1","0","113","12","5","759"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001646","광남초등학교","02","공립","N","","5","4","97","7","7","107","7","8","131","7","9","130","7","4","111","4","4","106","37","36","682"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001647","광안초등학교","02","공립","N","","0","3","128","6","13","134","5","10","144","3","9","141","2","6","144","10","6","135","26","47","826"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001648","교리초등학교","02","공립","N","","4","3","113","5","18","106","9","20","113","3","19","121","3","15","131","2","14","107","26","89","691"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001649","기장초등학교","02","공립","N","","5","1","76","6","9","101","7","12","104","4","18","101","1","12","122","6","14","112","29","66","616"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001650","남천초등학교","02","공립","N","","1","3","98","5","3","86","3","8","87","4","5","115","6","3","87","3","4","101","22","26","574"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001651","용암초등학교","02","공립","N","","0","0","9","0","1","12","0","1","13","0","0","11","0","3","12","0","1","15","0","6","72"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001652","대청초등학교","02","공립","N","","1","8","74","4","9","92","7","8","90","5","8","94","5","11","105","9","8","84","31","52","539"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001653","동백초등학교","02","공립","N","","7","6","143","12","7","107","9","16","136","13","6","116","7","10","122","5","6","69","53","51","693"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001654","망미초등학교","02","공립","N","","3","0","84","5","13","90","3","4","101","3","4","124","2","6","94","1","6","105","17","33","598"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001655","민락초등학교","02","공립","N","","2","2","123","1","8","92","8","7","122","3","4","101","6","5","89","1","5","112","21","31","639"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001656","민안초등학교","02","공립","N","","1","8","83","2","9","71","2","2","67","4","5","74","1","7","56","4","0","50","14","31","401"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001657","반산초등학교","02","공립","N","","2","2","60","1","4","86","5","4","90","5","3","66","3","5","89","0","0","87","16","18","478"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001658","반석초등학교","02","공립","N","","1","0","12","1","1","10","0","2","20","0","1","14","0","1","15","0","1","19","2","6","90"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001659","반송초등학교","02","공립","N","","1","3","34","0","4","24","1","6","38","1","4","34","1","2","39","0","2","42","4","21","211"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001660","반안초등학교","02","공립","N","","3","1","87","7","2","113","9","0","104","2","1","108","11","0","112","0","0","106","32","4","630"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001661","반여초등학교","02","공립","N","","4","1","40","2","3","34","3","3","66","1","3","65","3","4","69","2","4","57","15","18","331"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001662","배산초등학교","02","공립","N","","4","5","95","5","3","88","3","5","93","9","1","91","7","4","86","6","1","74","34","19","527"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001663","부흥초등학교","02","공립","N","","3","7","144","5","9","113","18","6","183","16","10","140","10","1","152","12","3","189","64","36","921"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001664","상당초등학교","02","공립","N","","1","3","115","11","7","132","10","7","140","11","6","126","8","3","142","8","3","152","49","29","807"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001665","송운초등학교","02","공립","N","","1","6","59","2","4","62","4","13","69","3","2","71","2","6","74","1","5","60","13","36","395"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001666","송정초등학교","02","공립","N","","1","1","51","4","5","53","5","4","56","4","3","43","0","0","48","2","5","39","16","18","290"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001667","수미초등학교","02","공립","N","","1","1","74","4","3","85","3","7","93","1","6","103","2","3","98","3","5","72","14","25","525"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001668","수영초등학교","02","공립","N","","0","4","142","2","0","149","10","7","158","12","0","145","0","6","146","0","3","150","24","20","890"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001669","신곡초등학교","02","공립","N","","0","0","89","1","2","88","0","2","119","0","3","110","2","1","103","3","0","109","6","8","618"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001670","신도초등학교","02","공립","N","","8","3","82","5","12","107","4","11","125","11","6","114","12","8","113","13","6","91","53","46","632"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001671","신재초등학교","02","공립","N","","2","6","57","0","6","81","3","14","72","1","5","92","3","11","88","2","3","85","11","45","475"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001672","신진초등학교","02","공립","N","","0","2","38","2","2","33","0","2","39","3","2","36","1","2","46","2","1","27","8","11","219"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001673","양운초등학교","02","공립","N","","0","3","69","7","5","85","6","7","67","7","4","99","0","1","86","4","5","97","24","25","503"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001674","운봉초등학교","02","공립","N","","0","0","30","1","1","28","1","2","35","2","1","36","0","2","36","1","2","55","5","8","220"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001675","운송초등학교","02","공립","N","","1","1","15","1","1","13","0","1","17","0","3","26","0","3","27","0","2","16","2","11","114"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001676","월내초등학교","02","공립","N","","4","1","31","4","7","27","4","5","30","0","4","30","1","2","12","0","3","20","13","22","150"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001677","월평초등학교","02","공립","N","","0","1","14","0","2","20","1","3","18","0","1","15","0","0","15","0","1","17","1","8","99"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001680","장산초등학교","02","공립","N","","4","1","133","9","10","136","3","0","139","11","4","152","7","7","136","2","12","163","36","34","859"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001681","장안초등학교","02","공립","N","","1","0","11","0","0","12","0","0","8","0","0","9","0","0","8","0","0","13","1","0","61"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001682","재송초등학교","02","공립","N","","0","3","77","2","0","76","1","0","102","2","0","91","3","0","108","0","1","88","8","4","542"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001683","정관초등학교","02","공립","N","","10","11","245","17","18","231","18","8","222","11","16","220","6","12","225","6","20","221","68","85","1364"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001684","좌동초등학교","02","공립","N","","4","4","82","4","7","96","4","2","108","2","8","111","0","0","96","5","5","89","19","26","582"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001685","좌산초등학교","02","공립","N","","2","3","77","6","3","97","8","4","82","6","3","106","7","3","112","2","2","80","31","18","554"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001686","좌천초등학교","02","공립","N","","0","1","10","1","0","4","1","0","12","0","0","10","1","0","6","0","0","10","3","1","52"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001687","죽성초등학교","02","공립","N","","1","1","20","0","0","6","0","1","10","0","0","15","0","2","12","0","0","11","1","4","74"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001688","철마초등학교","02","공립","N","","0","0","21","2","0","12","2","1","21","1","0","12","1","1","18","0","0","7","6","2","91"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020001689","칠암초등학교","02","공립","N","","0","1","14","1","1","9","0","3","12","0","0","12","0","0","11","0","2","22","1","7","80"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001690","해강초등학교","02","공립","N","","0","0","130","0","0","129","0","0","138","0","0","140","0","0","138","6","0","147","6","0","822"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001691","해동초등학교","02","공립","N","","3","1","57","5","4","64","5","4","74","8","4","80","5","4","77","5","6","72","31","23","424"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001692","해림초등학교","02","공립","N","","0","0","164","0","0","187","0","0","188","0","0","155","0","0","157","1","0","161","1","0","1012"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001693","해송초등학교","02","공립","N","","5","4","115","6","6","116","9","8","121","2","8","120","5","7","121","6","1","112","33","34","705"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001694","해운대초등학교","02","공립","N","","21","6","147","18","6","122","20","4","123","18","7","129","18","7","105","8","12","118","103","42","744"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 수영구","S020001695","호암초등학교","02","공립","N","","3","3","93","12","0","63","13","5","87","6","2","54","8","1","70","7","0","76","49","11","443"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001814","충렬초등학교","02","공립","N","","1","2","27","2","1","24","0","0","33","0","2","28","1","3","62","1","1","37","5","9","211"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001826","금명초등학교","02","공립","N","","5","3","90","6","9","103","6","6","96","7","2","121","7","2","118","4","5","116","35","27","644"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001840","명진초등학교","02","공립","N","","7","3","113","5","6","93","12","4","122","5","4","111","4","5","118","5","5","105","38","27","662"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001841","학사초등학교","02","공립","N","","0","3","96","3","4","97","5","4","78","3","2","90","6","3","99","2","2","91","19","18","551"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001842","화잠초등학교","02","공립","N","","1","4","82","5","6","72","5","4","82","1","9","82","4","6","65","5","3","85","21","32","468"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001843","인지초등학교","02","공립","N","","3","2","89","8","6","127","12","11","120","6","7","126","8","9","142","3","4","103","40","39","707"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020001867","용문초등학교","02","공립","N","","4","0","142","9","5","153","6","9","183","7","1","176","6","4","193","5","8","194","37","27","1041"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001870","을숙도초등학교","02","공립","N","","4","2","111","3","7","112","6","3","123","6","5","120","2","0","104","2","8","152","23","25","722"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 금정구","S020001872","금샘초등학교","02","공립","N","","1","4","29","1","0","31","2","0","37","0","1","44","4","5","66","1","2","52","9","12","259"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001873","신덕초등학교","02","공립","N","","1","3","49","1","2","40","2","5","65","2","2","63","1","5","78","2","1","59","9","18","354"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 북구","S020001874","상학초등학교","02","공립","N","","17","1","29","22","1","18","22","0","10","24","2","16","16","0","9","17","1","10","118","5","92"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 부산진구","S020001890","동양초등학교","02","공립","N","","0","0","33","1","1","40","0","5","60","3","1","50","0","5","63","2","3","61","6","15","307"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001891","보림초등학교","02","공립","N","","2","7","102","5","5","91","3","10","120","3","9","92","2","4","99","3","7","100","18","42","604"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001892","무정초등학교","02","공립","N","","1","2","62","2","4","49","0","5","72","2","2","76","0","3","76","3","5","53","8","21","388"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 금정구","S020001902","두실초등학교","02","공립","N","","3","2","137","7","5","144","5","5","143","7","4","148","5","4","147","6","3","153","33","23","872"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001903","안진초등학교","02","공립","N","","3","3","78","3","5","62","4","9","93","5","3","75","2","6","73","3","1","77","20","27","458"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001904","삼어초등학교","02","공립","N","","0","3","64","0","3","62","2","5","60","0","0","54","2","0","51","1","0","48","5","11","339"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001905","센텀초등학교","02","공립","N","","6","3","239","16","13","222","29","21","283","23","14","278","30","15","289","25","8","313","129","74","1624"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 해운대구","S020001906","송수초등학교","02","공립","N","","5","8","183","4","8","182","12","12","162","5","8","178","5","8","166","3","9","155","34","53","1026"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 사상구","S020001912","주양초등학교","02","공립","N","","3","6","57","4","3","59","3","3","69","2","3","69","3","4","76","0","0","87","15","19","417"
"부산광역시교육청","부산광역시동래교육지원청","부산광역시 동래구","S020001917","예원초등학교","02","공립","N","","5","2","135","18","6","142","24","4","193","15","6","181","11","1","190","6","3","152","79","22","993"
"부산광역시교육청","부산광역시서부교육지원청","부산광역시 사하구","S020001997","몰운대초등학교","02","공립","N","","0","4","160","0","6","159","0","3","176","0","0","182","0","0","170","0","0","139","0","13","986"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020002001","오륙도초등학교","02","공립","N","","0","3","90","6","6","97","7","6","109","4","6","112","7","6","116","6","8","96","30","35","620"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002003","내리초등학교","02","공립","N","","0","2","38","0","2","32","2","4","25","0","1","28","2","0","18","2","0","15","6","9","156"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002006","명호초등학교","02","공립","N","","10","4","274","15","16","278","11","25","298","16","17","304","8","17","268","10","7","267","70","86","1689"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002010","신정초등학교","02","공립","N","","9","8","129","11","1","118","11","6","161","11","3","132","8","4","146","4","4","135","54","26","821"
"부산광역시교육청","부산광역시해운대교육지원청","부산광역시 기장군","S020002016","달산초등학교","02","공립","N","","4","12","122","8","2","100","12","11","133","8","8","126","2","4","101","4","4","97","38","41","679"
"부산광역시교육청","부산광역시북부교육지원청","부산광역시 강서구","S020002041","남명초등학교","02","공립","N","","4","3","146","11","6","128","9","8","142","10","8","151","7","5","151","4","4","103","45","34","821"
"부산광역시교육청","부산광역시남부교육지원청","부산광역시 남구","S020002045","용소초등학교","02","공립","N","","4","8","197","8","14","208","13","16","223","18","10","206","6","11","227","6","5","186","55","64","1247"
