주문시간,실제도착시간,예상도착시간,앱종류,거리,결제종류,user
2023-05-13 18:10:38,2023-05-13 19:45:39,2023-05-13 20:04:49,배고팡,3.78,카드,user_417
2023-07-03 19:50:30,2023-07-03 21:36:47,2023-07-03 21:58:35,배달왕,16.3,카드,user_397
2022-11-01 03:16:39,2022-11-01 03:53:27,2022-11-01 04:10:56,배달왕,6.17,앱결제,user_244
2023-04-11 02:35:48,2023-04-11 03:36:57,2023-04-11 03:48:35,여기여,4.48,앱결제,user_380
2022-10-13 13:42:05,2022-10-13 15:05:44,2022-10-13 14:36:15,배고팡,18.07,앱결제,user_294
2023-05-09 08:30:05,2023-05-09 10:14:27,2023-05-09 10:29:06,여기여,12.57,카드,user_319
2023-03-08 15:40:07,2023-03-08 17:10:35,2023-03-08 17:16:20,배고팡,15.39,카드,user_474
2023-04-21 10:04:40,2023-04-21 10:58:18,2023-04-21 11:20:06,배고팡,7.5,앱결제,user_136
2022-09-15 05:06:23,2022-09-15 06:26:40,2022-09-15 06:02:01,배고팡,9.86,카드,user_116
2023-03-12 02:08:30,2023-03-12 03:53:36,2023-03-12 03:06:39,여기여,15.0,현금,user_206
2023-07-12 15:06:41,2023-07-12 16:55:28,2023-07-12 15:58:11,배달왕,13.97,앱결제,user_38
2023-05-16 18:18:22,2023-05-16 19:25:26,2023-05-16 19:48:34,배달왕,14.55,카드,user_249
2022-10-28 23:56:47,2022-10-29 01:16:01,2022-10-29 01:11:40,배고팡,15.55,카드,user_224
2022-12-20 02:47:25,2022-12-20 04:04:43,2022-12-20 03:35:33,배고팡,1.37,카드,user_329
2022-12-07 14:33:31,2022-12-07 15:28:28,2022-12-07 14:54:00,배고팡,1.48,현금,user_264
2023-03-27 15:51:36,2023-03-27 16:21:57,2023-03-27 16:35:40,배고팡,18.5,카드,user_19
2023-07-26 00:43:44,2023-07-26 01:14:03,2023-07-26 01:18:56,배고팡,6.31,앱결제,user_75
2022-10-14 16:03:45,2022-10-14 16:46:31,2022-10-14 16:53:25,여기여,8.28,카드,user_165
2023-06-26 03:59:23,2023-06-26 05:12:21,2023-06-26 04:41:27,여기여,8.89,앱결제,user_461
2023-08-04 23:21:47,2023-08-04 23:59:34,2023-08-04 23:42:04,여기여,12.18,앱결제,user_161
2023-07-16 09:31:53,2023-07-16 09:58:59,2023-07-16 10:05:35,배고팡,10.63,카드,user_389
2023-01-31 14:39:27,2023-01-31 15:21:17,2023-01-31 15:04:45,여기여,19.14,앱결제,user_313
2023-04-27 09:04:08,2023-04-27 10:42:03,2023-04-27 09:29:35,배달왕,3.49,현금,user_399
2023-01-16 04:27:18,2023-01-16 05:30:43,2023-01-16 05:30:55,여기여,17.66,카드,user_95
2022-12-29 08:24:48,2022-12-29 09:21:09,2022-12-29 08:52:13,배달왕,18.63,현금,user_450
2022-10-22 08:16:25,2022-10-22 09:38:23,2022-10-22 08:56:40,여기여,1.84,카드,user_447
2023-07-29 04:34:15,2023-07-29 05:11:45,2023-07-29 05:15:52,여기여,10.32,카드,user_175
2023-04-09 15:17:14,2023-04-09 16:31:09,2023-04-09 16:20:44,배고팡,1.24,현금,user_402
2023-06-29 08:39:53,2023-06-29 09:11:35,2023-06-29 09:36:48,여기여,6.12,현금,user_305
2023-04-23 01:37:48,2023-04-23 02:17:47,2023-04-23 02:12:02,배고팡,0.91,카드,user_39
2022-08-30 15:00:36,2022-08-30 16:26:10,2022-08-30 16:18:22,배고팡,16.31,카드,user_462
2023-06-11 21:46:16,2023-06-11 23:11:19,2023-06-11 23:37:37,배달왕,14.76,앱결제,user_166
2022-08-26 00:26:16,2022-08-26 02:02:33,2022-08-26 01:33:29,배달왕,11.25,앱결제,user_296
2023-04-01 19:44:09,2023-04-01 20:18:25,2023-04-01 20:11:16,배달왕,16.15,카드,user_360
2022-11-23 17:47:50,2022-11-23 18:44:00,2022-11-23 18:39:26,여기여,10.61,현금,user_461
2022-12-22 19:48:47,2022-12-22 20:06:24,2022-12-22 20:28:47,배고팡,8.54,현금,user_112
2022-10-28 13:29:22,2022-10-28 13:48:31,2022-10-28 14:03:26,배고팡,3.92,카드,user_68
2022-11-07 22:42:35,2022-11-07 23:40:01,2022-11-07 23:34:01,배고팡,6.79,앱결제,user_486
2023-04-18 08:40:59,2023-04-18 09:10:51,2023-04-18 09:01:19,배고팡,10.07,앱결제,user_32
2022-12-22 08:38:00,2022-12-22 10:27:04,2022-12-22 10:17:05,배고팡,10.44,앱결제,user_339
2022-09-15 12:47:10,2022-09-15 13:54:27,2022-09-15 13:31:09,배고팡,4.36,카드,user_31
2023-03-10 22:34:18,2023-03-10 22:52:09,2023-03-10 23:21:59,여기여,6.97,카드,user_425
2023-08-15 13:50:14,2023-08-15 14:43:22,2023-08-15 14:19:07,배달왕,16.25,카드,user_109
2022-10-22 04:51:13,2022-10-22 06:38:02,2022-10-22 06:27:46,배고팡,6.93,카드,user_373
2022-11-11 01:46:36,2022-11-11 02:46:21,2022-11-11 02:12:03,여기여,4.42,현금,user_251
2023-08-17 07:43:58,2023-08-17 08:49:44,2023-08-17 09:14:12,여기여,14.27,카드,user_228
2023-03-31 05:50:37,2023-03-31 06:39:28,2023-03-31 06:31:17,배달왕,13.47,현금,user_83
2022-10-15 08:14:48,2022-10-15 08:33:43,2022-10-15 08:58:17,여기여,8.11,현금,user_470
2023-05-09 15:56:06,2023-05-09 16:15:46,2023-05-09 16:40:25,배고팡,19.63,카드,user_221
2023-05-15 05:35:02,2023-05-15 07:12:10,2023-05-15 07:38:16,배달왕,9.77,현금,user_415
2023-06-02 00:32:56,2023-06-02 02:12:41,2023-06-02 01:09:09,여기여,17.13,앱결제,user_300
2023-03-06 07:15:39,2023-03-06 07:41:35,2023-03-06 08:08:20,배달왕,9.55,앱결제,user_18
2023-05-03 15:44:46,2023-05-03 17:33:53,2023-05-03 17:22:04,여기여,15.06,앱결제,user_136
2023-05-27 07:56:28,2023-05-27 09:05:58,2023-05-27 08:44:02,배고팡,3.44,앱결제,user_16
2022-12-18 22:23:49,2022-12-18 23:54:13,2022-12-18 22:57:40,여기여,9.17,카드,user_406
2022-08-26 16:54:50,2022-08-26 18:16:35,2022-08-26 17:15:47,배달왕,5.08,앱결제,user_455
2023-04-24 07:37:09,2023-04-24 08:08:41,2023-04-24 08:06:59,배달왕,16.67,현금,user_364
2023-03-24 11:04:07,2023-03-24 12:33:28,2023-03-24 12:22:13,여기여,3.04,카드,user_164
2023-05-28 04:37:07,2023-05-28 06:05:49,2023-05-28 05:34:06,배달왕,11.87,현금,user_106
2023-01-13 16:01:05,2023-01-13 17:13:13,2023-01-13 16:39:39,배달왕,17.7,카드,user_497
2023-07-18 14:01:28,2023-07-18 14:24:42,2023-07-18 14:28:53,여기여,11.9,현금,user_484
2023-04-08 02:15:32,2023-04-08 02:52:41,2023-04-08 03:21:09,배고팡,8.76,카드,user_68
2022-11-06 22:33:39,2022-11-07 00:13:05,2022-11-06 23:19:47,여기여,5.28,카드,user_344
2023-04-22 13:32:49,2023-04-22 14:27:26,2023-04-22 14:09:50,여기여,5.14,앱결제,user_105
2023-05-04 04:05:04,2023-05-04 04:27:32,2023-05-04 04:35:36,여기여,12.38,카드,user_112
2022-10-10 15:12:50,2022-10-10 16:37:16,2022-10-10 17:05:48,배고팡,16.34,앱결제,user_25
2023-08-06 02:23:22,2023-08-06 04:12:53,2023-08-06 03:00:32,배고팡,6.89,현금,user_430
2023-05-20 12:03:34,2023-05-20 12:59:46,2023-05-20 12:43:02,배달왕,5.64,카드,user_391
2023-02-11 23:38:55,2023-02-11 23:56:01,2023-02-12 00:15:27,배고팡,12.17,현금,user_482
2022-11-16 07:24:19,2022-11-16 08:19:28,2022-11-16 08:34:40,여기여,4.39,현금,user_109
2023-03-15 20:19:19,2023-03-15 21:17:09,2023-03-15 21:40:19,배고팡,18.8,앱결제,user_20
2022-11-03 01:53:41,2022-11-03 02:23:26,2022-11-03 02:38:14,배달왕,4.91,앱결제,user_297
2023-06-12 16:04:09,2023-06-12 17:03:07,2023-06-12 17:08:12,배달왕,12.48,앱결제,user_241
2023-04-29 18:53:18,2023-04-29 20:05:18,2023-04-29 20:11:48,배달왕,0.61,앱결제,user_33
2023-06-10 12:06:39,2023-06-10 13:35:30,2023-06-10 12:46:27,배고팡,6.25,카드,user_181
2023-07-06 16:59:54,2023-07-06 18:42:50,2023-07-06 18:12:11,배달왕,2.67,앱결제,user_311
2023-04-04 16:25:58,2023-04-04 17:05:07,2023-04-04 17:16:25,배고팡,7.45,현금,user_48
2023-08-01 09:26:55,2023-08-01 10:32:26,2023-08-01 10:35:54,배고팡,5.65,카드,user_387
2022-12-29 10:52:25,2022-12-29 11:29:58,2022-12-29 11:27:18,배고팡,13.96,앱결제,user_13
2023-07-21 01:20:12,2023-07-21 01:43:10,2023-07-21 02:05:42,배달왕,18.3,카드,user_442
2023-02-16 08:25:47,2023-02-16 09:49:21,2023-02-16 09:24:47,배고팡,10.27,앱결제,user_465
2023-06-06 19:10:08,2023-06-06 20:39:36,2023-06-06 20:41:59,여기여,4.05,앱결제,user_78
2023-03-19 17:25:41,2023-03-19 18:20:46,2023-03-19 17:47:26,여기여,6.58,현금,user_257
2022-10-21 23:23:28,2022-10-21 23:55:18,2022-10-22 00:18:17,배고팡,7.73,카드,user_473
2023-01-21 08:32:40,2023-01-21 09:55:37,2023-01-21 09:02:42,배고팡,18.33,카드,user_366
2023-05-13 15:03:32,2023-05-13 16:46:55,2023-05-13 15:26:49,여기여,19.55,카드,user_72
2023-07-05 13:21:06,2023-07-05 13:53:55,2023-07-05 14:09:55,배달왕,17.7,현금,user_225
2023-08-14 09:29:19,2023-08-14 10:48:56,2023-08-14 11:15:23,여기여,18.17,현금,user_373
2022-11-30 21:10:42,2022-11-30 22:46:48,2022-11-30 21:33:56,배달왕,6.2,앱결제,user_158
2023-01-28 07:13:25,2023-01-28 07:41:32,2023-01-28 08:01:45,여기여,0.66,카드,user_480
2023-05-13 14:41:44,2023-05-13 15:22:54,2023-05-13 15:33:54,여기여,14.06,현금,user_51
2023-02-07 00:49:57,2023-02-07 02:17:41,2023-02-07 01:39:48,여기여,18.0,현금,user_133
2023-08-02 03:08:40,2023-08-02 04:02:22,2023-08-02 03:55:54,배달왕,9.85,현금,user_154
2022-11-16 09:00:42,2022-11-16 09:37:41,2022-11-16 09:53:17,배고팡,13.65,카드,user_450
2023-04-28 19:13:17,2023-04-28 20:22:19,2023-04-28 20:32:51,배달왕,12.75,현금,user_286
2023-07-19 21:44:01,2023-07-19 23:14:22,2023-07-19 22:36:59,배달왕,1.16,현금,user_360
2023-08-11 02:07:42,2023-08-11 03:00:09,2023-08-11 03:12:47,여기여,6.85,현금,user_196
2023-05-20 19:01:56,2023-05-20 19:19:59,2023-05-20 19:37:03,배달왕,6.41,카드,user_9
2022-12-30 00:52:30,2022-12-30 02:05:22,2022-12-30 02:04:20,배달왕,3.28,앱결제,user_220
2022-09-18 06:45:05,2022-09-18 07:55:23,2022-09-18 07:24:37,배달왕,2.89,카드,user_370
2023-04-22 10:21:19,2023-04-22 10:55:44,2023-04-22 11:25:40,여기여,13.99,앱결제,user_37
2023-08-13 13:46:14,2023-08-13 15:14:52,2023-08-13 14:07:48,배고팡,8.41,앱결제,user_205
2023-08-09 13:55:10,2023-08-09 15:20:06,2023-08-09 15:04:13,배달왕,9.18,앱결제,user_365
2023-05-01 23:46:01,2023-05-02 00:16:25,2023-05-02 00:06:15,여기여,7.7,카드,user_206
2022-09-24 08:21:29,2022-09-24 10:09:28,2022-09-24 09:51:13,배고팡,2.04,앱결제,user_271
2023-01-29 22:57:26,2023-01-30 00:05:50,2023-01-30 00:17:08,배고팡,19.94,현금,user_308
2023-01-03 00:10:24,2023-01-03 00:49:06,2023-01-03 00:31:41,배달왕,6.36,앱결제,user_298
2023-04-12 22:17:37,2023-04-12 23:48:30,2023-04-12 22:40:39,배고팡,0.67,앱결제,user_61
2022-10-01 07:40:06,2022-10-01 08:37:28,2022-10-01 08:24:21,배달왕,12.32,카드,user_428
2023-07-05 15:52:52,2023-07-05 16:40:18,2023-07-05 17:02:28,여기여,14.99,카드,user_87
2023-04-16 05:02:56,2023-04-16 05:50:51,2023-04-16 06:18:38,배고팡,10.44,앱결제,user_209
2022-10-07 13:38:36,2022-10-07 15:20:05,2022-10-07 15:23:41,여기여,17.21,현금,user_296
2023-02-07 17:17:31,2023-02-07 17:40:54,2023-02-07 18:09:19,배고팡,19.91,앱결제,user_148
2022-12-26 10:09:08,2022-12-26 11:39:08,2022-12-26 11:31:04,배달왕,13.43,카드,user_411
2023-04-06 09:29:29,2023-04-06 09:50:31,2023-04-06 10:04:03,여기여,13.85,앱결제,user_385
2023-04-06 05:45:23,2023-04-06 06:54:05,2023-04-06 06:42:32,배고팡,1.33,앱결제,user_166
2023-03-17 16:23:57,2023-03-17 18:12:50,2023-03-17 17:02:47,여기여,1.96,카드,user_491
2023-01-22 09:47:29,2023-01-22 10:39:00,2023-01-22 11:06:35,여기여,4.5,현금,user_144
2022-09-10 04:08:50,2022-09-10 04:33:13,2022-09-10 04:46:11,여기여,4.79,앱결제,user_494
2023-07-31 12:26:20,2023-07-31 12:53:33,2023-07-31 12:58:58,여기여,14.65,카드,user_150
2023-06-08 06:58:05,2023-06-08 08:18:11,2023-06-08 07:35:16,배달왕,6.62,앱결제,user_339
2022-12-16 22:10:57,2022-12-16 23:57:42,2022-12-16 23:28:02,배고팡,14.58,카드,user_385
2023-03-27 01:44:38,2023-03-27 02:57:40,2023-03-27 03:16:09,여기여,19.77,카드,user_473
2023-04-12 08:46:37,2023-04-12 10:13:49,2023-04-12 10:06:56,여기여,6.2,앱결제,user_464
2022-12-28 06:38:42,2022-12-28 07:52:04,2022-12-28 07:18:41,배달왕,6.3,카드,user_142
2022-09-12 11:11:34,2022-09-12 12:07:00,2022-09-12 11:41:03,배달왕,19.9,앱결제,user_401
2022-09-26 09:21:04,2022-09-26 10:00:23,2022-09-26 09:43:22,배달왕,4.75,현금,user_478
2022-09-08 07:43:37,2022-09-08 09:14:57,2022-09-08 09:43:10,배고팡,6.84,앱결제,user_80
2022-11-26 07:11:44,2022-11-26 07:35:51,2022-11-26 07:56:31,배고팡,17.74,현금,user_108
2023-01-24 05:07:02,2023-01-24 06:17:13,2023-01-24 06:43:54,여기여,1.44,카드,user_449
2023-06-21 12:29:06,2023-06-21 13:35:47,2023-06-21 12:57:57,배달왕,0.93,카드,user_308
2022-12-29 09:16:47,2022-12-29 10:34:59,2022-12-29 10:37:44,배달왕,18.92,앱결제,user_278
2023-08-01 17:47:58,2023-08-01 19:14:42,2023-08-01 18:22:17,여기여,6.17,앱결제,user_414
2022-10-24 17:40:11,2022-10-24 18:25:29,2022-10-24 18:36:50,배고팡,0.66,카드,user_316
2022-10-29 14:02:36,2022-10-29 15:42:13,2022-10-29 14:57:20,배달왕,3.93,카드,user_2
2022-12-05 14:45:55,2022-12-05 15:38:08,2022-12-05 15:56:32,배달왕,9.24,앱결제,user_287
2023-08-15 14:59:31,2023-08-15 15:57:34,2023-08-15 15:44:09,여기여,13.46,앱결제,user_252
2023-08-15 01:21:20,2023-08-15 02:24:49,2023-08-15 02:52:11,배고팡,10.34,카드,user_113
2022-10-12 23:16:49,2022-10-13 00:00:13,2022-10-13 00:14:37,배달왕,1.37,현금,user_348
2023-07-06 06:09:32,2023-07-06 07:09:19,2023-07-06 07:19:19,여기여,15.94,현금,user_198
2022-09-19 18:21:17,2022-09-19 19:08:09,2022-09-19 18:53:03,배달왕,12.74,카드,user_381
2022-11-26 05:30:03,2022-11-26 06:32:59,2022-11-26 06:57:33,배달왕,14.02,앱결제,user_498
2022-08-23 22:38:48,2022-08-23 23:48:51,2022-08-23 23:00:19,배달왕,0.91,앱결제,user_468
2022-09-04 07:01:18,2022-09-04 07:31:31,2022-09-04 07:47:20,여기여,13.03,앱결제,user_105
2023-03-13 21:04:33,2023-03-13 21:27:03,2023-03-13 21:43:46,배달왕,18.27,카드,user_272
2023-02-09 03:35:49,2023-02-09 05:15:04,2023-02-09 04:43:43,배고팡,5.73,현금,user_289
2022-09-06 18:32:59,2022-09-06 18:49:47,2022-09-06 18:53:40,여기여,1.5,카드,user_110
2023-05-20 17:10:39,2023-05-20 17:36:01,2023-05-20 17:31:15,배달왕,3.56,앱결제,user_2
2023-06-06 09:01:50,2023-06-06 10:48:21,2023-06-06 09:53:53,여기여,16.61,현금,user_9
2023-01-05 10:40:04,2023-01-05 11:09:56,2023-01-05 11:26:04,배고팡,3.14,카드,user_418
2022-11-21 08:43:04,2022-11-21 09:13:16,2022-11-21 09:09:25,배고팡,8.85,카드,user_375
2022-10-24 06:41:44,2022-10-24 08:07:58,2022-10-24 07:28:57,배달왕,9.16,앱결제,user_471
2023-07-03 07:34:43,2023-07-03 08:16:17,2023-07-03 08:25:10,배고팡,11.25,앱결제,user_21
2022-10-19 16:12:34,2022-10-19 16:29:44,2022-10-19 16:47:31,배고팡,11.87,현금,user_8
2022-08-22 12:15:28,2022-08-22 13:55:32,2022-08-22 12:49:13,배달왕,17.03,카드,user_296
2022-11-20 05:08:24,2022-11-20 06:09:46,2022-11-20 05:30:42,배고팡,9.56,카드,user_135
2023-07-02 19:48:48,2023-07-02 21:15:55,2023-07-02 21:11:19,여기여,6.6,현금,user_363
2022-12-22 19:35:00,2022-12-22 20:01:21,2022-12-22 20:12:22,배달왕,4.77,카드,user_255
2023-05-06 05:56:20,2023-05-06 06:33:48,2023-05-06 06:22:30,배달왕,4.49,앱결제,user_385
2023-06-02 07:39:28,2023-06-02 08:22:54,2023-06-02 08:18:35,배달왕,7.96,앱결제,user_134
2023-04-13 14:34:10,2023-04-13 16:15:13,2023-04-13 16:06:38,여기여,9.55,카드,user_391
2022-12-05 10:56:50,2022-12-05 11:48:32,2022-12-05 12:01:39,배달왕,1.39,앱결제,user_69
2022-12-27 23:27:10,2022-12-28 00:21:50,2022-12-28 00:34:57,여기여,7.44,카드,user_383
2022-12-13 23:37:36,2022-12-14 00:04:25,2022-12-14 00:31:52,여기여,3.62,카드,user_374
2023-05-18 14:09:43,2023-05-18 14:32:51,2023-05-18 14:51:31,여기여,1.86,앱결제,user_462
2022-10-21 08:09:30,2022-10-21 08:45:17,2022-10-21 08:37:13,배달왕,5.98,현금,user_276
2022-12-29 16:51:38,2022-12-29 18:34:09,2022-12-29 17:51:43,여기여,12.71,앱결제,user_431
2023-02-12 05:31:47,2023-02-12 06:44:25,2023-02-12 07:11:16,여기여,3.06,앱결제,user_354
2023-02-10 07:31:20,2023-02-10 08:42:52,2023-02-10 09:06:12,여기여,4.66,카드,user_354
2022-08-22 23:31:39,2022-08-23 00:26:12,2022-08-23 00:32:24,배고팡,3.66,카드,user_403
2023-01-22 02:35:20,2023-01-22 03:30:00,2023-01-22 03:51:31,배고팡,11.91,앱결제,user_460
2023-07-01 16:34:18,2023-07-01 17:24:40,2023-07-01 17:53:05,배고팡,13.06,카드,user_492
2023-01-25 22:04:58,2023-01-25 23:21:33,2023-01-25 23:08:59,배달왕,18.78,앱결제,user_155
2023-01-09 12:06:38,2023-01-09 13:18:42,2023-01-09 13:12:21,여기여,2.27,앱결제,user_394
2022-11-11 14:25:26,2022-11-11 15:29:27,2022-11-11 15:55:18,배고팡,16.03,앱결제,user_55
2023-06-09 05:59:38,2023-06-09 07:05:07,2023-06-09 07:21:06,배고팡,10.18,카드,user_209
2022-12-24 17:59:41,2022-12-24 18:27:44,2022-12-24 18:38:37,배고팡,1.72,현금,user_123
2023-04-22 06:20:28,2023-04-22 07:57:52,2023-04-22 07:13:02,배달왕,11.24,현금,user_236
2023-08-15 22:44:48,2023-08-15 23:48:31,2023-08-16 00:01:53,여기여,15.81,카드,user_208
2022-12-05 21:24:27,2022-12-05 21:45:41,2022-12-05 22:05:22,여기여,5.56,카드,user_470
2022-11-03 23:52:50,2022-11-04 01:21:11,2022-11-04 01:22:16,배고팡,11.35,카드,user_113
2022-09-23 09:10:10,2022-09-23 10:36:11,2022-09-23 09:47:02,배달왕,16.62,앱결제,user_369
2023-05-12 04:01:25,2023-05-12 04:53:04,2023-05-12 05:05:33,배달왕,15.01,앱결제,user_55
2023-06-03 12:27:45,2023-06-03 13:14:50,2023-06-03 13:34:35,여기여,16.52,카드,user_267
2022-11-06 08:37:41,2022-11-06 09:04:25,2022-11-06 08:58:19,배달왕,8.3,현금,user_138
2023-01-25 20:04:03,2023-01-25 20:40:01,2023-01-25 20:30:01,여기여,1.96,현금,user_124
2022-09-22 23:37:38,2022-09-23 01:12:09,2022-09-23 01:30:37,배달왕,8.63,현금,user_127
2023-06-12 08:05:54,2023-06-12 08:41:49,2023-06-12 08:37:39,여기여,7.48,앱결제,user_372
2023-02-22 02:07:48,2023-02-22 02:36:40,2023-02-22 03:01:47,여기여,1.69,현금,user_192
2023-06-02 17:53:57,2023-06-02 19:30:48,2023-06-02 18:35:19,여기여,5.34,현금,user_281
2023-02-04 20:21:54,2023-02-04 21:54:20,2023-02-04 20:59:07,여기여,4.95,현금,user_114
2023-01-03 22:09:27,2023-01-03 23:13:06,2023-01-03 22:41:55,배달왕,11.16,앱결제,user_449
2022-09-13 06:12:09,2022-09-13 06:33:33,2022-09-13 07:00:05,여기여,9.91,카드,user_195
2023-04-19 12:29:25,2023-04-19 13:40:09,2023-04-19 13:20:34,여기여,13.18,앱결제,user_185
2023-08-16 03:41:22,2023-08-16 04:06:11,2023-08-16 04:03:17,배달왕,14.17,카드,user_482
2023-05-21 07:29:44,2023-05-21 08:39:34,2023-05-21 09:00:57,배고팡,3.55,현금,user_286
2022-12-03 19:06:29,2022-12-03 20:22:46,2022-12-03 20:48:35,여기여,9.28,카드,user_440
2023-04-08 22:50:16,2023-04-09 00:20:08,2023-04-08 23:38:25,배고팡,6.25,앱결제,user_158
2023-02-11 09:06:33,2023-02-11 09:25:47,2023-02-11 09:38:00,배고팡,8.07,현금,user_449
2022-11-22 10:20:49,2022-11-22 10:47:37,2022-11-22 11:14:41,배고팡,10.77,카드,user_471
2023-01-24 23:54:21,2023-01-25 01:19:03,2023-01-25 00:19:13,배고팡,18.7,앱결제,user_53
2022-12-06 18:15:09,2022-12-06 18:46:14,2022-12-06 18:39:28,배달왕,9.81,현금,user_370
2022-08-30 13:01:18,2022-08-30 14:39:08,2022-08-30 13:54:41,배고팡,8.44,현금,user_56
2023-05-14 12:12:11,2023-05-14 13:15:38,2023-05-14 13:43:41,배달왕,14.78,현금,user_176
2022-12-05 15:25:28,2022-12-05 16:28:08,2022-12-05 16:37:13,배달왕,1.05,카드,user_270
2023-03-09 11:18:33,2023-03-09 12:02:02,2023-03-09 11:47:32,여기여,4.51,앱결제,user_112
2022-12-18 07:34:43,2022-12-18 08:38:23,2022-12-18 08:26:51,배달왕,2.88,현금,user_51
2023-03-09 03:28:43,2023-03-09 05:15:18,2023-03-09 04:25:07,배달왕,16.7,카드,user_19
2023-03-26 19:31:13,2023-03-26 20:03:29,2023-03-26 20:03:55,배고팡,5.3,카드,user_161
2022-12-23 11:21:54,2022-12-23 11:54:30,2022-12-23 11:48:59,배고팡,1.28,앱결제,user_457
2023-08-02 22:36:06,2023-08-02 23:16:09,2023-08-02 23:38:12,배달왕,10.12,카드,user_31
2023-07-13 22:50:00,2023-07-13 23:36:46,2023-07-13 23:33:08,배달왕,18.05,현금,user_407
2023-06-18 12:44:50,2023-06-18 13:09:46,2023-06-18 13:07:37,여기여,17.76,앱결제,user_282
2023-01-05 10:49:18,2023-01-05 12:17:24,2023-01-05 11:50:37,배고팡,8.3,카드,user_170
2022-11-11 21:31:45,2022-11-11 23:12:55,2022-11-11 23:34:44,배달왕,5.44,현금,user_246
2022-10-05 21:42:05,2022-10-05 22:01:48,2022-10-05 22:19:53,배달왕,0.61,현금,user_455
2023-03-16 15:03:11,2023-03-16 16:51:54,2023-03-16 17:05:11,배달왕,16.56,앱결제,user_284
2023-02-07 03:35:45,2023-02-07 04:40:58,2023-02-07 05:04:59,여기여,4.17,현금,user_484
2022-11-25 22:18:29,2022-11-25 22:47:40,2022-11-25 23:15:08,배달왕,1.74,앱결제,user_440
2023-01-30 17:30:54,2023-01-30 18:35:40,2023-01-30 18:27:31,배고팡,4.6,카드,user_378
2023-01-04 19:00:33,2023-01-04 20:29:51,2023-01-04 19:37:34,배고팡,0.56,현금,user_495
2022-10-02 22:04:45,2022-10-02 23:50:59,2022-10-02 23:30:38,배달왕,11.94,앱결제,user_434
2023-04-15 13:52:14,2023-04-15 14:15:24,2023-04-15 14:27:43,배고팡,18.22,카드,user_204
2022-12-25 08:50:29,2022-12-25 09:55:31,2022-12-25 09:38:02,배달왕,6.94,카드,user_420
2022-09-29 18:37:40,2022-09-29 20:13:38,2022-09-29 19:49:35,여기여,4.62,앱결제,user_368
2023-03-26 06:04:34,2023-03-26 07:36:35,2023-03-26 07:21:22,배달왕,0.75,앱결제,user_91
2022-10-17 21:03:00,2022-10-17 21:35:50,2022-10-17 21:38:34,배달왕,1.65,카드,user_139
2023-04-07 12:45:11,2023-04-07 14:31:31,2023-04-07 13:12:08,여기여,13.46,앱결제,user_80
2023-01-03 05:33:00,2023-01-03 06:43:26,2023-01-03 06:36:46,배달왕,5.88,앱결제,user_283
2023-08-17 00:03:23,2023-08-17 00:42:44,2023-08-17 00:49:36,배고팡,14.84,카드,user_40
2023-01-13 09:04:27,2023-01-13 10:49:37,2023-01-13 10:30:50,배고팡,13.06,앱결제,user_17
2023-02-07 16:43:25,2023-02-07 17:08:29,2023-02-07 17:17:53,배달왕,9.68,앱결제,user_158
2022-08-22 06:39:44,2022-08-22 07:36:07,2022-08-22 07:43:34,배고팡,7.65,카드,user_435
2023-05-18 06:24:16,2023-05-18 07:10:45,2023-05-18 06:52:38,여기여,14.35,현금,user_443
2023-03-20 06:41:38,2023-03-20 08:08:49,2023-03-20 08:36:55,배고팡,5.26,카드,user_405
2023-06-29 11:57:21,2023-06-29 12:35:46,2023-06-29 13:03:27,여기여,10.05,앱결제,user_184
2023-07-27 16:34:18,2023-07-27 17:00:17,2023-07-27 17:12:25,배달왕,12.06,앱결제,user_193
2022-10-05 10:14:41,2022-10-05 10:37:44,2022-10-05 10:54:33,여기여,3.3,앱결제,user_117
2022-12-11 16:57:54,2022-12-11 18:14:07,2022-12-11 18:21:11,배달왕,5.04,현금,user_381
2023-04-14 00:58:56,2023-04-14 01:37:01,2023-04-14 02:04:43,여기여,5.06,앱결제,user_174
2022-12-15 10:22:34,2022-12-15 10:38:36,2022-12-15 10:55:48,배달왕,0.98,카드,user_450
2022-10-11 00:12:37,2022-10-11 00:29:36,2022-10-11 00:41:34,여기여,2.08,현금,user_67
2022-09-10 03:10:01,2022-09-10 04:15:17,2022-09-10 04:15:16,배고팡,14.39,앱결제,user_176
2022-12-09 17:06:00,2022-12-09 18:13:00,2022-12-09 18:10:35,배고팡,9.07,카드,user_73
2023-04-23 22:19:43,2023-04-23 23:00:25,2023-04-23 23:23:23,배달왕,16.28,현금,user_93
2022-09-07 07:03:25,2022-09-07 07:20:55,2022-09-07 07:44:42,배고팡,14.48,현금,user_251
2023-06-21 15:25:37,2023-06-21 16:10:28,2023-06-21 15:57:41,배고팡,10.52,카드,user_414
2023-06-26 03:05:17,2023-06-26 04:01:38,2023-06-26 03:58:56,여기여,19.34,카드,user_48
2023-06-02 04:05:03,2023-06-02 05:40:24,2023-06-02 05:15:52,배달왕,1.2,현금,user_162
2023-07-11 21:37:26,2023-07-11 22:40:48,2023-07-11 22:32:24,여기여,15.55,현금,user_4
2022-09-11 06:49:30,2022-09-11 08:14:48,2022-09-11 07:42:46,배달왕,3.89,앱결제,user_429
2023-01-22 02:02:53,2023-01-22 03:05:51,2023-01-22 02:26:07,배달왕,4.61,카드,user_447
