Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
1,128,1,0,0.4,2,155.5,84,33.8,8.9,11.7
0,128,1,1,-0.2,0,173.4,72,72.9,13.3,7.2
0,64,1,0,2.1,1,177.5,105,22.1,7.7,12.4
0,100,1,1,0.2,3,243.8,92,37.5,14.0,10.1
0,110,1,0,0.6,2,262.6,111,37.4,9.2,11.6
0,124,1,0,0.7,1,215.2,109,44.0,7.2,8.0
0,125,0,0,2.9,2,249.0,105,56.5,8.6,13.2
0,44,1,0,1.9,4,226.3,153,42.7,10.2,10.7
0,169,0,0,1.8,2,206.7,116,22.9,13.2,13.6
0,52,1,0,-1.2,1,259.0,75,63.9,12.1,6.0
1,36,1,0,-0.0,1,108.5,109,57.1,10.2,6.3
1,-15,1,1,2.3,0,142.5,99,63.0,13.2,9.6
0,128,1,0,-0.7,4,135.1,73,59.1,5.3,14.3
0,158,0,1,0.9,3,163.4,71,72.0,10.7,15.7
0,75,1,0,-0.5,1,217.1,109,55.1,10.8,7.8
0,30,1,1,-0.4,4,119.0,114,72.9,10.9,10.4
0,135,1,0,3.0,2,207.2,79,43.6,6.0,10.7
0,49,1,0,1.7,0,147.8,119,44.5,7.5,12.2
0,125,1,0,2.1,2,160.9,106,78.9,9.6,12.7
0,64,1,0,1.8,2,190.7,124,78.6,12.9,7.1
0,83,1,0,0.6,2,271.3,122,65.7,14.9,10.4
0,113,1,0,-0.1,0,141.0,97,41.7,8.4,4.6
0,114,1,1,0.3,0,175.4,133,40.4,6.7,12.5
1,105,1,0,0.6,3,121.0,77,78.1,12.1,9.3
0,159,1,1,3.1,3,140.5,148,77.2,16.7,6.9
0,169,1,0,-0.9,3,120.6,82,55.3,12.9,11.2
1,172,1,0,0.1,4,193.1,99,94.8,8.2,9.2
0,94,1,0,-0.3,2,202.9,89,63.8,17.3,13.8
1,105,1,0,2.2,2,217.2,92,38.1,11.8,7.7
0,155,0,0,3.2,0,138.7,159,51.8,8.0,16.4
0,75,1,0,1.2,0,207.4,91,56.4,15.0,12.6
0,83,0,0,1.3,-1,185.9,117,57.7,7.8,13.8
0,101,1,0,0.9,1,176.6,95,76.8,8.5,7.4
1,100,1,0,1.4,-1,112.2,119,40.6,11.9,15.2
0,89,1,0,1.8,2,188.1,89,34.4,10.0,6.9
0,63,1,0,1.4,2,189.8,105,66.2,10.1,9.7
0,135,1,0,1.5,-1,185.3,113,48.0,10.1,13.9
0,85,1,0,1.8,1,201.6,85,96.1,12.9,11.7
0,107,1,1,-1.4,4,217.6,155,71.8,4.2,6.8
0,100,1,0,0.8,1,120.0,114,47.7,10.8,13.4
0,127,1,0,1.2,0,168.0,95,76.2,9.3,11.2
0,119,1,0,1.3,0,207.9,86,68.3,8.1,9.1
0,90,1,0,0.6,0,165.2,102,66.7,8.1,5.9
0,84,1,0,1.0,2,232.0,76,54.3,3.4,11.5
0,96,1,0,-0.1,0,184.7,136,63.2,8.0,9.8
1,56,1,0,-1.4,1,73.3,109,21.8,13.3,10.7
0,69,1,0,2.1,0,225.5,98,77.9,12.2,5.8
0,122,1,0,-0.6,1,173.4,121,-0.1,9.6,9.1
0,112,1,0,0.6,0,83.4,85,49.0,6.5,11.6
0,62,1,0,-0.1,1,166.0,77,30.1,12.1,15.5
0,96,1,0,2.8,0,110.7,97,48.1,13.4,9.7
0,38,1,0,0.7,0,220.8,102,55.1,12.7,14.3
0,106,1,0,0.4,2,177.8,111,36.6,7.6,12.4
0,87,1,0,1.8,2,129.5,70,10.7,7.9,10.9
0,184,1,0,3.6,2,223.9,91,59.7,14.3,7.4
0,124,1,0,1.3,4,204.7,38,90.6,7.0,7.5
0,63,1,0,0.3,1,166.9,76,50.5,11.3,12.0
0,62,1,1,1.7,1,111.9,114,72.1,5.5,8.8
0,126,1,0,-1.2,1,133.9,119,81.0,9.3,8.5
0,136,1,1,0.9,0,133.1,77,25.1,11.5,9.7
0,175,1,0,3.4,0,220.4,93,48.8,10.0,9.8
0,147,1,0,1.0,1,88.2,100,35.3,11.4,12.8
0,120,1,1,1.0,2,177.2,122,43.1,6.9,8.8
0,157,1,0,0.8,2,166.1,131,84.3,8.0,12.5
0,104,1,0,0.3,1,236.2,103,60.0,11.3,11.5
0,102,1,0,1.2,2,192.5,95,69.3,11.8,5.6
0,52,1,0,1.8,1,208.9,71,55.6,10.6,11.1
0,161,1,0,0.4,1,151.2,102,36.4,12.5,2.8
0,106,1,0,-2.4,0,112.7,142,67.4,5.8,7.7
0,97,1,0,1.4,0,162.0,126,76.9,8.9,11.5
0,69,1,0,3.5,3,222.1,103,61.5,14.7,10.2
0,149,1,0,0.3,0,222.0,106,64.3,13.3,5.3
0,140,1,0,-1.1,0,156.3,86,36.0,11.7,7.1
1,65,1,0,1.7,1,132.9,93,67.9,9.7,3.0
0,121,1,0,3.0,1,122.2,103,78.4,12.7,6.5
1,132,1,0,1.5,3,172.3,103,63.0,11.1,11.9
0,51,1,1,3.0,1,187.2,120,26.8,6.2,8.7
0,126,1,0,1.8,5,260.0,119,83.2,12.6,10.7
0,118,1,0,1.7,1,186.5,110,40.8,7.9,10.3
0,125,1,0,0.2,4,213.2,80,62.7,12.0,10.3
1,180,0,0,1.2,2,137.3,81,72.0,6.0,13.1
0,219,1,0,0.8,2,182.0,82,74.0,14.1,9.7
1,150,1,0,0.7,3,187.4,105,26.7,9.4,12.8
0,111,1,0,0.5,3,172.1,59,58.2,7.2,3.3
0,126,1,0,1.1,2,178.6,100,57.1,8.3,13.3
0,118,1,1,-0.8,4,186.6,128,79.9,9.2,6.6
0,194,1,0,1.8,0,206.0,113,63.8,10.0,7.2
0,106,1,0,-0.3,0,243.5,93,80.1,13.4,8.3
0,84,1,1,0.5,0,56.4,86,65.2,10.2,13.3
0,122,1,1,1.2,3,240.4,116,55.1,4.5,7.8
0,184,1,0,-0.4,3,86.6,106,59.5,6.9,8.4
1,62,0,0,-1.7,0,196.6,95,81.3,17.0,7.6
0,74,1,0,0.3,-1,308.1,88,35.0,10.4,11.0
0,72,1,1,-1.0,1,177.5,101,71.2,12.5,12.3
1,53,1,1,1.7,0,189.6,94,46.0,9.3,15.0
0,63,1,0,-0.7,0,162.9,116,42.5,7.5,16.9
0,138,0,1,2.7,0,216.1,125,73.1,8.8,12.1
1,109,1,0,0.8,0,199.5,72,41.8,10.4,11.3
0,49,1,0,0.9,4,143.0,75,62.5,8.9,6.8
0,128,1,0,-1.7,0,173.5,127,48.3,14.9,15.6
0,114,1,0,1.0,3,118.9,103,17.6,8.5,10.8
1,138,1,0,0.7,1,173.3,77,64.2,7.4,9.4
0,77,0,0,-0.8,0,156.9,120,58.4,12.1,11.3
0,52,0,0,0.9,2,187.2,107,24.9,12.4,8.5
0,128,1,0,0.3,1,141.1,144,44.8,10.1,3.7
0,133,1,0,0.5,1,168.1,95,26.6,8.5,11.8
0,57,1,0,0.8,1,180.3,122,68.3,5.2,14.0
0,110,1,0,0.2,0,184.0,71,79.1,13.1,11.8
0,76,1,0,1.1,0,194.7,128,70.3,12.3,10.2
0,139,1,1,0.7,1,170.3,119,72.6,8.9,10.3
0,127,1,0,1.4,2,136.9,132,47.8,10.2,10.7
0,149,1,0,0.1,0,184.2,122,65.3,9.5,10.6
0,67,0,1,-0.5,1,170.0,98,56.2,14.2,10.1
1,73,1,0,-0.1,3,235.6,76,59.3,7.4,10.3
0,86,1,0,2.7,1,242.5,88,72.0,8.5,14.6
0,79,1,1,2.0,1,105.0,65,75.6,8.2,11.6
0,115,1,0,2.4,1,213.4,81,49.9,10.8,10.5
0,58,1,1,2.4,0,224.3,108,33.2,10.2,12.1
0,161,1,0,0.2,0,106.5,99,53.2,10.6,12.1
1,170,1,1,1.2,0,211.3,95,52.7,7.8,12.9
0,145,0,0,0.9,2,228.6,84,61.0,13.8,8.1
0,120,1,0,1.7,2,128.1,64,70.0,8.9,8.9
0,96,1,0,0.4,2,166.9,104,24.9,13.1,8.0
1,108,1,1,0.9,1,189.9,108,45.3,18.0,12.4
0,70,0,0,0.9,3,210.8,80,40.5,7.8,12.2
0,107,1,0,1.5,1,125.9,89,76.9,10.9,6.7
0,114,1,1,1.7,1,242.8,131,52.9,9.7,11.3
0,68,1,1,0.9,-2,69.2,123,47.9,15.2,14.1
1,165,1,0,1.0,0,251.9,70,65.1,9.3,9.6
0,97,1,0,1.1,0,209.7,98,46.6,10.7,11.1
0,60,1,1,2.9,2,145.9,129,56.1,10.6,12.3
0,92,1,0,-1.4,1,226.9,96,86.1,9.8,6.6
0,77,1,1,-0.4,0,122.7,95,85.6,12.0,10.7
1,67,1,0,1.7,1,186.0,122,49.6,10.3,13.8
1,163,1,1,1.2,0,192.8,120,53.3,11.3,8.6
0,101,1,1,1.2,0,192.6,119,46.1,10.6,12.6
0,142,1,0,1.7,0,134.0,95,24.7,8.5,10.3
0,117,1,0,1.1,2,152.8,113,73.3,9.4,8.4
0,120,1,0,0.1,3,186.7,130,96.1,11.5,10.0
0,100,1,1,1.6,0,140.2,99,49.0,11.4,8.8
0,83,1,0,0.8,3,194.6,92,42.9,13.2,7.8
0,152,1,1,0.2,1,146.3,125,51.8,14.8,9.5
0,127,0,0,1.7,1,234.2,141,57.7,8.7,10.4
0,93,1,0,1.6,1,264.9,142,37.7,10.4,9.8
0,140,1,0,1.1,1,163.6,92,48.8,9.6,9.5
1,161,1,0,3.0,2,229.9,94,73.0,7.2,10.9
0,115,1,0,2.5,2,168.2,79,58.4,11.5,11.7
0,162,1,0,2.1,0,128.8,102,77.2,12.0,7.0
0,82,1,0,4.1,1,156.6,78,62.3,7.3,9.5
0,65,1,1,0.6,3,184.4,89,38.4,9.1,4.7
1,87,1,0,0.2,1,82.4,114,46.8,8.9,9.8
0,102,1,0,1.9,1,213.9,108,60.4,6.2,10.7
0,163,1,1,0.5,3,184.5,64,37.9,10.0,11.8
0,85,1,0,0.8,0,234.3,131,35.7,7.1,10.7
0,116,1,0,-0.4,1,212.9,78,36.7,10.5,11.8
0,144,1,0,1.6,2,186.3,81,64.8,10.7,10.4
1,119,1,0,-1.1,3,160.4,75,50.3,11.0,8.4
0,81,1,0,0.7,-1,262.7,87,75.7,11.2,7.1
0,50,0,0,0.8,0,298.0,82,41.6,13.9,9.5
0,149,1,0,0.3,0,161.3,82,15.9,8.0,8.1
0,59,0,0,-1.4,1,236.5,50,54.2,8.1,9.9
1,85,1,0,-1.4,0,141.3,103,83.4,11.7,8.9
0,102,1,0,-0.1,2,147.8,105,56.9,9.7,11.4
1,151,1,0,1.5,1,158.7,145,33.8,12.9,10.4
0,140,1,0,1.2,2,217.1,110,29.6,11.5,11.5
0,106,1,0,0.8,2,121.2,90,76.0,14.9,11.5
0,149,1,0,-0.3,2,264.2,76,43.0,9.8,9.7
0,158,1,0,1.3,1,230.9,98,81.6,6.3,9.9
0,82,1,0,-1.5,1,215.8,109,67.0,10.9,11.6
0,85,1,0,-2.2,0,163.8,90,43.7,9.9,17.1
0,130,1,0,0.5,0,225.0,101,75.5,11.4,7.5
0,168,1,1,0.1,2,20.9,138,41.1,11.7,10.4
0,73,1,0,2.1,1,203.8,92,32.5,8.7,6.9
1,27,1,0,1.0,0,188.5,62,42.1,7.5,10.2
0,126,1,0,2.9,2,77.0,117,68.9,9.7,8.4
1,155,1,0,0.1,1,201.9,106,75.0,4.0,9.9
0,106,1,1,1.4,-1,212.0,66,49.8,10.3,10.7
0,205,0,0,0.5,0,78.8,109,25.6,9.0,8.9
0,67,1,0,2.6,0,115.1,80,30.7,12.2,5.3
0,71,1,0,0.6,1,292.2,109,38.8,5.0,14.2
0,70,1,0,1.9,2,169.6,138,35.0,10.1,12.6
0,104,1,1,-0.6,2,232.9,96,60.7,14.0,9.9
0,105,1,1,0.3,2,241.1,122,88.1,11.8,7.7
0,70,1,0,0.7,1,201.2,75,69.4,12.5,10.5
0,145,1,1,2.4,3,235.2,69,37.8,10.9,11.2
0,111,1,0,-2.0,2,64.7,140,44.9,5.8,12.4
0,59,1,0,0.4,1,167.2,106,48.1,10.5,12.6
1,125,1,0,0.4,2,12.0,113,62.7,11.1,13.2
0,84,1,0,-1.8,1,84.7,123,82.1,7.3,5.4
1,105,1,1,0.2,1,150.0,89,48.6,9.7,9.4
0,136,1,0,-1.1,-1,143.5,116,81.6,2.7,13.0
0,140,1,0,-2.1,1,182.0,113,90.9,9.2,7.7
0,137,1,0,0.5,3,178.7,74,50.6,8.9,13.6
0,103,1,1,0.4,1,187.1,130,50.1,13.6,15.3
0,62,0,1,0.5,1,189.3,126,50.4,8.5,13.6
0,88,1,0,1.1,2,197.9,74,57.3,9.4,12.1
0,101,1,1,-0.3,2,127.5,104,50.4,9.9,9.0
1,162,1,0,3.1,0,140.3,95,70.8,8.6,11.0
0,80,1,0,0.8,1,177.8,128,30.9,11.9,6.5
0,109,1,0,2.5,0,178.6,72,47.5,5.0,8.1
0,51,1,0,-1.3,1,120.8,172,61.7,12.9,8.3
0,114,1,1,-0.2,0,238.7,96,70.6,10.0,10.4
0,99,1,1,1.7,2,219.3,115,92.4,13.4,9.1
0,95,1,1,0.5,0,132.9,128,35.1,3.1,11.0
0,134,1,0,-0.5,0,168.4,96,45.6,3.9,12.7
0,73,1,0,-1.5,1,289.2,98,19.1,9.3,8.3
0,156,1,0,1.7,2,188.5,90,38.1,11.3,10.7
0,70,1,0,1.6,0,201.3,82,27.2,8.6,9.1
0,155,0,1,1.1,0,146.6,105,47.7,11.5,10.8
0,37,1,0,0.2,1,162.7,97,52.6,12.5,12.2
0,113,1,0,-0.6,3,262.1,90,64.0,11.7,12.8
0,125,1,0,0.7,-1,185.9,91,51.4,10.3,12.1
0,86,1,0,-0.9,2,175.9,112,64.0,10.3,11.4
0,112,1,1,-0.1,1,180.2,84,58.2,8.5,6.3
1,86,1,1,2.4,0,318.4,95,39.3,9.9,7.2
1,118,1,1,-1.5,0,181.9,118,28.6,7.5,7.9
0,111,1,1,1.7,1,134.6,105,65.9,8.1,11.2
0,189,1,1,2.7,2,144.1,79,83.4,11.4,6.6
1,46,1,0,1.9,0,222.3,99,98.0,8.9,11.2
0,109,1,1,1.3,3,102.0,109,71.7,8.2,11.0
0,84,1,1,0.2,2,204.3,120,80.2,11.2,4.8
0,106,1,1,-0.0,1,140.4,85,63.9,11.0,7.2
0,95,1,0,-2.0,1,78.5,89,61.3,9.5,13.2
1,87,1,0,0.9,3,126.4,86,58.1,9.7,12.2
0,80,1,0,0.3,3,181.3,87,54.6,11.1,7.9
0,129,1,0,-0.1,0,255.8,108,66.3,12.5,7.3
0,86,1,0,0.8,0,229.5,112,47.8,10.6,3.4
0,100,1,0,0.9,2,163.8,121,53.9,7.0,14.3
1,108,1,0,0.0,2,232.7,98,37.0,9.5,10.4
0,72,1,0,2.9,1,160.3,72,64.1,9.0,15.5
1,125,1,0,1.7,0,99.9,113,40.6,7.4,9.7
0,62,0,1,2.0,1,180.9,103,56.9,11.3,11.0
0,120,0,0,0.7,3,97.8,101,64.5,11.5,12.7
0,117,1,0,1.5,1,222.9,74,65.9,11.9,14.8
0,95,1,1,-0.3,0,223.7,96,69.0,7.5,11.6
0,57,0,0,1.7,1,131.8,76,52.8,10.5,10.2
0,101,1,0,0.6,2,187.7,110,64.3,10.0,10.3
0,59,1,0,-0.5,1,187.2,91,48.3,10.8,7.3
1,96,1,1,0.8,3,227.3,90,23.9,10.4,9.2
0,132,1,0,0.4,2,112.0,69,65.0,10.0,10.4
0,100,1,0,3.8,1,212.4,121,61.2,9.7,14.1
1,151,1,1,1.4,1,108.1,95,73.0,12.9,9.0
0,112,1,0,2.8,0,222.1,102,55.9,7.9,13.2
0,131,1,0,2.3,3,237.7,85,30.0,9.6,10.0
0,129,1,0,0.9,1,143.3,67,54.8,12.8,13.7
0,157,1,0,0.3,1,246.2,89,70.9,8.0,12.1
0,49,1,1,-1.4,0,94.0,92,64.1,8.1,11.9
0,80,1,0,-0.3,2,239.7,106,53.9,11.9,13.0
0,102,1,1,1.7,0,258.1,93,29.0,6.4,12.6
0,132,1,1,0.4,0,198.6,86,39.5,11.7,13.2
0,107,1,0,1.3,1,169.1,70,64.1,8.8,16.2
0,100,1,1,-1.8,0,196.8,101,29.0,11.1,14.8
0,142,1,0,1.4,2,146.9,84,51.1,7.0,11.5
0,87,1,0,2.2,0,322.7,126,56.9,13.1,9.0
0,85,1,0,-1.4,3,147.8,103,75.2,7.0,11.3
0,121,1,0,1.3,2,251.5,111,66.4,11.9,4.9
0,196,1,1,2.5,2,139.4,95,72.1,7.1,12.6
0,100,1,1,3.0,0,266.7,104,61.3,14.6,7.3
0,75,1,1,0.2,4,289.4,82,42.4,9.9,13.4
0,78,1,0,1.8,0,200.8,76,46.2,15.0,15.8
0,86,1,1,2.6,0,195.4,100,41.0,8.0,6.2
0,153,1,0,1.3,2,127.7,111,66.0,8.9,10.1
0,86,0,1,2.5,1,121.2,61,44.9,13.1,7.3
0,113,1,1,0.8,0,196.0,90,49.8,6.4,5.4
0,97,1,1,1.3,4,259.2,137,56.7,8.3,9.9
0,48,1,1,0.0,2,149.9,110,83.3,11.3,12.0
0,88,0,0,0.6,1,300.0,131,67.1,7.5,12.3
0,2,1,0,1.4,4,146.5,87,43.6,11.4,10.7
0,108,1,0,-0.1,2,192.3,91,58.8,10.5,5.6
0,120,1,0,0.5,1,192.4,119,83.4,6.2,10.6
0,67,1,0,1.8,4,174.2,112,66.4,12.5,6.1
0,79,1,0,3.4,2,68.5,98,30.1,6.9,6.3
0,47,1,0,-1.8,2,146.1,75,41.3,12.0,7.5
0,12,1,0,3.3,1,190.6,123,40.0,10.4,13.2
1,41,0,1,0.5,1,174.5,150,80.0,8.9,11.8
0,127,1,1,2.0,1,214.4,68,76.9,7.2,11.1
0,88,1,0,2.3,3,221.0,128,46.0,10.9,7.8
0,109,1,0,2.8,0,166.7,91,45.7,7.8,9.2
0,182,1,0,-0.1,3,127.4,93,57.0,13.1,6.4
0,140,1,0,0.5,0,264.1,105,57.5,13.2,14.0
0,122,0,1,0.7,1,105.9,76,40.5,14.2,16.4
0,81,1,0,0.4,1,147.4,99,52.2,10.8,11.8
0,163,1,0,2.5,0,133.5,68,32.4,9.0,12.3
0,150,1,0,0.7,2,220.4,109,77.2,9.3,9.8
0,136,0,0,-1.2,1,251.5,145,27.4,9.1,5.7
0,100,0,0,0.0,0,170.3,87,27.2,10.7,7.9
0,64,1,0,-1.2,1,192.3,97,63.5,11.2,8.9
0,161,1,1,0.5,0,203.1,98,36.0,13.2,9.2
0,135,1,0,1.7,0,278.0,120,48.1,10.1,8.5
0,92,1,0,-0.0,0,83.2,108,57.3,6.5,10.4
0,90,1,0,0.3,0,220.3,118,67.4,9.0,7.9
0,52,1,0,0.5,2,200.3,90,52.7,14.0,16.3
0,131,1,0,1.0,1,159.6,109,85.5,6.1,6.4
0,107,1,1,1.5,3,197.5,32,56.3,11.9,12.7
0,116,1,0,1.8,4,220.1,113,75.9,9.1,9.5
0,138,1,0,3.7,0,211.5,75,60.9,7.8,11.5
0,129,1,1,1.0,0,297.3,93,91.3,11.1,11.7
0,66,1,0,1.8,3,186.7,115,73.7,14.0,10.7
0,101,0,0,-1.2,2,181.2,69,57.0,10.9,7.1
1,117,1,0,0.3,3,169.9,122,66.6,9.4,9.3
1,120,1,0,0.5,2,209.9,97,52.0,6.8,10.7
0,37,1,0,-0.5,1,178.0,129,51.9,9.8,10.5
1,61,1,0,0.1,1,180.5,82,34.9,6.7,7.4
0,127,1,0,0.7,2,180.7,64,43.0,9.3,13.8
0,126,1,1,0.2,1,172.4,99,90.2,9.9,3.3
0,165,1,0,4.1,3,146.6,112,36.5,4.1,9.5
0,39,1,1,1.5,0,202.5,113,45.5,13.6,7.7
0,136,1,1,3.4,3,164.2,77,54.8,6.9,10.7
0,116,1,0,2.7,0,213.2,67,55.3,9.6,13.1
0,59,1,1,0.0,1,185.8,94,62.6,11.4,6.3
0,30,1,0,0.9,1,158.7,110,48.6,13.4,16.8
0,138,0,1,0.3,0,265.0,109,63.6,8.0,10.8
0,61,1,0,0.6,-1,174.2,131,75.1,3.7,11.3
0,48,1,0,-0.4,0,213.7,92,77.1,12.8,6.2
0,119,1,0,0.3,1,141.6,63,51.9,6.9,10.1
0,100,1,0,1.3,0,69.4,124,66.3,11.0,13.0
0,123,1,0,1.2,0,148.9,104,37.5,11.1,10.8
1,118,1,1,1.1,3,63.4,106,44.5,1.8,10.6
0,234,1,0,0.7,0,166.9,115,37.0,6.0,10.1
0,129,0,0,1.9,2,259.8,125,55.6,8.9,6.4
0,127,1,0,0.5,0,130.5,99,42.2,3.5,6.4
0,65,1,0,2.6,0,65.1,124,31.3,6.7,13.5
0,163,1,0,-1.5,0,261.5,111,50.0,10.4,12.7
0,80,1,0,1.7,2,153.9,87,27.9,9.8,13.1
0,64,1,0,1.4,0,178.9,95,78.1,10.8,7.9
1,92,1,0,-0.0,1,222.7,112,47.1,11.2,9.8
0,118,1,0,0.4,0,208.3,86,72.5,5.8,13.7
0,82,0,0,1.4,0,220.7,118,48.2,6.8,6.8
0,66,1,1,2.0,2,228.8,103,36.7,12.0,13.4
0,65,1,0,-1.4,4,84.7,108,75.6,13.9,8.6
0,109,1,0,1.6,0,102.7,129,57.8,7.6,7.8
0,123,1,1,0.2,2,243.6,107,87.3,10.7,10.1
0,126,1,1,2.2,1,137.2,101,48.6,12.1,7.1
0,39,1,1,-1.5,0,143.1,98,49.0,10.7,4.9
0,67,1,0,3.9,2,111.0,97,72.8,9.4,10.4
0,138,1,1,-0.3,0,157.7,106,72.9,8.4,11.7
0,84,1,1,2.6,0,160.7,127,58.8,15.1,13.6
0,109,1,0,0.7,2,128.7,88,111.1,10.3,11.9
0,205,1,1,-0.2,3,122.4,86,51.7,11.0,15.7
0,11,1,1,1.2,2,197.1,126,35.5,10.9,14.0
0,95,0,0,2.1,0,135.8,89,39.8,8.0,12.3
0,129,1,0,-1.2,0,146.8,104,51.8,10.2,11.5
0,61,1,0,1.7,2,60.7,88,81.3,9.2,13.7
0,95,0,0,0.8,3,285.3,66,53.2,9.2,4.1
0,53,1,0,1.6,1,231.1,104,82.0,10.9,8.9
0,124,1,0,0.8,0,152.8,122,63.4,7.7,5.0
0,74,1,0,0.1,3,130.8,99,74.1,7.0,12.1
0,83,1,1,-0.6,1,180.4,70,62.7,11.3,8.2
1,136,1,1,1.7,0,178.9,102,62.5,8.7,18.7
0,123,1,1,1.7,0,110.3,85,68.7,9.2,8.8
0,139,1,1,1.7,0,40.9,47,47.0,5.2,10.5
0,171,1,0,1.4,5,151.1,98,47.2,12.5,9.1
0,103,1,0,2.0,3,94.6,110,62.0,11.4,8.9
0,185,1,1,2.6,0,189.1,124,88.2,11.8,6.8
1,108,1,0,-1.6,3,189.5,135,31.0,11.0,6.7
1,153,1,0,-2.2,2,126.8,113,23.0,6.2,4.2
0,99,1,0,3.0,2,150.7,119,52.0,10.6,11.8
0,134,1,0,-0.9,0,275.8,74,73.2,8.5,9.1
0,84,1,0,-0.6,0,222.0,132,57.1,7.6,15.6
0,154,1,0,0.5,1,155.1,125,37.1,11.3,6.8
0,146,1,0,-1.3,-1,304.6,93,57.6,14.3,14.4
0,92,1,0,0.3,0,114.6,114,27.8,13.8,14.6
0,107,1,0,-0.4,1,135.5,112,66.6,11.6,13.8
0,63,1,0,0.5,3,173.8,129,51.2,10.0,10.9
0,138,1,1,1.2,0,96.4,97,55.0,9.5,9.3
0,134,0,0,0.4,2,277.3,85,63.3,7.8,13.8
0,51,1,0,0.3,-1,189.8,90,59.7,9.4,8.0
0,187,0,0,1.1,3,136.7,118,47.4,12.4,11.0
0,116,1,1,2.1,0,204.2,61,73.3,14.7,10.1
0,91,1,0,2.9,1,187.7,40,69.4,8.0,7.7
0,148,1,0,0.5,2,163.2,118,27.2,5.0,11.0
0,80,1,0,3.1,1,114.0,105,52.5,8.7,12.3
0,153,1,0,1.9,1,101.5,100,38.6,12.3,7.6
0,54,1,0,-0.8,0,298.9,74,35.5,15.3,11.5
0,92,1,1,-0.8,0,106.1,66,65.1,13.4,4.0
0,97,1,0,0.1,2,272.3,87,49.4,13.3,7.3
0,79,1,1,2.7,0,133.8,107,54.0,7.9,9.0
0,71,0,0,0.2,1,222.8,88,45.3,8.0,11.2
1,81,1,1,-1.6,0,205.1,118,62.4,6.7,12.7
0,79,1,0,0.5,2,216.0,81,67.4,8.4,10.5
0,82,1,1,-1.7,0,219.6,90,92.0,12.4,11.8
0,158,1,0,-0.5,2,92.0,114,53.3,14.2,9.8
0,118,1,0,0.1,0,142.9,92,32.5,10.9,11.4
0,97,1,0,1.0,2,105.3,93,48.0,9.4,11.2
0,131,1,0,2.1,1,190.1,87,70.2,7.3,8.8
0,97,1,0,1.7,0,107.7,83,43.6,9.8,9.2
0,69,1,0,-0.7,3,71.9,107,32.0,10.6,11.9
0,37,1,1,0.3,1,166.8,110,44.0,6.3,15.3
0,140,1,0,0.9,1,59.5,104,47.5,12.4,13.6
0,12,1,0,0.5,2,193.9,88,38.5,9.0,7.1
0,40,1,0,0.5,0,111.3,96,59.9,12.2,7.1
0,121,1,0,-1.4,-1,134.0,132,55.0,10.0,8.7
0,100,1,0,-0.7,3,55.6,71,69.3,10.8,10.5
0,159,1,0,0.3,0,269.7,138,49.0,8.3,10.4
1,75,1,1,-3.1,2,100.1,102,65.5,9.2,13.7
0,131,1,0,1.6,1,159.9,96,48.2,11.7,13.9
0,94,1,0,-0.9,0,82.2,119,37.8,9.7,10.3
0,122,1,0,1.7,2,134.3,58,47.4,7.2,9.6
0,107,1,0,1.6,1,275.2,128,29.7,10.3,11.7
0,121,1,0,0.1,0,196.0,137,85.7,11.0,13.2
0,109,1,0,2.1,0,140.4,122,58.6,13.5,11.8
0,112,1,0,1.8,0,177.9,58,43.2,13.0,9.0
0,57,1,0,0.4,2,149.2,115,50.1,9.9,8.5
0,104,1,1,0.3,0,174.7,133,16.1,8.7,7.1
0,125,1,0,2.2,1,220.3,131,79.9,9.5,10.8
0,99,1,0,1.1,1,161.7,72,78.3,8.7,12.0
1,97,1,1,2.1,0,191.8,120,58.1,11.3,12.3
1,26,1,0,-2.2,0,192.7,136,61.6,12.7,13.5
0,162,1,0,0.9,4,162.0,101,35.5,13.2,14.4
0,46,1,0,-1.2,1,139.7,71,36.7,9.0,6.4
0,76,1,0,0.8,3,151.2,117,28.4,8.8,11.4
0,69,1,0,1.7,3,217.9,121,53.7,9.0,11.5
0,112,1,1,3.0,1,222.4,97,73.7,5.2,10.0
0,114,1,0,-0.4,1,117.8,76,50.0,7.0,7.9
0,127,1,0,0.1,1,165.6,120,62.0,10.0,14.3
0,129,0,0,0.7,3,138.8,85,72.4,11.0,8.6
0,169,1,0,-0.4,2,223.3,108,29.6,11.3,4.1
0,88,0,0,2.1,0,154.1,131,86.6,8.1,10.3
0,67,0,0,0.7,2,299.7,67,75.3,8.8,9.6
0,91,1,0,1.0,2,191.6,118,64.7,9.4,15.4
0,57,1,0,1.6,0,244.2,96,71.5,9.1,11.6
0,87,1,0,0.7,2,124.5,96,72.3,11.8,9.4
0,39,1,0,-0.2,3,180.4,110,61.1,6.7,9.7
0,67,1,0,0.7,0,213.3,84,79.8,7.1,9.7
0,33,1,1,-0.3,0,123.5,76,48.9,9.3,16.4
0,149,1,0,1.0,3,180.9,64,63.9,6.6,12.1
0,105,1,0,2.1,1,237.1,125,78.0,5.2,6.3
0,175,1,0,-0.7,0,161.9,92,12.1,6.3,9.6
0,145,1,1,-1.1,2,133.4,111,63.5,9.4,10.2
1,149,1,0,0.9,2,278.0,90,68.2,11.7,7.1
0,95,1,0,-0.2,1,116.0,77,28.2,11.7,5.3
