customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,TotalCharges
CUST1427,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,519.57
CUST3254,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,3677.2
CUST0416,Male,1,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer,2336.16
CUST5021,Male,1,Yes,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,1248.21
CUST0716,Male,1,Yes,No,72,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,6132.24
CUST4701,Male,1,No,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,3847.9
CUST4808,Female,1,No,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,500.43
CUST5433,Male,0,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,7115.62
CUST4003,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,879.34
CUST5098,Female,1,Yes,No,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1595.44
CUST3209,Male,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card,1308.15
CUST0793,Female,1,No,Yes,20,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,970.2
CUST2641,Female,1,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2564.9
CUST2371,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,4855.68
CUST1121,Male,1,No,Yes,66,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,5599.44
CUST2271,Male,1,No,Yes,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card,2848.52
CUST4031,Male,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1339.82
CUST2212,Female,1,Yes,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,79.01
CUST3645,Female,1,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,2670.36
CUST2243,Female,0,Yes,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,337.6
CUST3759,Male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2564.76
CUST2704,Female,0,No,Yes,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,3950.43
CUST4908,Female,1,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,203.4
CUST0599,Female,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,454.72
CUST2406,Female,0,No,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,3084.82
CUST0341,Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,1359.02
CUST5313,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,518.67
CUST3843,Female,0,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,1517.37
CUST2054,Male,1,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,857.14
CUST2990,Female,1,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,3118.56
CUST5555,Female,1,No,No,16,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,1535.52
CUST4510,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,1078.48
CUST3740,Male,1,Yes,No,67,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,3762.72
CUST2183,Female,1,No,No,26,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,1882.14
CUST0828,Male,0,No,No,20,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,2149.8
CUST4407,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,104.26
CUST4901,Male,0,No,Yes,70,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,7394.8
CUST4051,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,3309.57
CUST0596,Male,1,Yes,No,21,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,723.45
CUST5469,Male,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,1425.54
CUST1867,Male,1,No,Yes,42,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,4640.16
CUST3465,Female,1,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,1314.43
CUST1219,Male,1,Yes,Yes,36,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,1388.16
CUST1558,Male,0,Yes,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,1211.76
CUST4028,Female,1,No,No,29,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,2733.54
CUST0406,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,720.16
CUST3315,Male,1,No,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1498.68
CUST2959,Male,0,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4609.2
CUST1356,Female,0,Yes,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,6350.96
CUST0765,Male,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1068.9
CUST2488,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,4637.49
CUST5064,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Credit card,3995.7
CUST2664,Female,0,No,No,40,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,989.6
CUST0027,Female,1,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,2514.27
CUST1524,Male,1,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,205.32
CUST2217,Male,1,No,No,31,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,1403.99
CUST3415,Male,0,Yes,Yes,28,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,2195.2
CUST5234,Male,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,1811.94
CUST1828,Female,1,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,1495.8
CUST5024,Male,1,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,952.35
CUST2059,Male,1,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,5118.0
CUST2317,Male,1,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,1915.39
CUST3159,Male,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,3726.27
CUST4087,Male,1,Yes,No,57,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1524.75
CUST4079,Male,1,No,No,24,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,796.32
CUST0164,Female,0,No,Yes,13,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,437.06
CUST4512,Male,1,No,No,20,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1248.2
CUST1583,Female,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4019.82
CUST0025,Female,0,No,No,57,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Mailed check,4658.61
CUST5727,Female,1,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,4775.27
CUST1704,Male,1,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,3969.0
CUST4489,Male,0,Yes,Yes,59,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card,5959.59
CUST5486,Female,0,Yes,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,1737.36
CUST1822,Female,0,No,Yes,30,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,1246.8
CUST3390,Female,1,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,3754.4
CUST2721,Male,0,No,No,24,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card,1382.88
CUST0845,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,560.5
CUST5497,Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,1093.44
CUST2044,Female,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,2975.98
CUST3685,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,1710.0
CUST5635,Male,1,No,No,36,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer,1168.56
CUST4189,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,657.72
CUST4063,Male,1,Yes,No,68,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,3833.16
CUST0862,Female,1,Yes,No,51,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card,1470.84
CUST5092,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,204.15
CUST2127,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,4302.0
CUST0286,Male,1,No,No,62,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,6629.04
CUST2133,Male,1,No,Yes,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,2760.68
CUST4944,Male,1,Yes,No,3,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,307.56
CUST0609,Female,1,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,160.56
CUST0859,Male,1,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,6237.25
CUST0132,Male,0,No,No,59,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,5036.24
CUST1106,Male,1,No,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,4933.5
CUST5067,Male,1,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,489.92
CUST4641,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,156.48
CUST0473,Female,1,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,317.4
CUST1240,Male,0,No,No,44,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,5149.32
CUST1592,Female,1,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,3529.5
CUST1063,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,4212.96
CUST1008,Female,1,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer,5079.59
CUST1379,Female,1,No,No,52,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,2603.12
CUST3593,Male,0,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,3277.53
CUST5163,Male,0,No,No,58,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,2379.16
CUST2155,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer,4427.5
CUST4034,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,4236.57
CUST0490,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,5203.8
CUST4105,Male,1,No,Yes,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,2728.44
CUST0244,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,1163.48
CUST0169,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer,578.36
CUST0260,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,433.2
CUST2354,Female,1,No,No,16,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,1649.76
CUST1859,Male,0,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,1636.02
CUST2482,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,2563.68
CUST5612,Male,1,No,Yes,14,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,1525.02
CUST3552,Male,1,No,No,9,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,859.05
CUST5514,Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1194.48
CUST4596,Female,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,43.64
CUST1295,Female,1,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,1328.72
CUST1401,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2653.91
CUST0818,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,1720.35
CUST0491,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,5833.02
CUST5104,Female,1,No,No,63,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,5920.11
CUST1051,Male,1,No,Yes,34,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,3927.0
CUST2192,Female,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1096.67
CUST3177,Male,1,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Mailed check,1484.78
CUST4340,Female,1,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,2691.65
CUST4282,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,4376.36
CUST3716,Female,1,No,Yes,33,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card,2560.8
CUST1317,Female,0,No,No,9,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,761.85
CUST1805,Male,1,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,2034.73
CUST1832,Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,949.32
CUST5835,Male,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card,1882.9
CUST5317,Male,1,No,Yes,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,2867.76
CUST1237,Female,0,No,No,63,No,No phone service,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,6886.53
CUST0346,Male,1,No,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,5750.46
CUST4351,Male,1,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer,1536.64
CUST0966,Male,1,Yes,No,26,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2560.22
CUST3205,Female,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1551.96
CUST3586,Male,0,Yes,Yes,61,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,3155.53
CUST1568,Male,1,Yes,Yes,63,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,4459.77
CUST4651,Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1317.68
CUST5181,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,903.21
CUST1790,Male,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card,929.52
CUST0096,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,987.2
CUST2069,Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,1001.2
CUST3362,Female,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,1178.27
CUST1769,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,471.9
CUST5528,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,1911.2
CUST1493,Female,1,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,4889.25
CUST0479,Female,0,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,3904.8
CUST1639,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,4695.84
CUST1551,Male,1,Yes,No,35,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,2649.5
CUST1070,Male,1,No,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,902.08
CUST4920,Male,1,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,472.4
CUST4692,Male,1,No,Yes,65,No,No phone service,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,4735.25
CUST4650,Male,0,No,No,20,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,1951.4
CUST2637,Female,1,No,Yes,45,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,4231.35
CUST1623,Female,1,No,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,5595.12
CUST3036,Male,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,1008.0
CUST5346,Female,1,Yes,No,5,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,293.5
CUST2666,Female,1,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,4187.61
CUST0628,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,1370.63
CUST5233,Male,0,No,Yes,51,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card,3174.75
CUST4254,Female,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,4841.2
CUST4395,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer,1495.11
CUST2196,Male,1,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,683.76
CUST5743,Female,0,No,Yes,12,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,465.12
CUST5738,Female,0,Yes,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,5959.8
CUST2485,Male,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,1578.5
CUST1529,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,2583.13
CUST5289,Male,1,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer,6095.22
CUST2010,Male,0,Yes,No,45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,4293.45
CUST1531,Female,1,Yes,No,60,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1600.2
CUST2648,Male,0,Yes,Yes,21,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,842.52
CUST0039,Male,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,900.24
CUST5125,Female,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,4672.48
CUST1723,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3901.5
CUST2967,Male,1,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,3416.43
CUST4104,Male,1,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card,277.72
CUST2316,Female,1,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,4845.51
CUST3188,Female,0,No,No,64,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer,6862.72
CUST1009,Female,1,Yes,No,37,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,3771.78
CUST2669,Male,1,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1375.27
CUST5678,Male,1,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,1933.44
CUST0854,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card,162.54
CUST1462,Male,0,No,Yes,9,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1044.72
CUST2913,Female,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,2982.96
CUST1021,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,2310.72
CUST5139,Female,1,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,100.56
CUST5373,Female,1,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,2927.52
CUST0645,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card,1427.0
CUST1941,Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,3102.72
CUST4795,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,163.08
CUST1786,Female,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,183.26
CUST5851,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,2005.07
CUST2481,Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,3310.39
