Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
28.0,20.0,10.0,31.12763649579893,154.0,Yes,66.68973039137576,325.6130467103276,1,Standard,Low_spent_Small_value_payments,28.0,17296.94,6.0,7.0,10.0,3.0,1254.4116666666666,13.58,1855.69,23.138389564963315
8.0,10.0,6.0,23.291478324775905,188.0,Yes,121.29691211900646,240.74132320338413,2,Standard,Low_spent_Small_value_payments,41.0,15551.6,6.0,3.0,13.0,6.0,1315.9666666666667,7.81,1901.28,39.55843134427607
8.0,7.0,6.0,26.89913552644897,172.0,Yes,64.22139810616193,666.9028229681867,2,Standard,High_spent_Large_value_payments,23.0,78133.6,5.0,7.0,17.0,4.0,6636.133333333334,12.88,1055.06,172.48911225898485
13.0,5.0,3.0,35.43241436314782,237.0,No,144.5475759221963,1056.8483409399248,2,Good,Low_spent_Small_value_payments,39.0,122922.24,2.0,4.0,10.0,1.0,10210.52,3.45,1424.04,59.65608313787898
14.0,3.0,1.0,25.596066010249327,258.0,No,1072.889719066657,287.4128682489652,3,Good,Low_spent_Small_value_payments,23.0,151722.56,5.0,5.0,2.0,2.0,12352.546666666669,2.89,218.25,164.95207935104418
10.0,13.0,2.0,25.76958601453597,253.0,Yes,372.0419806574055,476.2769120779477,2,Standard,Low_spent_Large_value_payments,29.0,75654.81,7.0,6.0,12.0,1.0,6113.5675,11.4,1063.69,43.03785726464682
32.0,20.0,10.0,26.759676600811574,189.0,Yes,46.09345560690257,312.4158785056996,1,Bad,Low_spent_Small_value_payments,29.0,8453.49,9.0,7.0,18.0,5.0,977.4575,1.52,2314.96,29.23641588739789
23.0,15.0,4.0,39.74484470941777,243.0,No,235.40702334194333,915.9644766580568,1,Good,High_spent_Large_value_payments,39.0,110924.58,4.0,7.0,2.0,0.0,9113.715,11.36,1326.13,0.0
23.0,12.0,6.0,36.89832186756156,281.0,No,41.17831314598635,469.943770187347,2,Standard,Low_spent_Small_value_payments,32.0,30962.65,8.0,4.0,11.0,0.0,2711.2208333333333,5.4,716.42,0.0
5.0,7.0,2.0,39.57752764572333,371.0,No,77.51435862511336,488.1143913748867,2,Good,High_spent_Medium_value_payments,37.0,37263.45,3.0,3.0,7.0,0.0,3156.2875,7.76,1238.06,0.0
10.0,5.0,4.0,32.09534762553488,245.0,No,709.0004691770453,224.596835101896,3,Good,High_spent_Large_value_payments,40.0,87792.39,3.0,7.0,6.0,2.0,7448.0325,3.34,693.37,101.20594572105878
12.0,2.0,3.0,34.069158675824745,390.0,No,141.23580348911696,506.291944061081,2,Good,High_spent_Medium_value_payments,34.0,56500.7,2.0,3.0,4.0,2.0,4765.391666666666,7.86,991.98,79.01141911646876
16.0,1.0,3.0,22.37076463308724,383.0,No,151.70712881389738,326.14704959288366,1,Good,High_spent_Large_value_payments,40.0,29346.17,3.0,3.0,1.0,1.0,2368.5141666666664,4.38,718.62,18.99723825988557
34.0,20.0,3.0,28.455282168401645,297.0,No,90.37437281440032,630.840460518933,2,Standard,Low_spent_Small_value_payments,20.0,58225.78,5.0,7.0,15.0,0.0,4115.933389258325,1.77,164.38,696.2149440750084
24.0,16.0,12.0,26.448128745121146,122.0,Yes,61.64103505412661,304.32728830811305,1,Standard,Low_spent_Small_value_payments,30.0,17569.87,7.0,3.0,19.0,6.0,1216.1558333333332,14.21,1625.87,45.64725997109365
23.0,16.0,4.0,32.144162355424875,208.0,No,79.27022430787667,379.8410678518428,3,Standard,Low_spent_Small_value_payments,39.0,26282.47,7.0,5.0,17.0,2.0,2125.205833333333,4.68,1007.91,23.409291173613912
9.0,22.0,4.0,34.853391144753324,199.0,Yes,120.1075616045237,329.9349383954764,2,Standard,Low_spent_Small_value_payments,45.0,22517.1,3.0,5.0,6.0,0.0,1600.425,8.32,729.74,0.0
16.0,9.0,0.0,39.03984800770142,196.0,No,172.37429496741706,385.99756474635313,2,Good,High_spent_Medium_value_payments,24.0,40289.79,5.0,6.0,10.0,2.0,3073.4825,0.89,1073.74,38.97639028622972
5.0,10.0,4.0,33.154200327521565,382.0,No,511.8264117369114,971.1292549297552,2,Good,High_spent_Large_value_payments,41.0,147210.68,2.0,5.0,5.0,0.0,12329.556666666664,10.74,323.31,0.0
10.0,3.0,2.0,33.35428436988141,258.0,No,93.77417652030684,380.7680734796932,2,Good,High_spent_Medium_value_payments,28.0,28901.07,4.0,2.0,9.0,0.0,1887.7527028991635,10.06,996.22,0.0
39.0,22.0,12.0,25.899931494092137,158.0,Yes,150.43867439876513,265.8464417763949,1,Bad,High_spent_Medium_value_payments,14.0,59044.74000000001,8.0,9.0,33.0,9.0,4875.395,9.09,3605.28,321.25438382484003
57.0,15.0,12.0,36.12230931671829,203.0,Yes,105.9245750391338,563.6121752735597,1,Bad,High_spent_Medium_value_payments,33.0,78399.12,8.0,9.0,29.0,6.0,6568.259999999998,15.27,1618.99,237.2892496873064
58.0,22.0,7.0,39.51071774677777,51.0,Yes,48.81663584852385,249.24820409166983,1,Bad,Low_spent_Small_value_payments,16.0,9670.15,8.0,6.0,19.0,5.0,733.8458333333333,3.06,3566.81,35.31974339313966
22.0,21.0,11.0,32.249917068196034,161.0,Yes,135.26806780278548,256.9315819740258,1,Bad,Low_spent_Small_value_payments,27.0,19939.92,8.0,8.0,21.0,6.0,1719.66,4.39,4211.46,59.766350223188745
11.0,11.0,7.0,36.24669651213404,126.0,Yes,113.50992510484092,676.3411491732023,1,Standard,Low_spent_Small_value_payments,21.0,97612.14,8.0,4.0,9.0,4.0,8014.345,11.72,1477.42,261.5834257219568
7.0,0.0,1.0,35.19020026493892,384.0,No,134.95266892439116,362.63549956046506,1,Good,Low_spent_Large_value_payments,22.0,29041.4,3.0,5.0,3.0,2.0,2646.116666666667,8.58,1029.86,37.02349818181048
27.0,16.0,7.0,33.52769914466234,166.0,Yes,95.3168398621311,340.64762949283835,2,Bad,High_spent_Medium_value_payments,14.0,49718.55,7.0,10.0,27.0,6.0,4179.2125,5.5,1920.25,231.95678064503065
22.0,17.0,2.0,34.61169317578395,348.0,NM,202.24157314312785,264.91038607185607,2,Standard,Low_spent_Large_value_payments,31.0,34308.05,3.0,4.0,12.0,4.0,2718.004166666667,11.68,1101.13,74.64845745168277
36.0,17.0,9.0,35.577525880529635,97.0,NM,51.51551002280191,273.5470513840562,2,Bad,Low_spent_Small_value_payments,29.0,7905.96,8.0,8.0,16.0,7.0,683.83,9.36,2011.53,33.32043859314186
7.0,9.0,5.0,37.458371957761,189.0,No,751.8371352672253,124.07170564502373,3,Good,Low_spent_Medium_value_payments,46.0,78984.46,4.0,2.0,8.0,1.0,6360.038333333334,8.15,322.42,50.09499242108427
4.0,11.0,7.0,26.307202402190665,213.0,NM,151.8866091541934,221.0791032223531,3,Good,Low_spent_Small_value_payments,22.0,19627.93,0.0,7.0,12.0,4.0,1339.6608333333334,6.32,141.58,51.00037095678686
22.0,23.0,7.0,32.45872807681948,105.0,Yes,20.893755947406767,280.4116348002936,2,Bad,Low_spent_Medium_value_payments,26.0,14560.52,6.0,8.0,30.0,9.0,1290.3766666666668,16.99,3831.31,67.73227591896628
20.0,12.0,5.0,31.9134282919514,203.0,Yes,436.55569956348864,283.3468570218472,2,Standard,High_spent_Large_value_payments,24.0,73062.6,4.0,7.0,20.0,4.0,6267.55,14.24,280.1,176.85244341466438
18.0,0.0,1.0,34.22316591163354,339.0,No,162.0488425480498,243.70233440853087,3,Good,Low_spent_Small_value_payments,33.0,22239.0,4.0,5.0,11.0,4.0,1859.25,1.34,127.91,70.17382304341935
5.0,15.0,4.0,31.103611299975185,199.0,Yes,222.18424524420791,462.8444595206745,2,Standard,High_spent_Medium_value_payments,25.0,61056.3,3.0,7.0,8.0,2.0,5086.025,8.87,566.34,83.57379523511754
3.0,3.0,8.0,29.58469115804682,382.0,No,88.72517036758707,454.4703616207564,2,Good,High_spent_Medium_value_payments,45.0,34534.82,3.0,6.0,8.0,1.0,3165.901666666666,1.16,132.98,23.39463467832328
54.0,21.0,12.0,26.78428009535375,123.0,Yes,69.62560358370823,236.99911711869143,1,Bad,Low_spent_Small_value_payments,22.0,19981.6,10.0,8.0,20.0,7.0,1459.1333333333332,23.58,4834.59,78.41827155188288
19.0,11.0,8.0,35.05923226766744,202.0,Yes,132.24395510199864,788.0964745861687,2,Standard,High_spent_Medium_value_payments,31.0,106928.84,5.0,3.0,13.0,4.0,9110.736666666666,15.88,619.74,240.7332369784994
2.0,9.0,0.0,23.29853798435716,382.0,No,44.09079214865529,444.1606388281364,2,Good,High_spent_Medium_value_payments,51.0,34366.0,2.0,4.0,8.0,2.0,2831.833333333333,8.67,701.41,44.931902356541656
24.0,12.0,4.0,37.138919663996695,89.0,Yes,603.3696056598194,212.9326932461896,2,Standard,High_spent_Medium_value_payments,21.0,84408.16,4.0,5.0,18.0,3.0,7211.013333333332,13.29,645.83,174.79903442732436
11.0,10.0,1.0,26.97247050796268,250.0,NM,346.5760324115766,962.7373009217569,1,Standard,High_spent_Large_value_payments,37.0,119005.6,5.0,4.0,10.0,0.0,10193.133333333331,5.31,1248.07,0.0
14.0,17.0,0.0,28.086918923683967,224.0,No,211.1520258124285,839.7133475335579,2,Standard,High_spent_Medium_value_payments,53.0,105488.68,3.0,7.0,12.0,1.0,8848.723333333333,10.83,921.89,84.00695998734699
5.0,17.0,3.0,36.37797085073669,296.0,No,92.0433328343717,336.0950968376605,2,Standard,High_spent_Small_value_payments,52.0,29879.43,6.0,5.0,10.0,3.0,2450.9525,11.79,1286.59,66.95682032796773
29.0,8.0,7.0,27.071186844221486,107.0,Yes,181.71730227126827,396.3150343443576,1,Standard,High_spent_Medium_value_payments,29.0,64840.32,6.0,7.0,18.0,6.0,5188.36,13.14,2469.99,190.8036633843741
9.0,11.0,3.0,27.458030410804085,226.0,No,451.4776344138924,522.4942039184843,3,Good,High_spent_Large_value_payments,27.0,132324.18,5.0,5.0,7.0,4.0,11027.015,11.79,1487.26,378.7296616676232
15.0,9.0,9.0,34.098378448889,197.0,Yes,58.47121676367121,258.01442156651245,2,Standard,Low_spent_Small_value_payments,15.0,8984.62,8.0,4.0,18.0,7.0,575.7183333333334,14.27,720.17,31.08619500314969
21.0,12.0,5.0,36.03993947103945,147.0,Yes,19.37122974436941,306.79512895581087,3,Standard,Low_spent_Small_value_payments,32.0,16489.74,4.0,3.0,10.0,3.0,1075.4716312343628,18.18,1367.75,103.52151006545704
11.0,5.0,2.0,31.72000303627047,219.0,No,241.61445706257385,972.8785429374263,3,Good,High_spent_Large_value_payments,23.0,115247.16,2.0,5.0,10.0,0.0,9744.93,0.92,687.87,0.0
33.0,21.0,10.0,31.702229995616268,74.0,NM,59.53482166677448,310.5935040434975,2,Bad,Low_spent_Small_value_payments,28.0,19127.84,7.0,10.0,23.0,5.0,1440.986666666667,29.71,2623.2,63.97034095639469
21.0,19.0,4.0,28.55136769372494,310.0,Yes,192.952299086275,894.9563833368898,2,Standard,High_spent_Large_value_payments,44.0,106882.84,6.0,6.0,18.0,0.0,8882.903333333334,10.88,332.47,0.0
23.0,16.0,5.0,27.426989900123925,203.0,Yes,130.30498602760235,531.6582654355922,2,Standard,Low_spent_Small_value_payments,43.0,55583.67,6.0,5.0,11.0,2.0,4816.9725,14.29,2019.51,69.73399853680547
26.0,4.0,4.0,37.87791005523715,204.0,No,348.3490809743646,182.83167237189065,1,Good,Low_spent_Small_value_payments,42.0,33209.27,1.0,6.0,8.0,2.0,2954.439166666666,11.99,743.65,54.263163320411365
0.0,1.0,6.0,38.399156370991065,329.0,No,166.3900945940764,1216.4590128905686,2,Good,Low_spent_Medium_value_payments,34.0,172891.36,3.0,7.0,1.0,3.0,14156.613333333333,5.93,922.15,272.81222584868823
10.0,7.0,0.0,31.948775364687062,347.0,No,253.23482917835,236.9605333550957,2,Good,High_spent_Small_value_payments,18.0,24675.86,4.0,4.0,9.0,1.0,2126.3216666666667,5.08,370.2,12.436804133221017
22.0,23.0,7.0,26.803071345476173,139.0,Yes,101.7461203406378,458.5480772249408,2,Bad,High_spent_Medium_value_payments,14.0,46563.27,7.0,7.0,33.0,2.0,3750.2725000000014,10.45,2390.74,64.73305243442155
24.0,11.0,1.0,36.9646418368611,227.0,Yes,404.1996430957988,554.9453747887101,3,Standard,Low_spent_Medium_value_payments,39.0,119312.08,5.0,5.0,17.0,4.0,9538.088083723986,2.27,1200.53,800.007565058174
26.0,20.0,3.0,34.84816611692555,314.0,No,133.72026676056586,266.5461675483598,3,Standard,High_spent_Medium_value_payments,42.0,16524.395,5.0,5.0,20.0,4.0,1645.0329166666668,11.65,988.27,44.23685735774106
46.0,8.0,11.0,34.95658970641775,94.0,Yes,49.29608046736326,302.4228569074674,1,Standard,Low_spent_Small_value_payments,30.0,17905.56,6.0,5.0,28.0,6.0,1450.13,9.52,1941.98,53.29406262516936
21.0,13.0,9.0,38.39361592930261,116.0,Yes,118.86637539156315,482.9489690659992,2,Standard,High_spent_Medium_value_payments,19.0,59908.77,3.0,3.0,29.0,5.0,5251.3975,8.99,1323.98,173.32440554243774
26.0,14.0,12.0,25.81763065569924,202.0,Yes,61.17745240847906,289.40544700809414,1,Standard,Low_spent_Small_value_payments,41.0,15137.3,8.0,5.0,32.0,6.0,1303.4416666666666,15.7,1896.03,59.76126725009346
19.0,12.0,4.0,26.942193278509,325.0,NM,60.69834237773704,305.6794558358858,2,Standard,Low_spent_Medium_value_payments,52.0,18458.05,7.0,7.0,6.0,3.0,1288.1708333333331,9.58,705.4,42.43928511971047
17.0,8.0,6.0,27.631711404710856,213.0,NM,121.0258249035032,290.1676750964968,2,Standard,Low_spent_Small_value_payments,27.0,12167.22,5.0,7.0,15.0,0.0,1114.6179124902574,7.83,124.66,97.3170875097425
15.0,10.0,8.0,29.14820010515087,90.0,Yes,127.81748528308124,235.69360428157552,2,Standard,High_spent_Medium_value_payments,24.0,21434.2,6.0,6.0,18.0,6.0,1964.1833333333327,10.09,1240.7,92.90724376867662
61.0,22.0,12.0,37.039968698969005,203.0,Yes,44.82167763098592,300.67825381224543,1,Bad,Low_spent_Medium_value_payments,28.0,9347.59,10.0,5.0,19.0,4.0,812.9658333333333,16.48,1823.75,15.796651890101964
14.0,11.0,2.0,37.85788125078327,397.0,No,65.72465173503008,737.2775149316367,2,Standard,Low_spent_Small_value_payments,52.0,66816.26,4.0,4.0,10.0,0.0,5630.0216666666665,11.4,143.87,0.0
4.0,17.0,11.0,33.116492361525424,111.0,Yes,590.5963646721558,326.62676675132354,2,Standard,High_spent_Medium_value_payments,37.0,57459.36,8.0,7.0,15.0,5.0,4839.28,18.18,2124.47,222.16687979770305
30.0,17.0,5.0,31.53583107686369,200.0,Yes,44.37859195421952,305.9585186358364,2,Standard,Low_spent_Medium_value_payments,40.0,15363.115,3.0,5.0,9.0,7.0,1400.2595833333332,12.56,1364.4,69.68884774327739
30.0,12.0,4.0,26.79868463071732,285.0,No,1203.7758166339945,187.3580735399287,2,Good,High_spent_Medium_value_payments,44.0,145282.24,5.0,7.0,10.0,1.0,12154.853333333333,1.55,1417.24,104.35144315941028
14.0,20.0,6.0,26.24727649826809,107.0,NM,126.85216354798334,363.7951995982602,2,Standard,High_spent_Medium_value_payments,34.0,50538.58,6.0,7.0,9.0,4.0,4054.548333333333,9.09,1205.13,164.80747018708982
44.0,25.0,8.0,37.32483505851548,67.0,Yes,141.15191195768384,174.99189267538443,1,Bad,Low_spent_Small_value_payments,36.0,19749.04,7.0,7.0,17.0,8.0,1544.753333333333,8.96,3655.44,128.3315287002651
11.0,9.0,2.0,33.70012090637315,360.0,No,748.2221826726242,97.49495864398956,2,Standard,Low_spent_Medium_value_payments,55.0,68588.28,8.0,7.0,17.0,1.0,5913.69,2.61,347.58,35.65185868338628
20.0,17.0,9.0,29.354462936772016,290.0,No,44.05076093564872,307.0054026621392,2,Standard,Low_spent_Small_value_payments,44.0,10952.32,6.0,4.0,6.0,1.0,631.7333619752212,10.64,1270.54,65.87314109365732
25.0,17.0,5.0,41.42564453627261,65.0,Yes,275.1153147542553,776.6807299707222,2,Standard,Low_spent_Large_value_payments,45.0,109945.32,3.0,3.0,9.0,2.0,9122.11,9.49,709.14,110.41495527502268
8.0,8.0,4.0,26.91232349813161,245.0,No,133.04883496511272,368.2864187632472,3,Good,High_spent_Medium_value_payments,50.0,28315.95,4.0,7.0,10.0,2.0,2415.6625,10.34,677.4,30.230996271640148
23.0,17.0,4.0,34.41841759383175,359.0,Yes,282.358026649812,855.8848142192703,2,Standard,High_spent_Large_value_payments,37.0,130220.08,6.0,3.0,14.0,3.0,11141.673333333334,2.17,410.1,245.9244924642511
42.0,24.0,9.0,28.41518346717137,169.0,Yes,558.2515319246061,296.0245571840958,2,Bad,Low_spent_Small_value_payments,21.0,53075.22,7.0,8.0,20.0,7.0,4278.935,17.23,3605.94,249.8779710184287
6.0,9.0,10.0,24.37145581417529,179.0,Yes,44.8340077082104,565.8517883501929,1,Standard,High_spent_Large_value_payments,20.0,73716.2,7.0,3.0,16.0,5.0,6214.016666666666,8.87,2444.21,250.7158706082634
8.0,15.0,0.0,34.20096802765794,353.0,Yes,928.4451360517344,230.8682262636788,2,Standard,Low_spent_Small_value_payments,37.0,140948.32,5.0,6.0,14.0,4.0,11794.693333333336,5.29,105.66,310.15597101792025
17.0,12.0,6.0,29.37149128614676,198.0,Yes,338.4026198980405,521.1822078883108,2,Standard,High_spent_Large_value_payments,18.0,103769.88,5.0,6.0,14.0,4.0,8421.817158669059,14.15,436.69,596.3370135445879
13.0,0.0,0.0,36.654388186069056,244.0,No,129.50647346662294,330.3708598667104,3,Good,High_spent_Medium_value_payments,47.0,18549.28,4.0,4.0,6.0,0.0,1698.773333333333,3.22,1247.3,0.0
24.0,15.0,6.0,30.243378120208632,271.0,Yes,54.36872282092713,299.0814743066091,2,Standard,High_spent_Small_value_payments,44.0,16431.535,3.0,3.0,18.0,4.0,1431.294583333333,18.3,1461.64,49.679261205797175
22.0,2.0,3.0,27.212987293188377,330.0,No,126.38035929916676,485.85039070083326,1,Good,Low_spent_Small_value_payments,44.0,41535.69,0.0,4.0,12.0,0.0,3622.3075,4.45,1077.75,0.0
11.0,16.0,3.0,27.25359700227028,359.0,Yes,82.27956923892366,737.5031717444825,2,Standard,High_spent_Large_value_payments,32.0,73517.54,6.0,7.0,7.0,2.0,6412.461666666666,6.02,1187.38,61.463425683260326
53.0,24.0,11.0,38.43767700916046,165.0,Yes,72.80428354953725,264.4240736561687,1,Bad,Low_spent_Small_value_payments,38.0,14896.98,8.0,10.0,30.0,8.0,1232.415,5.53,1644.92,56.01314279429408
42.0,24.0,7.0,38.77623781425281,30.0,Yes,31.64043232347841,286.275759535601,2,Bad,Low_spent_Small_value_payments,24.0,9978.995,8.0,7.0,33.0,9.0,930.5829166666668,24.12,2749.73,65.14209980758726
5.0,13.0,4.0,30.50702705463488,182.0,Yes,398.6575626764129,524.0117561831057,2,Standard,High_spent_Medium_value_payments,30.0,117801.12,5.0,4.0,6.0,6.0,9988.76,11.4,1280.57,326.20668114048146
33.0,25.0,7.0,33.67338445329326,113.0,Yes,61.00829367040888,267.1596870594356,2,Bad,Low_spent_Small_value_payments,41.0,14471.61,8.0,6.0,25.0,7.0,1021.9675,28.64,3332.8,54.02876927015557
36.0,20.0,6.0,31.71899175791196,112.0,Yes,72.05671158117565,263.0340041954697,1,Standard,Low_spent_Small_value_payments,43.0,10077.135,7.0,7.0,27.0,3.0,626.76125,13.61,2642.8,17.585409223354688
16.0,8.0,7.0,29.495338301763105,156.0,NM,152.91099458796103,242.29880132245952,2,Standard,Low_spent_Small_value_payments,14.0,36818.29,6.0,6.0,11.0,7.0,3007.1908333333336,19.92,563.84,195.5092874229128
6.0,8.0,1.0,32.61044711910465,307.0,No,318.7564697589893,331.1599776088132,1,Good,High_spent_Large_value_payments,27.0,64425.78,1.0,3.0,8.0,4.0,5254.815,2.69,711.1,165.5650526321974
49.0,18.0,11.0,37.2171992978333,152.0,Yes,405.149363619614,177.7603539204941,2,Bad,Low_spent_Medium_value_payments,20.0,69977.6,10.0,7.0,20.0,9.0,5978.466666666667,6.81,3042.36,485.75043098703753
0.0,0.0,3.0,30.849591236436385,320.0,No,147.57763626787036,291.6552465762404,3,Good,Low_spent_Small_value_payments,22.0,22119.355,2.0,7.0,11.0,2.0,1844.2528927846915,6.92,1111.07,33.295075489222626
60.0,17.0,11.0,39.87868841074625,70.0,Yes,109.1365384660894,415.3536128995624,2,Bad,High_spent_Large_value_payments,38.0,83601.84,9.0,5.0,29.0,7.0,7235.82,17.87,4290.72,439.0918486343482
5.0,9.0,3.0,27.813771073219485,393.0,No,329.2316629077919,615.4209730368766,1,Good,Low_spent_Medium_value_payments,49.0,127855.83,5.0,7.0,1.0,4.0,10298.403409530309,9.2,534.08,579.7617045250205
23.0,16.0,4.0,39.64537114236548,227.0,No,64.74666036800815,425.41463727929664,3,Standard,Low_spent_Small_value_payments,32.0,34153.67,6.0,7.0,17.0,2.0,2702.1391666666664,0.94,226.31,50.052619019361934
23.0,24.0,12.0,22.72931698610209,86.0,Yes,278.2690457684866,95.2711727717186,1,Bad,Low_spent_Small_value_payments,36.0,31795.48,8.0,9.0,15.0,9.0,2895.623333333333,1.47,4791.08,206.0221147931281
9.0,10.0,5.0,25.285779301649484,330.0,No,377.3664426337567,524.4473527467125,3,Good,Low_spent_Medium_value_payments,31.0,82995.82,2.0,2.0,10.0,2.0,7092.318333333334,2.05,1424.11,87.41803795286434
54.0,19.0,12.0,34.093719969614924,50.0,NM,59.32370559471156,378.8462372214489,2,Bad,High_spent_Medium_value_payments,20.0,37361.02,10.0,6.0,19.0,6.0,3280.418333333333,22.41,2911.75,129.87189051717294
5.0,14.0,5.0,26.3364863368177,199.0,No,56.713203751316,512.5602918119773,2,Good,High_spent_Medium_value_payments,53.0,43354.77,1.0,4.0,4.0,1.0,3491.8975,8.23,1159.33,29.916254436706645
15.0,21.0,9.0,28.506459940129595,158.0,Yes,258.973948263355,208.61465859394983,1,Bad,High_spent_Medium_value_payments,42.0,69692.16,9.0,5.0,32.0,7.0,6034.68,14.66,2128.87,395.8793931426952
11.0,16.0,4.0,25.54178516715569,314.0,Yes,316.6094992541615,290.28727794047893,2,Standard,High_spent_Small_value_payments,41.0,54052.82,4.0,6.0,11.0,3.0,4777.401666666667,19.75,281.77,130.84338947202627
0.0,5.0,2.0,34.78659341606373,227.0,No,177.12409151299283,602.3784317186697,2,Good,High_spent_Medium_value_payments,40.0,70045.84,4.0,6.0,6.0,2.0,6018.153333333333,11.75,1438.66,102.31281010167076
45.0,10.0,6.0,26.58992320504788,167.0,Yes,176.7415542789328,267.2625520287801,1,Standard,High_spent_Medium_value_payments,29.0,32300.64,6.0,7.0,28.0,5.0,2566.72,14.12,2092.65,102.66789369228708
18.0,20.0,10.0,34.13162964272723,94.0,NM,58.221080110456455,244.99756636484065,1,Standard,Low_spent_Small_value_payments,35.0,8949.35,3.0,9.0,15.0,6.0,545.7791666666667,15.96,2556.01,41.359270191369575
48.0,16.0,8.0,27.302106417082552,166.0,Yes,81.25686897734299,264.42678487095486,1,Bad,Low_spent_Small_value_payments,19.0,10172.08,7.0,8.0,19.0,6.0,997.6733333333332,2.12,3539.39,44.08367948503548
16.0,10.0,7.0,29.637590268170804,90.0,Yes,22.479977528630958,437.2309343403693,1,Standard,High_spent_Large_value_payments,22.0,44164.8,8.0,7.0,14.0,4.0,3425.4,9.08,1598.33,122.82908813099968
30.0,15.0,15.0,33.83118754828443,103.0,Yes,23.63488773274432,363.2366204112511,2,Standard,Low_spent_Small_value_payments,14.0,36681.48,7.0,10.0,20.0,6.0,2999.7900000000004,8.78,2352.66,153.1074918560046
9.0,1.0,3.0,38.86382069299479,368.0,NM,41.06226871127326,406.093431167496,2,Good,High_spent_Medium_value_payments,29.0,28481.67,0.0,3.0,9.0,2.0,2441.4725,7.45,104.85,46.99155012123087
30.0,17.0,9.0,35.59653382959533,126.0,Yes,121.11209682897852,479.18873893289015,1,Standard,High_spent_Medium_value_payments,25.0,51557.73,10.0,7.0,22.0,3.0,4479.4775,8.04,1561.52,107.64691423813127
25.0,12.0,4.0,34.46654702699844,154.0,Yes,112.58086342759272,452.3825179677293,2,Standard,High_spent_Medium_value_payments,15.0,61654.84,5.0,7.0,9.0,4.0,5175.903333333333,13.87,741.7,192.6269519380112
15.0,15.0,3.0,34.96874141186412,209.0,No,584.7989771756822,395.2246721798581,3,Good,High_spent_Medium_value_payments,21.0,110110.04,8.0,4.0,12.0,4.0,9238.836666666666,5.61,1495.41,233.86001731112623
58.0,8.0,11.0,26.54014424995892,70.0,Yes,207.4687280486333,252.66912445788589,1,Standard,Low_spent_Large_value_payments,42.0,30117.42,7.0,7.0,29.0,3.0,2312.785,10.69,1512.32,51.14064749348076
8.0,14.0,9.0,36.20955600608055,195.0,Yes,25.81091122025977,350.76643951430816,2,Standard,High_spent_Medium_value_payments,20.0,28187.35,6.0,5.0,12.0,4.0,2201.945833333333,15.09,321.76,83.6172325987654
8.0,11.0,3.0,35.958201216729506,306.0,No,63.57154382581468,450.5505692940917,2,Good,High_spent_Medium_value_payments,45.0,42237.36,5.0,7.0,4.0,4.0,3725.78,6.0,1170.65,98.45588688009369
14.0,10.0,0.0,32.20783025165237,383.0,No,207.34160890404843,813.1373827361328,3,Good,High_spent_Large_value_payments,55.0,107458.2,8.0,3.0,7.0,1.0,8698.85,6.64,244.5,89.4060083598189
27.0,13.0,5.0,37.08633603843133,367.0,Yes,343.20184994493644,233.2942333883969,2,Standard,Low_spent_Small_value_payments,20.0,35699.53,6.0,5.0,13.0,0.0,2864.960833333333,7.23,397.35,0.0
7.0,10.0,7.0,30.393469843500444,374.0,No,460.081780991972,716.0540872094704,1,Good,High_spent_Medium_value_payments,47.0,179078.28,2.0,4.0,2.0,4.0,15115.19,5.26,723.9,585.383131798558
21.0,14.0,4.0,41.29328044457026,238.0,Yes,42.4342611163807,472.3637677506562,2,Standard,High_spent_Medium_value_payments,32.0,32967.94,8.0,4.0,18.0,1.0,2996.328333333333,9.42,197.92,24.834804466296465
25.0,17.0,4.0,26.319391980916567,337.0,No,57.72786347627306,338.3225063650375,1,Good,Low_spent_Small_value_payments,31.0,14884.465,8.0,5.0,1.0,4.0,1538.3720833333334,6.79,1122.86,37.78683849202279
6.0,8.0,4.0,27.8383994236228,272.0,Yes,213.71324521249144,374.5152888064009,2,Standard,High_spent_Medium_value_payments,39.0,44512.24,8.0,4.0,13.0,3.0,3701.353333333333,18.8,939.29,71.90679931444103
18.0,16.0,4.0,35.03401008664485,193.0,No,140.11476724441346,371.35748275558655,2,Standard,Low_spent_Small_value_payments,45.0,27020.67,5.0,7.0,15.0,0.0,2514.7225,5.27,764.45,0.0
4.0,2.0,1.0,35.43294343870652,321.0,No,32.81711167156316,394.94226332843687,3,Good,Low_spent_Small_value_payments,38.0,22387.125,4.0,3.0,12.0,0.0,1677.59375,3.93,1389.37,0.0
14.0,9.0,0.0,35.32400341435308,193.0,No,388.5354501383029,1035.015113312299,3,Good,High_spent_Medium_value_payments,22.0,167545.24,5.0,4.0,2.0,3.0,13785.103333333333,4.77,503.23,234.9597698827314
17.0,13.0,3.0,33.00227421023557,328.0,NM,177.1192107976414,902.3504228971264,1,Good,High_spent_Large_value_payments,40.0,128919.96,0.0,3.0,10.0,3.0,10511.33,5.9,579.15,211.66336630523205
