Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month,Credit_Score
15.0,13.0,6.0,30.396210503020505,226.0,Yes,211.338806273311,307.93866452246886,Standard,Low_spent_Large_value_payments,44.0,49349.64,5.0,3.0,15.0,5.0,3987.47,9.3,1831.31,149.46952920422015,Poor
23.0,11.0,11.0,25.857101369380608,208.0,Yes,18.01127572502949,343.24718093776426,Standard,Low_spent_Small_value_payments,31.0,17161.57,6.0,3.0,9.0,4.0,1585.1308333333334,10.06,743.2,47.25462667053961,Standard
8.0,5.0,5.0,38.79811416869308,200.0,NM,147.56351637381565,743.8453925534525,Good,High_spent_Large_value_payments,54.0,99520.5,3.0,1.0,5.0,3.0,8479.375,4.08,547.21,196.5285910727319,Good
23.0,14.0,5.0,35.82599022992844,278.0,No,50.623321818911855,323.07592818108816,Standard,Low_spent_Medium_value_payments,30.0,13691.91,4.0,5.0,15.0,0.0,936.9925,2.56,179.27,0.0,Standard
18.0,2.0,3.0,28.61284713344597,216.0,No,59.51391755846764,497.03395427583337,Good,Low_spent_Small_value_payments,42.0,56370.98,4.0,6.0,3.0,4.0,4973.581666666667,6.92,726.6,180.81029483236568,Poor
14.0,6.0,4.0,24.08902466711893,375.0,No,77.31495998653095,307.86895944965136,Good,High_spent_Medium_value_payments,51.0,28112.52,0.0,5.0,2.0,1.0,2270.71,4.53,576.2,18.02218671843433,Good
66.0,25.0,7.0,37.77937325839472,235.0,Yes,142.15170434938372,238.8030530197053,Bad,High_spent_Medium_value_payments,31.0,29265.3,9.0,9.0,34.0,6.0,2410.775,7.65,1465.62,120.12274263091103,Poor
27.0,18.0,6.0,37.26985962958629,113.0,Yes,45.84292809262373,387.0818202784874,Standard,High_spent_Medium_value_payments,25.0,26838.73,8.0,5.0,15.0,2.0,2020.5608333333328,13.95,646.98,29.13133496222223,Standard
54.0,12.0,12.0,34.77424286505921,150.0,Yes,180.71905840616725,463.7812998969142,Bad,High_spent_Medium_value_payments,36.0,78953.92,10.0,10.0,22.0,5.0,6663.493333333333,21.14,4437.8,271.84897503025195,Standard
9.0,11.0,3.0,29.79687830520845,243.0,NM,355.399705370136,337.68779462986413,Standard,High_spent_Medium_value_payments,37.0,48646.5,4.0,7.0,7.0,0.0,4230.875,5.13,723.55,0.0,Standard
14.0,5.0,3.0,32.02469943142172,382.0,NM,258.1710653372969,514.6764703797548,Good,High_spent_Medium_value_payments,23.0,68988.68,5.0,4.0,7.0,2.0,5942.056666666666,7.15,1106.06,101.35813094961492,Poor
11.0,10.0,7.0,24.17685742027825,290.0,Yes,19.89223895506667,295.8372688429692,Standard,Low_spent_Small_value_payments,38.0,11333.42,7.0,6.0,17.0,2.0,840.4516666666667,12.18,125.01,18.31565886863085,Good
8.0,12.0,6.0,39.25241497252391,231.0,Yes,139.35298358873357,220.7955056923463,Standard,Low_spent_Small_value_payments,34.0,13840.485,6.0,7.0,17.0,4.0,1052.37375,5.56,687.0,35.088885718920125,Standard
11.0,10.0,3.0,36.4275582822178,265.0,No,161.65374709599374,520.3974475134211,Good,Low_spent_Large_value_payments,34.0,67408.06,5.0,3.0,6.0,3.0,5136.791348498127,9.74,960.09,835.8296235591246,Standard
20.0,11.0,1.0,31.767379992407683,196.0,No,147.56213839246217,1039.3025282742044,Standard,Low_spent_Large_value_payments,51.0,115735.76,5.0,7.0,13.0,0.0,9468.646666666666,5.41,1282.88,0.0,Standard
25.0,8.0,8.0,23.391642862035926,102.0,Yes,183.0743405323568,250.0143132622907,Standard,High_spent_Medium_value_payments,31.0,31517.47,7.0,3.0,5.0,4.0,2484.455833333333,8.97,39.28,85.35692953868588,Standard
23.0,8.0,4.0,33.36434734122587,228.0,NM,81.00667569312945,369.2802201024845,Standard,High_spent_Medium_value_payments,40.0,29367.88,4.0,6.0,6.0,2.0,2094.1634016759303,16.15,1392.93,179.80536919512258,Standard
16.0,13.0,2.0,37.08213923378492,326.0,No,255.10026423536823,1106.7834024312988,Good,High_spent_Medium_value_payments,49.0,136582.04,4.0,6.0,4.0,0.0,11118.836666666668,1.73,1203.56,0.0,Poor
5.0,12.0,4.0,28.95013560949373,263.0,NM,782.2162142008812,178.3140600314399,Standard,Low_spent_Medium_value_payments,40.0,112202.72,4.0,3.0,19.0,3.0,9144.226666666667,7.0,455.29,223.8923924343457,Standard
19.0,14.0,8.0,28.93684643704033,155.0,NM,158.70314750751257,218.1946331043293,Standard,Low_spent_Small_value_payments,31.0,18378.81,6.0,3.0,34.0,7.0,1797.5675,11.04,1834.98,92.85896938815814,Poor
0.0,3.0,7.0,34.9071828634062,400.0,No,142.28832428358876,724.076142218379,Good,High_spent_Large_value_payments,23.0,97266.3,3.0,5.0,7.0,4.0,8278.524999999998,9.88,274.98,201.488033498032,Good
25.0,9.0,4.0,31.48132453254364,186.0,Yes,126.50236060992783,255.51277866153976,Standard,High_spent_Small_value_payments,16.0,35358.15,7.0,3.0,16.0,3.0,3062.5125000000007,18.62,444.88,76.58167534727207,Standard
35.0,13.0,6.0,28.88485277583141,131.0,Yes,343.73708818149817,278.84613727055483,Bad,High_spent_Medium_value_payments,16.0,61567.05,8.0,5.0,31.0,5.0,5163.5875,5.15,1539.17,153.7755245479469,Poor
2.0,6.0,2.0,25.99199205013675,197.0,No,50.02954029845616,331.79404744101123,Good,Low_spent_Medium_value_payments,49.0,16221.07,0.0,3.0,3.0,2.0,1510.7558333333334,5.39,197.05,19.251995593865928,Good
15.0,14.0,0.0,27.20034681300534,251.0,No,98.09955516881416,262.7303892773126,Standard,Low_spent_Small_value_payments,35.0,12421.12,7.0,3.0,11.0,4.0,1002.0933333333336,4.95,685.18,29.379388887206588,Standard
23.0,16.0,6.0,32.11665474867609,234.0,No,75.68767249367558,404.2405263728901,Standard,Low_spent_Small_value_payments,18.0,36368.77,7.0,3.0,12.0,4.0,3229.730833333333,5.76,347.66,83.04488446676766,Standard
25.0,17.0,6.0,25.223809803206247,208.0,Yes,128.66693464130552,207.16832336269832,Bad,Low_spent_Small_value_payments,41.0,19543.58,7.0,9.0,24.0,6.0,1400.631666666667,9.08,1362.43,94.22790866266293,Poor
17.0,20.0,5.0,34.12262086174244,226.0,Yes,51.84219519282893,408.6180786321124,Standard,High_spent_Large_value_payments,29.0,33900.04,6.0,5.0,12.0,3.0,2776.0033333333336,16.38,593.26,57.14005950839214,Standard
9.0,20.0,4.0,25.17540858736249,290.0,NM,217.9278837419453,357.26921135282026,Good,Low_spent_Medium_value_payments,34.0,78156.39,5.0,7.0,8.0,4.0,6526.0325,6.34,884.79,154.79813836992918,Standard
27.0,17.0,12.0,27.92101048435096,206.0,Yes,107.92478341365228,275.2796751211121,Standard,High_spent_Small_value_payments,42.0,29386.9,4.0,4.0,27.0,6.0,2236.9083333333333,9.17,2127.78,100.48637479856896,Standard
18.0,15.0,2.0,36.092480088460256,388.0,Yes,99.87301380239973,416.174652864267,Standard,High_spent_Medium_value_payments,38.0,28253.72,4.0,6.0,14.0,0.0,2460.476666666667,4.93,1098.38,0.0,Standard
23.0,14.0,2.0,36.8327548856517,327.0,No,163.0540354399817,1236.7699645600185,Standard,High_spent_Large_value_payments,37.0,137798.88,6.0,5.0,13.0,0.0,10609.791908648782,9.25,1056.3,988.4480913512176,Good
13.0,10.0,2.0,37.52446493874968,338.0,No,58.61078533324408,431.3867038257324,Good,High_spent_Small_value_payments,43.0,40063.22,2.0,5.0,11.0,3.0,3305.601666666667,11.37,883.31,90.56267750769037,Good
28.0,21.0,10.0,40.03835585999197,70.0,Yes,136.05596580073558,246.7726986314836,Bad,Low_spent_Small_value_payments,29.0,20900.51,9.0,5.0,34.0,7.0,1879.7091666666663,4.62,1317.37,75.14225223444748,Poor
10.0,9.0,2.0,37.27181495251664,291.0,No,260.67170464200103,273.69405098585224,Good,Low_spent_Medium_value_payments,31.0,34217.66,4.0,3.0,11.0,1.0,2794.471666666667,5.39,459.1,15.081411038813451,Standard
3.0,9.0,3.0,32.25272081711865,223.0,No,32.06848169644077,423.8611943407915,Good,High_spent_Large_value_payments,44.0,33401.1,1.0,7.0,1.0,2.0,2701.425,11.39,857.99,54.21282396276768,Standard
57.0,24.0,7.0,30.4801194415596,143.0,NM,525.2261034290282,160.46076138566775,Bad,High_spent_Large_value_payments,40.0,57296.46,7.0,10.0,21.0,2.0,4618.705,7.35,2371.73,66.18363518530407,Poor
25.0,12.0,4.0,32.15546999357435,227.0,Yes,94.852422217382,309.3398879316265,Standard,Low_spent_Small_value_payments,21.0,28191.89,8.0,6.0,18.0,7.0,2540.3241666666668,14.62,628.61,109.84010651765811,Standard
9.0,16.0,6.0,37.26595427091785,299.0,No,19.659261773336823,341.81711055039415,Standard,Low_spent_Small_value_payments,50.0,19180.87,8.0,4.0,18.0,4.0,1688.405833333333,9.32,1127.57,57.36421100960239,Standard
30.0,18.0,9.0,33.95944316793824,148.0,NM,149.80604265688987,405.8024476338179,Standard,High_spent_Large_value_payments,31.0,40214.54,3.0,5.0,21.0,3.0,3470.211666666666,11.99,1997.76,71.41267637595884,Poor
5.0,14.0,6.0,35.87221222476111,89.0,Yes,114.45372437608508,423.9054614331363,Standard,Low_spent_Medium_value_payments,36.0,47458.54,3.0,3.0,8.0,4.0,3860.8783333333336,7.6,566.05,127.72864752411192,Poor
25.0,15.0,12.0,36.51523245267529,231.0,Yes,269.90031685957734,290.24986563563164,Bad,High_spent_Medium_value_payments,36.0,62995.92,10.0,6.0,32.0,9.0,5153.66,2.61,2271.74,245.21581750479103,Poor
7.0,17.0,2.0,40.87264003490867,398.0,Yes,441.5453253047264,883.923980628633,Standard,High_spent_Large_value_payments,46.0,140276.8,5.0,3.0,5.0,4.0,11738.733333333332,8.22,817.22,383.23845054781214,Standard
19.0,17.0,0.0,30.36092310172917,294.0,No,139.24361873910442,253.28554992222664,Standard,Low_spent_Small_value_payments,23.0,15710.555,4.0,5.0,19.0,4.0,1290.2129166666666,2.58,442.17,26.492123005335547,Standard
15.0,18.0,4.0,25.00474633857601,189.0,No,106.55217866035204,424.920071339648,Standard,Low_spent_Small_value_payments,45.0,27020.67,5.0,7.0,15.0,0.0,2514.7225,5.27,764.45,0.0,Standard
34.0,10.0,2.0,25.59572235674355,185.0,No,502.12614028657936,612.6369896180206,Good,High_spent_Medium_value_payments,31.0,112460.88,2.0,4.0,9.0,1.0,9213.74,10.04,208.84,86.61087009540009,Standard
30.0,17.0,9.0,36.953427627933394,199.0,Yes,24.23757927876232,315.71073909933835,Standard,Low_spent_Small_value_payments,31.0,14899.97,4.0,3.0,14.0,7.0,1414.664166666667,8.99,2461.36,51.51809828856595,Good
12.0,4.0,0.0,28.77371727263469,277.0,No,100.51324217513428,655.7139244915326,Good,Low_spent_Large_value_payments,22.0,61839.26,4.0,5.0,12.0,0.0,5162.2716666666665,1.27,1014.5,0.0,Standard
36.0,12.0,7.0,26.085992638752256,144.0,Yes,55.1853466372508,272.4478408980473,Standard,Low_spent_Small_value_payments,41.0,7664.315,6.0,5.0,15.0,5.0,918.6929166666664,12.6,1294.45,24.236104131368567,Standard
37.0,17.0,12.0,35.106963084531465,200.0,Yes,142.96628914399162,266.84720653671525,Bad,High_spent_Large_value_payments,19.0,16931.7,8.0,5.0,23.0,3.0,1656.975,1.17,1557.41,25.884004319293123,Poor
3.0,0.0,4.0,26.344707649107143,193.0,No,88.60546824000626,321.25599009332706,Good,Low_spent_Small_value_payments,46.0,14707.375,3.0,1.0,2.0,0.0,1198.6145833333333,9.13,516.4,0.0,Standard
15.0,5.0,2.0,31.286291026869,296.0,No,329.33353173919966,328.5445019347373,Good,Low_spent_Medium_value_payments,28.0,79950.34,3.0,1.0,10.0,4.0,6393.528333333333,2.27,515.89,261.4747996593964,Good
8.0,11.0,2.0,24.73845965039433,331.0,No,207.5029865593249,305.82740322845774,Good,High_spent_Large_value_payments,45.0,31230.16,6.0,5.0,8.0,2.0,2515.5133333333333,2.16,758.88,28.22094354555062,Standard
31.0,21.0,7.0,38.9796611529839,225.0,NM,48.43998334767114,275.15086221005004,Bad,Low_spent_Medium_value_payments,43.0,18627.64,7.0,7.0,19.0,6.0,1387.303333333333,5.07,1793.54,65.13948777561222,Poor
59.0,21.0,6.0,24.919243787368025,228.0,Yes,206.20468577500512,332.6658205123801,Bad,Low_spent_Small_value_payments,40.0,57700.16,8.0,11.0,22.0,5.0,4864.346666666667,16.2,1728.05,221.7632779608531,Poor
23.0,12.0,6.0,31.46290575773581,330.0,No,126.97783247504788,355.83145288043795,Standard,High_spent_Large_value_payments,51.0,30760.15,4.0,4.0,7.0,3.0,2639.3458333333333,11.5,143.92,41.125297977847545,Poor
3.0,2.0,0.0,37.62222054457458,372.0,No,46.74522934542614,298.59565817590124,Good,Low_spent_Small_value_payments,34.0,14185.73,0.0,7.0,11.0,3.0,1071.1441666666667,0.74,796.72,21.77352914533932,Good
18.0,8.0,1.0,30.223591209877466,244.0,No,197.66592217978285,720.6206048508639,Good,Low_spent_Medium_value_payments,27.0,86765.12,3.0,3.0,10.0,2.0,7492.426666666666,6.84,948.25,110.95613963602,Poor
12.0,10.0,4.0,29.086929413743967,240.0,Yes,361.1724542804024,448.7932123862643,Standard,High_spent_Large_value_payments,28.0,66823.88,3.0,4.0,19.0,0.0,5499.656666666668,7.9,1107.66,0.0,Standard
27.0,19.0,5.0,37.6259201958389,173.0,Yes,158.21262401830762,371.6737926483591,Standard,Low_spent_Small_value_payments,35.0,25306.37,4.0,3.0,18.0,0.0,2154.445766398636,17.14,37.21,0.0,Good
5.0,5.0,1.0,29.05199399155789,359.0,Yes,75.0748275540449,318.32689376695754,Standard,High_spent_Small_value_payments,41.0,26526.93,4.0,7.0,13.0,4.0,2199.5775,5.3,896.49,76.55602867899759,Standard
61.0,23.0,9.0,40.12471087925421,129.0,NM,23.863077470489326,279.9850797806744,Bad,Low_spent_Large_value_payments,43.0,8555.805,6.0,10.0,22.0,5.0,528.98375,3.85,2953.79,29.05021774883632,Poor
25.0,15.0,5.0,25.10779312274436,231.0,Yes,403.49755174008334,465.8721047457714,Standard,High_spent_Large_value_payments,26.0,146351.36,6.0,7.0,20.0,4.0,12267.946666666665,7.56,501.57,262.71035130797515,Standard
57.0,21.0,10.0,25.141581716747808,110.0,Yes,100.2808441318522,300.8802073117325,Bad,High_spent_Medium_value_payments,24.0,33477.64,7.0,6.0,23.0,6.0,2643.8033333333333,6.83,1910.95,113.2192818897486,Poor
4.0,3.0,8.0,39.99684157777215,188.0,No,111.47480045539972,311.7183647125479,Good,Low_spent_Medium_value_payments,31.0,21505.64,2.0,4.0,3.0,1.0,1548.1366666666663,1.2,204.35,11.620501498719063,Good
11.0,6.0,2.0,29.286502972926183,397.0,NM,67.51184823730115,317.6855042064343,Good,Low_spent_Small_value_payments,28.0,16860.705,5.0,3.0,1.0,1.0,1178.05875,7.78,1476.91,12.608522556264546,Standard
11.0,4.0,1.0,38.71016047931676,356.0,NM,580.2891057995363,877.9634944105438,Good,Low_spent_Medium_value_payments,39.0,173126.12,3.0,4.0,2.0,2.0,14289.176666666664,11.92,292.25,250.6650664565868,Standard
7.0,0.0,0.0,29.236768521213413,193.0,No,279.039134648254,193.71755465477543,Good,Low_spent_Small_value_payments,18.0,32989.45,5.0,3.0,2.0,4.0,2637.120833333333,1.47,40.48,80.95539403030394,Good
41.0,14.0,14.0,32.671379467689945,216.0,Yes,73.03931835662151,301.9605305382184,Bad,Low_spent_Small_value_payments,35.0,15364.1,8.0,10.0,20.0,5.0,1530.341666666667,1.57,2639.72,58.03431777182677,Poor
27.0,14.0,4.0,32.67624919869024,357.0,No,409.567061449712,943.0582718836212,Standard,High_spent_Large_value_payments,55.0,126615.04,3.0,4.0,12.0,0.0,10726.253333333332,6.57,1468.46,0.0,Standard
19.0,16.0,3.0,25.546073860618183,246.0,No,317.3170230266976,158.80920504973497,Standard,High_spent_Medium_value_payments,27.0,35938.45,3.0,5.0,15.0,4.0,2830.870833333333,7.84,1438.83,96.96085525690076,Standard
3.0,8.0,3.0,38.17935702163771,275.0,No,661.7696195291284,826.3907174723358,Good,High_spent_Large_value_payments,28.0,158952.84,5.0,5.0,2.0,1.0,13056.07,4.03,829.69,87.44666299853597,Good
32.0,24.0,7.0,35.58313597619781,41.0,Yes,15.778195957736395,284.5431201571831,Bad,Low_spent_Small_value_payments,31.0,9491.02,9.0,9.0,24.0,6.0,865.9183333333334,7.91,4836.24,26.27051721841384,Standard
51.0,22.0,12.0,36.69710218860211,10.0,Yes,313.78669871227817,10.36420013056744,Bad,High_spent_Medium_value_payments,42.0,41468.9,7.0,8.0,26.0,8.0,3173.741666666667,26.08,3501.98,273.223267823821,Poor
39.0,25.0,10.0,24.416084377725905,167.0,Yes,95.01179894417618,386.4647134683344,Bad,High_spent_Large_value_payments,35.0,74270.8,7.0,5.0,16.0,9.0,6325.233333333334,28.68,3955.65,391.0468209208228,Good
9.0,15.0,8.0,34.600007853314345,215.0,Yes,220.9637995562233,649.02003377711,Standard,High_spent_Medium_value_payments,29.0,71290.06,8.0,3.0,17.0,0.0,6199.838333333332,7.26,1314.99,0.0,Standard
23.0,16.0,4.0,29.448601541806887,195.0,Yes,244.04448674524983,576.810679252991,Standard,High_spent_Medium_value_payments,26.0,72159.9,4.0,6.0,11.0,1.0,6048.325,9.88,1443.02,33.977334001759175,Standard
8.0,9.0,8.0,34.83277479118486,120.0,Yes,164.92047402338403,222.0807731496116,Standard,Low_spent_Medium_value_payments,17.0,19297.28,5.0,5.0,19.0,6.0,1489.1066666666666,10.09,2286.82,51.909419493671045,Poor
29.0,17.0,9.0,35.837075430901926,201.0,Yes,211.9012155319688,557.7944142097614,Standard,High_spent_Medium_value_payments,43.0,67857.8,8.0,10.0,32.0,3.0,5498.816666666668,13.71,1497.68,116.05577633171237,Poor
8.0,14.0,1.0,33.94347997535532,357.0,Yes,54.53665989664196,319.98323849134016,Standard,Low_spent_Small_value_payments,19.0,13864.835,3.0,3.0,9.0,1.0,949.4029166666668,14.65,554.13,10.4203932786846,Standard
55.0,19.0,6.0,31.421849191713804,192.0,Yes,42.43801291301303,258.3374322804429,Bad,Low_spent_Small_value_payments,29.0,9485.61,10.0,9.0,34.0,9.0,1039.4675000000002,9.98,2570.66,53.17130480654404,Standard
25.0,18.0,0.0,30.49411206438665,333.0,No,176.75586201640556,807.7203879835945,Good,High_spent_Medium_value_payments,19.0,91545.15,5.0,4.0,5.0,0.0,7344.7625,5.57,1330.89,0.0,Poor
4.0,2.0,3.0,37.034499522810094,212.0,No,110.80121105224023,681.1129913544008,Good,High_spent_Medium_value_payments,28.0,87416.52,2.0,7.0,6.0,3.0,7037.71,6.67,814.52,151.85679759335918,Standard
20.0,15.0,10.0,34.33342070558252,91.0,Yes,207.2415792061956,267.32894491310367,Bad,High_spent_Medium_value_payments,38.0,31680.74,6.0,6.0,26.0,3.0,2670.061666666667,0.56,1280.16,72.43564254736741,Poor
17.0,25.0,7.0,39.93776414702179,200.0,Yes,110.5892322529008,234.50598432676583,Bad,Low_spent_Small_value_payments,42.0,16509.01,7.0,7.0,23.0,8.0,1412.750833333333,8.24,1591.92,76.1798667536667,Poor
24.0,13.0,8.0,34.0591745057766,202.0,Yes,224.6271792332768,248.6472925495029,Standard,Low_spent_Small_value_payments,30.0,27697.18,4.0,3.0,19.0,3.0,2283.098333333333,15.06,824.16,45.03536155055368,Standard
21.0,17.0,8.0,25.766349812048787,201.0,Yes,159.58556178413832,787.6932191340753,Standard,High_spent_Large_value_payments,33.0,98175.72,5.0,6.0,12.0,2.0,7729.695180977182,17.78,439.88,828.6670381046074,Standard
54.0,18.0,9.0,35.76716036231819,171.0,NM,29.95577976717001,339.75691386513387,Bad,High_spent_Medium_value_payments,21.0,39608.9,6.0,5.0,31.0,9.0,3503.741666666667,4.96,2947.72,220.66147303436284,Standard
23.0,23.0,10.0,29.599438206315234,67.0,Yes,205.4409372362347,298.70184889466367,Bad,High_spent_Medium_value_payments,46.0,57993.84,7.0,8.0,22.0,8.0,4885.82,8.08,1873.53,234.4392138691016,Poor
17.0,10.0,0.0,38.414063991721946,226.0,Yes,173.83825554864345,336.8621611180232,Standard,Low_spent_Small_value_payments,23.0,25656.05,4.0,4.0,10.0,0.0,2407.0041666666666,8.3,1084.02,0.0,Standard
2.0,10.0,3.0,32.51911844671769,345.0,No,264.2441841373049,788.9032411134882,Good,High_spent_Medium_value_payments,35.0,118645.8,2.0,5.0,5.0,3.0,10173.15,5.56,1480.89,214.16757474920715,Poor
21.0,14.0,4.0,24.53308562069672,342.0,Yes,213.11103710238328,751.8538688012503,Standard,High_spent_Large_value_payments,50.0,114452.12,3.0,3.0,12.0,4.0,9721.676666666666,2.1,275.4,257.2027607630331,Standard
14.0,21.0,4.0,33.045690215661764,361.0,NM,314.8107750134203,436.4322411004077,Good,High_spent_Large_value_payments,46.0,99776.28,4.0,6.0,6.0,4.0,8051.69,5.34,743.69,296.52281809986613,Good
11.0,17.0,5.0,29.58606542929347,164.0,Yes,123.93327790223694,279.49504949232835,Standard,Low_spent_Small_value_payments,32.0,16383.26,6.0,4.0,10.0,5.0,1315.2716666666668,16.81,1571.79,39.58324240818486,Poor
47.0,17.0,9.0,38.24021428668054,64.0,NM,222.21134269280827,153.5139254769338,Bad,High_spent_Small_value_payments,22.0,43729.32,8.0,5.0,32.0,9.0,3394.11,7.86,1655.37,233.685731830258,Poor
13.0,11.0,7.0,31.156550326143808,302.0,Yes,240.1310569663146,711.9574073937754,Standard,Low_spent_Small_value_payments,24.0,91019.19,8.0,3.0,9.0,1.0,7321.9325,19.7,447.18,40.10478563991012,Standard
56.0,16.0,11.0,28.435633341411013,103.0,Yes,86.32332731838785,252.7563009127664,Bad,Low_spent_Small_value_payments,42.0,15153.54,8.0,5.0,26.0,6.0,1108.795,18.1,2660.07,61.79987176884573,Poor
30.0,13.0,7.0,37.32622399184416,83.0,Yes,93.57263377892436,251.7368283766506,Standard,Low_spent_Medium_value_payments,25.0,16934.76,4.0,3.0,7.0,5.0,1181.2299999999998,11.32,304.61,52.81353784442496,Standard
0.0,11.0,2.0,31.50277867690497,350.0,No,819.3173177735333,580.3740155598,Good,High_spent_Large_value_payments,20.0,131698.96,4.0,3.0,2.0,0.0,11196.913333333332,10.9,959.06,0.0,Good
26.0,20.0,7.0,31.164183590036217,376.0,Yes,98.76708761893065,443.3724024279204,Standard,High_spent_Medium_value_payments,15.0,43359.36,4.0,7.0,13.0,4.0,3597.28,18.95,1254.45,87.588509953149,Standard
64.0,21.0,11.0,29.95331241029015,92.0,Yes,80.77299734125032,239.28131468004173,Bad,Low_spent_Small_value_payments,17.0,20326.87,9.0,10.0,28.0,5.0,1396.905833333333,19.71,2514.62,53.91235867578244,Poor
35.0,15.0,11.0,28.30497892283949,61.0,Yes,52.83433552322832,327.5616423641884,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328,Poor
18.0,19.0,2.0,24.9763327309418,366.0,No,548.7699284037822,234.7613014556904,Standard,Low_spent_Medium_value_payments,24.0,73300.88,7.0,7.0,8.0,2.0,6140.406666666668,2.59,355.75,110.50943680719416,Standard
23.0,1.0,4.0,32.13645320653629,265.0,No,785.5765126327534,334.4164380246357,Good,High_spent_Large_value_payments,47.0,124052.22,2.0,6.0,2.0,3.0,10290.685,11.31,330.83,179.07554934261097,Poor
17.0,12.0,4.0,38.65525224341285,353.0,Yes,61.90410011275137,368.7213095908036,Standard,Low_spent_Small_value_payments,31.0,26305.91,4.0,7.0,9.0,2.0,1946.1591666666668,7.34,151.95,23.990506963111766,Standard
52.0,19.0,12.0,29.4342212690973,241.0,Yes,44.73938523240047,350.0013898275353,Standard,Low_spent_Small_value_payments,25.0,17235.88,10.0,5.0,18.0,3.0,1450.3233333333335,10.56,1971.68,30.291558273397587,Standard
50.0,27.0,7.0,39.28652402992099,45.0,Yes,42.29155572168306,384.8090260803249,Bad,High_spent_Medium_value_payments,41.0,36348.06,6.0,5.0,32.0,9.0,3265.005,5.07,4974.81,149.399918197992,Poor
3.0,3.0,8.0,42.02310865845461,385.0,No,529.3771512571684,947.3081820761648,Good,Low_spent_Medium_value_payments,36.0,139702.24,4.0,1.0,7.0,0.0,11866.853333333333,9.96,342.6,0.0,Standard
10.0,20.0,6.0,36.85977908223077,142.0,Yes,75.15214067003335,278.1523924541235,Standard,Low_spent_Small_value_payments,38.0,18040.67,5.0,5.0,27.0,5.0,1270.3891666666666,7.44,1874.52,53.73438354250983,Poor
24.0,19.0,9.0,30.64691610868321,89.0,Yes,90.5929597425045,266.14297242454177,Standard,Low_spent_Large_value_payments,38.0,28488.56,9.0,8.0,27.0,3.0,2182.0466666666666,15.16,1305.55,64.24033843914985,Poor
9.0,9.0,3.0,39.12802683241164,397.0,No,45.95320821550012,483.1549749821344,Good,High_spent_Medium_value_payments,44.0,39859.72,4.0,3.0,1.0,1.0,3102.643333333333,6.16,1281.92,21.15615013569883,Good
10.0,12.0,6.0,31.31421111774281,221.0,Yes,324.5732201496209,646.3178391957233,Standard,High_spent_Large_value_payments,19.0,84738.63,6.0,7.0,6.0,1.0,7292.552500000002,19.72,381.11,38.364190654655815,Standard
3.0,6.0,4.0,36.37212178177296,336.0,No,340.1589780398886,1043.2308707649631,Good,High_spent_Medium_value_payments,18.0,146724.36,1.0,4.0,3.0,1.0,12276.03,2.61,1319.64,94.21315119514816,Good
13.0,12.0,1.0,31.486046311109103,248.0,No,314.07009166476325,163.21928687029526,Good,Low_spent_Small_value_payments,37.0,28194.8,2.0,3.0,11.0,3.0,2427.5666666666666,9.78,139.84,55.46728813160815,Standard
22.0,16.0,1.0,30.53560281694801,202.0,No,112.75120256972444,365.30869075218527,Good,High_spent_Medium_value_payments,41.0,32019.94,4.0,5.0,7.0,3.0,2598.328333333333,1.79,776.31,41.77294001142359,Good
24.0,23.0,10.0,38.639746734670965,75.0,Yes,81.9386492987982,497.23487043021055,Bad,High_spent_Medium_value_payments,36.0,71223.92,6.0,10.0,19.0,7.0,5713.326666666668,5.8,1917.13,242.15914693765788,Standard
40.0,23.0,8.0,40.873857386684406,226.0,NM,245.21903965277684,546.9179225722015,Bad,Low_spent_Medium_value_payments,24.0,80857.56,6.0,9.0,15.0,4.0,6769.13,16.38,2368.74,164.77603777502162,Poor
19.0,18.0,4.0,27.18117936881029,225.0,No,35.36975386479042,698.0341959909813,Standard,High_spent_Medium_value_payments,52.0,65312.73,3.0,5.0,20.0,1.0,5255.7275,5.6,466.4,32.1688001442284,Standard
13.0,3.0,0.0,27.88755506917944,253.0,No,288.01197991342383,212.01851521354612,Good,Low_spent_Small_value_payments,50.0,28947.84,0.0,5.0,4.0,1.0,2337.32,3.14,928.92,23.7015048730301,Standard
7.0,17.0,5.0,25.20674992702321,176.0,Yes,121.5497062204142,359.1866061527692,Standard,High_spent_Medium_value_payments,46.0,42735.93,7.0,7.0,21.0,5.0,3632.3275,10.06,1385.62,152.49643762681666,Poor
8.0,0.0,0.0,33.16020654899537,254.0,No,41.22155571374447,441.4626831341912,Good,High_spent_Medium_value_payments,22.0,30623.61,3.0,6.0,5.0,4.0,2599.067861910859,11.07,1125.03,299.91214924120584,Good
22.0,18.0,7.0,35.69143609858646,209.0,Yes,219.6438541846104,358.6393463416771,Standard,Low_spent_Large_value_payments,34.0,42070.96,7.0,6.0,17.0,2.0,3506.575736829253,9.02,369.11,296.74572931112607,Good
