ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,STATUS
5090900,F,Y,N,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22983,365243,1,0,0,0,,2.0,0
5114085,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16118,-1959,1,0,1,0,,3.0,0
5135955,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,-24081,365243,1,0,0,0,,1.0,0
5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16717,-1267,1,0,0,0,High skill tech staff,1.0,0
5091022,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-14155,-6670,1,0,0,1,Medicine staff,2.0,0
5140046,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23240,365243,1,0,0,0,,1.0,0
5018451,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,0
5149847,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-16250,-747,1,0,0,0,Managers,3.0,0
5142087,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20018,-1732,1,0,0,0,Laborers,2.0,0
5058508,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22774,365243,1,0,0,0,,2.0,0
5126706,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,1,0,,1.0,0
5132564,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934,-1350,1,0,1,0,Sales staff,3.0,0
5041677,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,1,0,0,0,Managers,3.0,0
5095357,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020,-1039,1,0,0,0,Sales staff,1.0,0
5111146,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-19579,-1028,1,0,1,0,Laborers,2.0,0
5029648,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14006,-869,1,1,0,0,Laborers,4.0,0
5024888,F,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9950,-427,1,0,0,0,Sales staff,2.0,0
5117397,F,Y,N,0,292500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15120,-735,1,0,0,0,,2.0,0
5054752,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17862,-212,1,0,0,0,Laborers,2.0,0
5118157,F,N,N,1,202500.0,Working,Higher education,Married,House / apartment,-16391,-2014,1,1,0,0,,3.0,0
5033927,M,Y,Y,1,144000.0,State servant,Secondary / secondary special,Married,Office apartment,-10659,-3131,1,1,1,0,Managers,3.0,0
5136031,F,N,N,2,225000.0,State servant,Higher education,Married,With parents,-10596,-3365,1,0,0,0,Core staff,4.0,0
5026189,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17968,-895,1,1,0,0,Laborers,2.0,0
5135711,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22611,365243,1,0,1,0,,1.0,0
5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688,365243,1,0,1,0,,2.0,0
5148574,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20848,365243,1,0,0,0,,2.0,0
5116426,F,N,N,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10088,-1797,1,1,1,0,High skill tech staff,4.0,0
5099836,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-17472,365243,1,0,0,1,,2.0,0
5118488,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13690,-3748,1,0,0,0,,3.0,0
5137152,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17249,-1661,1,1,1,0,,2.0,0
5029360,M,Y,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-13465,-839,1,0,1,0,Managers,4.0,0
5092465,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15161,-2087,1,1,0,0,Sales staff,2.0,0
5061774,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049,365243,1,0,0,0,,1.0,0
5116632,M,Y,N,0,90000.0,Pensioner,Higher education,Married,House / apartment,-22859,365243,1,0,0,0,,2.0,0
5024304,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8351,-124,1,0,0,0,Drivers,1.0,0
5089822,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22976,365243,1,0,0,0,,1.0,0
5045437,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-14534,-6652,1,0,0,0,Laborers,3.0,0
5010917,M,Y,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,2.0,0
5041065,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,1,0,0,0,Sales staff,1.0,0
5149800,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,1,0,1,1,,1.0,0
5022698,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14064,-5326,1,0,0,0,Drivers,1.0,0
5078948,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23419,365243,1,0,0,0,,1.0,0
5045759,F,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-19963,-1235,1,0,1,0,Medicine staff,2.0,0
5135617,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15198,-474,1,0,0,0,Low-skill Laborers,1.0,0
5091001,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211,-3232,1,0,0,0,Laborers,2.0,0
5061673,F,Y,Y,0,279000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,,2.0,0
5149314,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838,-5981,1,0,0,0,Managers,2.0,0
5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11008,-3697,1,0,0,0,Laborers,4.0,0
5067022,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152,-1253,1,0,0,1,Laborers,3.0,0
5149108,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12488,-3608,1,0,0,0,Security staff,4.0,0
5137431,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876,-2087,1,0,0,0,,2.0,0
5148554,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23132,365243,1,0,0,0,,2.0,0
5022509,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,365243,1,0,0,0,,1.0,0
5029478,M,Y,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-16337,-2727,1,1,1,0,,2.0,0
5135946,M,N,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15222,-3153,1,0,1,0,Laborers,1.0,0
5115672,M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,-13317,-3663,1,0,0,0,High skill tech staff,3.0,0
5021587,F,Y,Y,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,0
5078908,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-20182,-7514,1,0,0,0,Accountants,2.0,0
5056122,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0
5022787,M,Y,Y,1,216000.0,Working,Higher education,Widow,House / apartment,-13127,-1279,1,0,0,0,Managers,2.0,0
5068714,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15454,-354,1,0,0,0,Laborers,2.0,0
5140061,F,N,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-18852,-7037,1,0,0,0,,2.0,0
5028290,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,1,0,0,0,,3.0,0
5132657,F,Y,Y,1,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11062,-134,1,0,1,0,Accountants,3.0,0
5091339,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11088,-1447,1,0,1,0,Cooking staff,2.0,0
5126802,F,N,Y,1,391500.0,Working,Higher education,Married,House / apartment,-14066,-3027,1,0,0,0,,3.0,0
5111120,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602,-1455,1,0,0,0,Managers,3.0,0
5033706,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17349,-536,1,0,0,0,Drivers,2.0,0
5146406,M,N,Y,0,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10072,-1101,1,1,1,0,Core staff,1.0,0
5135468,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19881,-7718,1,0,0,0,Secretaries,2.0,0
5053333,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17708,-1571,1,0,0,0,,3.0,0
5068715,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9145,-1509,1,0,0,0,Laborers,2.0,0
5037017,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-10808,-1739,1,0,0,0,Core staff,3.0,0
5088716,F,N,Y,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,365243,1,0,1,0,,2.0,0
5111180,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,-11268,-4560,1,1,0,0,Cleaning staff,4.0,0
5149619,M,N,N,0,112500.0,Working,Incomplete higher,Civil marriage,With parents,-8547,-990,1,1,0,0,Laborers,2.0,0
5113443,F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18617,-2506,1,0,0,0,Cooking staff,1.0,0
5028999,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12262,-356,1,0,0,0,,2.0,0
5061167,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300,-3668,1,0,1,0,,5.0,0
5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301,-3092,1,1,1,0,Managers,2.0,0
5096095,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10728,-1619,1,1,1,0,Accountants,3.0,1
5054767,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0
5137279,M,Y,N,0,270000.0,Working,Incomplete higher,Single / not married,House / apartment,-8672,-1266,1,0,0,0,,1.0,0
5022592,F,N,Y,1,144000.0,Working,Higher education,Civil marriage,House / apartment,-13435,-122,1,1,1,1,Secretaries,3.0,0
5047932,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999,-1526,1,0,1,0,Drivers,1.0,0
5149555,F,N,Y,1,247500.0,Commercial associate,Higher education,Married,House / apartment,-14371,-1325,1,0,0,1,Managers,3.0,0
5053049,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-8149,365243,1,0,0,0,,1.0,0
5088437,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,1.0,0
5036922,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-23248,-8710,1,1,1,0,Laborers,2.0,0
5023751,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11454,-1604,1,0,0,0,Drivers,2.0,0
5126054,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3.0,0
5113077,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13341,-4235,1,0,0,0,Accountants,3.0,0
5054419,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,0
5116625,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-10388,-2437,1,0,0,0,,2.0,0
5135952,F,N,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15124,-717,1,0,1,0,Low-skill Laborers,2.0,0
5062673,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863,-4407,1,0,0,0,Managers,3.0,0
5022652,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11759,-91,1,0,0,0,Managers,3.0,0
5118641,M,Y,N,0,900000.0,State servant,Higher education,Married,House / apartment,-23392,-1921,1,0,1,0,Core staff,2.0,0
5021707,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15174,-3292,1,1,0,0,Sales staff,3.0,0
5026722,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16133,-5948,1,1,0,1,,1.0,0
5135569,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10855,-321,1,0,0,0,Sales staff,3.0,0
5135691,M,Y,N,0,225000.0,Working,Incomplete higher,Civil marriage,House / apartment,-10659,-413,1,0,0,0,Security staff,2.0,0
5009187,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0,0
5033514,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15952,-384,1,1,0,0,Sales staff,3.0,1
5137225,F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-10868,-1266,1,1,1,1,Accountants,2.0,0
5056180,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2.0,0
5142975,F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8661,-500,1,1,0,0,Sales staff,1.0,0
5126729,M,N,Y,0,229500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16481,-1292,1,1,1,0,Drivers,1.0,0
5143397,F,N,Y,0,153000.0,Working,Higher education,Single / not married,House / apartment,-10762,-683,1,0,1,0,Core staff,1.0,0
5118252,M,Y,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14116,-6032,1,1,1,0,Laborers,3.0,0
5066900,F,N,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14842,-8011,1,0,0,0,Managers,2.0,0
5105701,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12155,-667,1,0,0,0,Laborers,2.0,0
5126814,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10676,-2326,1,0,1,1,Laborers,3.0,0
5149890,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,0
5065609,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16299,-655,1,0,0,0,Managers,2.0,0
5116674,F,N,Y,2,76500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14375,-1281,1,0,0,0,Sales staff,4.0,0
5062085,M,N,Y,0,234000.0,Commercial associate,Higher education,Married,House / apartment,-14064,-1111,1,1,1,0,Sales staff,2.0,0
5023495,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11472,-1026,1,0,0,0,Core staff,3.0,0
5054632,M,Y,Y,1,360000.0,Commercial associate,Higher education,Married,House / apartment,-14967,-2403,1,0,1,0,Managers,3.0,0
5135594,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13173,-1083,1,1,0,0,Sales staff,3.0,0
5048402,F,N,Y,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-17965,-2775,1,0,1,0,Private service staff,1.0,0
5009623,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19056,-99,1,1,0,0,Drivers,2.0,0
5026502,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17216,-1138,1,0,0,0,Laborers,1.0,0
5022925,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21275,365243,1,0,0,0,,2.0,0
5045860,M,N,N,0,121500.0,Working,Higher education,Married,House / apartment,-9740,-3030,1,0,0,0,,2.0,0
5117598,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898,-7310,1,1,1,0,Core staff,1.0,0
5010498,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-313,1,1,0,0,,3.0,0
5113710,M,N,Y,0,171000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18162,-4849,1,0,1,0,Laborers,2.0,0
5067579,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18948,365243,1,0,0,0,,3.0,0
5090655,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616,-825,1,1,1,1,High skill tech staff,2.0,0
5067664,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17706,-3043,1,0,1,0,Laborers,2.0,0
5041281,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20451,365243,1,0,0,0,,1.0,0
5041134,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,1,0,0,0,Core staff,1.0,0
5065797,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22546,365243,1,0,1,0,,2.0,0
5009898,F,Y,Y,2,90000.0,State servant,Higher education,Married,House / apartment,-11131,-405,1,0,0,0,Core staff,4.0,0
5052596,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20775,365243,1,0,0,0,,2.0,0
5113408,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837,-588,1,0,0,1,Sales staff,1.0,0
5038583,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0
5044861,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19028,365243,1,0,0,0,,2.0,0
5038719,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15493,365243,1,0,0,0,,3.0,0
5117764,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20360,-400,1,0,0,0,Security staff,2.0,0
5117655,F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-13634,-1741,1,0,0,0,Laborers,4.0,0
5023055,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21177,365243,1,0,0,0,,2.0,0
5068628,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-21216,-3641,1,0,0,0,Managers,2.0,0
5089260,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799,-1466,1,1,0,0,Cleaning staff,1.0,0
5045427,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19685,365243,1,0,0,0,,2.0,0
5090652,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-20816,-1647,1,1,1,0,,1.0,0
5045748,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14893,-2604,1,0,0,0,Laborers,2.0,0
5026526,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16092,-438,1,0,0,0,Cleaning staff,2.0,0
5065738,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23864,365243,1,0,0,0,,2.0,0
5069071,F,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-18893,-2423,1,0,0,0,Core staff,2.0,0
5142370,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3.0,0
5037020,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19398,-2166,1,0,0,0,Drivers,2.0,0
5023323,M,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12296,-4314,1,0,0,0,,4.0,1
5042238,M,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-1525,1,1,1,0,Low-skill Laborers,2.0,0
5126174,F,N,N,0,27000.0,Working,Higher education,Civil marriage,House / apartment,-14869,-5067,1,1,0,0,Managers,2.0,0
5023260,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1696,1,0,0,0,Drivers,2.0,0
5026159,F,Y,Y,0,540000.0,Working,Higher education,Separated,House / apartment,-13151,-3725,1,0,0,0,Accountants,1.0,0
5033952,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18221,-1510,1,0,1,1,Sales staff,2.0,0
5010998,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,1,0,0,0,Medicine staff,2.0,0
5135883,F,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-12017,-1083,1,1,1,0,Sales staff,4.0,0
5066561,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247,-430,1,1,0,1,Sales staff,2.0,0
5026632,F,N,Y,0,99000.0,Working,Secondary / secondary special,Separated,House / apartment,-18068,-8870,1,0,0,0,Medicine staff,1.0,0
5085968,F,N,N,0,126000.0,State servant,Secondary / secondary special,Separated,House / apartment,-20934,-2757,1,1,1,0,Waiters/barmen staff,1.0,0
5053888,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,1.0,0
5148961,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-17708,-5555,1,0,0,0,Laborers,2.0,0
5126184,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21225,365243,1,0,1,1,,2.0,1
5068253,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-13445,-2728,1,0,1,0,Laborers,1.0,0
5068724,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817,-1115,1,0,0,1,Cooking staff,1.0,0
5132306,M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,-12298,-1200,1,0,0,0,Drivers,2.0,0
5033693,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19251,-1449,1,0,0,0,Laborers,1.0,0
5047821,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,2.0,0
5045679,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12721,-5252,1,0,0,0,Medicine staff,3.0,0
5009804,F,Y,N,0,382500.0,Working,Higher education,Married,House / apartment,-15435,-3965,1,1,1,0,,2.0,0
5096391,M,Y,N,0,391500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21897,-3810,1,1,1,1,Managers,1.0,0
5066627,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11474,-583,1,0,0,0,,2.0,0
5021550,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,0
5047804,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17137,-614,1,0,0,0,Laborers,1.0,0
5054531,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0
5024410,F,N,Y,1,121500.0,Working,Secondary / secondary special,Married,House / apartment,-15090,-3138,1,0,0,0,Sales staff,3.0,0
5149551,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-13808,-1233,1,1,1,0,Laborers,2.0,0
5045042,M,Y,Y,2,202500.0,Working,Higher education,Married,House / apartment,-11838,-798,1,0,0,0,Managers,4.0,0
5061462,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18114,-10121,1,0,0,0,High skill tech staff,2.0,0
5116568,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10645,-3868,1,1,1,0,Sales staff,3.0,0
5095132,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-21523,365243,1,0,1,0,,2.0,0
5137166,M,Y,N,1,459000.0,State servant,Higher education,Married,Municipal apartment,-15839,-1904,1,1,0,0,Managers,3.0,0
5105962,F,Y,N,1,225000.0,Commercial associate,Higher education,Civil marriage,With parents,-9932,-668,1,0,1,1,Accountants,3.0,0
5099954,F,N,Y,3,45000.0,Working,Secondary / secondary special,Married,House / apartment,-15540,-8100,1,1,1,0,,5.0,0
5106063,M,Y,N,0,261000.0,State servant,Higher education,Married,Municipal apartment,-11117,-2676,1,0,0,0,Core staff,2.0,0
5045033,F,Y,Y,1,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-16114,-706,1,0,0,0,Core staff,3.0,0
5068787,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-18391,-2331,1,0,0,0,,2.0,0
5078898,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,-13767,-1882,1,0,0,0,Sales staff,3.0,0
5054438,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0
5125621,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18731,-4397,1,0,0,0,Laborers,2.0,0
5041708,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,1,1,1,0,High skill tech staff,5.0,0
5050840,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22766,-227,1,0,0,0,Security staff,2.0,0
5095709,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20851,365243,1,0,0,0,,2.0,0
5091062,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-13882,-3505,1,1,0,0,Sales staff,3.0,0
5041695,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,0
5096728,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10910,-2349,1,1,0,0,Laborers,2.0,0
5088416,M,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21997,-2538,1,1,1,0,Security staff,2.0,0
5010799,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,-15450,-770,1,0,0,1,Security staff,2.0,0
5114049,F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,-14661,-5521,1,0,0,0,,2.0,0
5113052,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-12195,-2592,1,0,1,0,Managers,1.0,0
5068764,F,N,Y,0,369000.0,State servant,Secondary / secondary special,Married,House / apartment,-17965,-2881,1,0,0,0,Medicine staff,2.0,0
