id_assessment,student_id,study_period_days,score
89,1432,35,72.0
28,1433,22,58.0
66,1434,35,68.0
5,1435,70,86.0
45,1436,35,32.0
47,1437,35,77.0
31,1438,35,16.0
10,1439,35,56.0
118,1440,35,82.0
14,1441,22,96.0
80,1442,22,
93,1443,22,12.0
76,1445,35,69.0
94,1446,22,58.0
105,1447,70,5.0
1,1448,22,96.0
133,1449,22,93.0
20,1450,35,98.0
8,1451,70,22.0
1,1452,35,9.0
57,1453,35,50.0
64,1454,22,18.0
118,1455,35,50.0
28,1456,70,91.0
121,1457,35,86.0
107,1458,35,67.0
49,1459,35,83.0
120,1460,22,82.0
56,1462,22,90.0
111,1463,22,56.0
108,1464,22,97.0
114,1465,22,67.0
78,1466,22,37.0
130,1467,70,61.0
37,1468,35,6.0
20,1469,22,70.0
26,1470,22,49.0
29,1471,70,51.0
119,1473,35,25.0
35,1474,70,18.0
59,1475,35,8.0
12,1477,22,19.0
20,1478,35,49.0
43,1479,70,79.0
126,1480,35,80.0
50,1481,70,21.0
29,1482,22,12.0
39,1483,70,11.0
38,1484,35,9.0
84,1485,35,64.0
128,1486,22,95.0
45,1488,70,7.0
52,1489,70,20.0
80,1490,22,21.0
124,1491,70,17.0
119,1492,35,65.0
8,1493,70,47.0
85,1494,22,43.0
129,1495,70,8.0
8,1496,70,66.0
96,1497,35,53.0
102,1498,70,25.0
5,1499,35,84.0
86,1500,35,93.0
34,1501,22,91.0
55,1502,35,99.0
119,1503,35,25.0
114,1504,22,33.0
26,1505,35,7.0
47,1506,22,9.0
113,1507,70,47.0
76,1508,22,54.0
72,1509,35,53.0
89,1510,22,77.0
46,1511,35,39.0
33,1512,70,14.0
1,1513,22,80.0
31,1514,70,17.0
53,1515,35,95.0
48,1516,35,22.0
69,1517,70,61.0
105,1518,22,45.0
90,1519,22,86.0
63,1520,35,98.0
73,1521,70,38.0
89,1522,70,14.0
13,1523,22,52.0
73,1524,22,87.0
77,1525,22,63.0
68,1526,70,62.0
98,1527,22,91.0
125,1528,22,79.0
102,1529,35,15.0
132,1530,22,69.0
102,1531,22,65.0
19,1532,70,12.0
82,1533,70,46.0
23,1534,35,8.0
109,1536,35,33.0
75,1537,70,80.0
129,1538,35,90.0
88,1539,70,28.0
54,1540,35,36.0
89,1541,35,42.0
65,1542,22,85.0
76,1543,35,63.0
60,1544,22,23.0
93,1545,22,70.0
49,1546,22,33.0
35,1547,22,47.0
102,1548,35,11.0
11,1549,70,22.0
99,1550,70,78.0
110,1551,70,96.0
74,1552,35,12.0
9,1553,22,86.0
3,1554,70,95.0
85,1555,35,44.0
26,1556,22,98.0
72,1557,70,64.0
48,1558,22,46.0
117,1559,70,57.0
12,1560,70,4.0
133,1561,70,76.0
48,1562,22,4.0
37,1563,35,59.0
44,1564,22,95.0
15,1565,70,20.0
43,1566,22,23.0
87,1567,35,17.0
70,1568,22,20.0
46,1569,35,53.0
108,1570,35,9.0
123,1571,22,23.0
21,1572,70,84.0
107,1573,35,88.0
47,1575,35,56.0
117,1576,70,22.0
124,1577,22,21.0
25,1578,22,67.0
36,1579,22,33.0
51,1580,70,69.0
15,1581,35,27.0
68,1582,22,94.0
21,1583,35,98.0
19,1584,35,38.0
34,1585,70,41.0
78,1586,22,22.0
125,1587,35,69.0
117,1588,22,79.0
52,1589,22,1.0
27,1590,70,23.0
106,1592,22,64.0
2,1593,35,69.0
77,1594,70,68.0
132,1595,22,59.0
90,1596,35,49.0
89,1597,70,92.0
94,1598,70,11.0
7,1599,35,46.0
95,1600,35,66.0
108,1601,35,64.0
74,1602,35,26.0
39,1603,35,47.0
71,1604,22,87.0
56,1605,22,61.0
42,1606,70,43.0
36,1607,22,18.0
84,1608,22,58.0
118,1609,22,7.0
7,1610,35,54.0
54,1611,70,46.0
129,1612,70,1.0
120,1613,70,93.0
106,1614,70,93.0
47,1615,22,38.0
123,1616,22,44.0
119,1617,35,31.0
118,1618,70,64.0
21,1619,22,37.0
26,1620,22,76.0
9,1621,35,10.0
15,1622,35,9.0
122,1624,22,89.0
121,1625,22,54.0
125,1626,35,19.0
72,1627,70,80.0
49,1628,35,16.0
91,1629,35,67.0
68,1631,35,59.0
50,1632,22,22.0
19,1633,70,45.0
100,1634,35,51.0
60,1635,70,9.0
89,1636,70,45.0
69,1637,70,27.0
108,1639,22,42.0
37,1641,70,54.0
11,1642,70,47.0
78,1643,22,28.0
77,1644,35,26.0
2,1645,70,17.0
64,1646,22,59.0
35,1647,70,73.0
7,1648,22,68.0
85,1649,22,73.0
67,1650,35,20.0
42,1651,70,23.0
118,1652,35,2.0
24,1654,35,61.0
46,1655,70,100.0
19,1656,35,1.0
68,1657,22,65.0
102,1658,70,41.0
42,1659,70,33.0
32,1660,22,41.0
109,1661,35,19.0
36,1662,70,96.0
97,1663,70,67.0
131,1664,35,44.0
73,1665,22,74.0
97,1666,35,41.0
123,1667,35,46.0
70,1668,35,4.0
13,1669,70,88.0
49,1670,22,48.0
60,1671,22,36.0
27,1674,35,69.0
8,1675,70,17.0
50,1676,70,77.0
67,1677,70,18.0
44,1678,70,77.0
125,1679,22,39.0
58,1680,70,16.0
3,1681,70,59.0
86,1682,35,98.0
70,1683,35,92.0
130,1684,22,41.0
2,1685,35,80.0
102,1686,70,71.0
35,1687,35,64.0
98,1688,22,52.0
30,1689,35,99.0
116,1690,35,6.0
8,1691,22,4.0
44,1692,22,23.0
36,1693,70,27.0
77,1694,35,61.0
31,1695,70,16.0
47,1696,35,100.0
55,1697,35,19.0
106,1698,70,2.0
121,1699,35,36.0
55,1700,35,89.0
12,1701,35,14.0
3,1702,22,50.0
30,1703,70,47.0
23,1704,22,7.0
92,1705,70,12.0
115,1706,70,47.0
104,1707,35,2.0
118,1708,70,64.0
5,1709,22,72.0
104,1710,22,30.0
108,1711,22,25.0
65,1712,70,80.0
121,1713,22,55.0
30,1714,70,33.0
84,1715,22,8.0
32,1716,22,61.0
16,1717,70,12.0
38,1718,22,68.0
36,1719,35,40.0
114,1720,70,76.0
105,1722,70,88.0
85,1723,35,46.0
2,1724,70,3.0
75,1725,22,99.0
67,1726,22,62.0
55,1727,22,51.0
6,1728,70,9.0
86,1729,22,27.0
60,1730,70,5.0
101,1731,22,26.0
12,1732,35,11.0
42,1734,35,51.0
82,1735,35,47.0
35,1736,70,66.0
67,1737,22,45.0
80,1738,35,96.0
7,1739,70,73.0
14,1740,35,94.0
73,1741,35,14.0
66,1742,70,70.0
91,1743,70,35.0
130,1744,22,13.0
20,1745,22,77.0
10,1746,35,2.0
25,1747,35,66.0
25,1748,22,85.0
54,1749,22,18.0
95,1751,22,75.0
14,1752,22,53.0
65,1753,35,68.0
110,1754,22,9.0
80,1755,35,32.0
125,1757,70,98.0
131,1758,22,50.0
25,1759,22,31.0
117,1760,22,74.0
25,1761,35,23.0
79,1762,70,34.0
68,1763,22,82.0
12,1764,35,69.0
32,1765,70,39.0
128,1766,35,53.0
96,1767,35,43.0
92,1768,70,61.0
31,1769,22,98.0
78,1770,35,67.0
20,1771,35,32.0
60,1772,22,76.0
93,1773,22,55.0
43,1774,70,35.0
130,1775,70,53.0
60,1776,70,18.0
31,1777,22,42.0
5,1778,35,11.0
10,1779,35,10.0
89,1780,70,69.0
126,1782,35,90.0
11,1783,70,40.0
56,1784,35,24.0
83,1785,35,2.0
99,1786,22,2.0
73,1787,22,83.0
115,1788,35,27.0
7,1789,70,22.0
80,1790,22,47.0
97,1791,35,66.0
4,1792,22,41.0
4,1793,22,87.0
103,1794,22,39.0
40,1795,35,5.0
17,1796,70,19.0
101,1797,70,10.0
103,1798,70,95.0
124,1799,22,26.0
52,1800,35,20.0
52,1801,22,12.0
124,1802,70,85.0
63,1803,70,34.0
116,1804,35,46.0
62,1805,22,85.0
7,1806,70,27.0
92,1807,35,20.0
14,1808,22,17.0
86,1809,22,30.0
133,1810,70,59.0
130,1811,70,36.0
79,1813,22,13.0
58,1814,70,88.0
120,1815,22,90.0
133,1816,70,59.0
65,1817,22,22.0
13,1818,70,94.0
82,1819,35,28.0
52,1820,70,46.0
117,1821,70,29.0
26,1822,35,89.0
34,1823,22,83.0
52,1824,35,37.0
112,1825,70,82.0
82,1826,22,26.0
21,1828,22,86.0
42,1829,22,92.0
113,1830,35,14.0
105,1831,22,58.0
17,1832,35,2.0
120,1833,70,9.0
129,1834,22,78.0
130,1835,70,79.0
60,1836,70,16.0
48,1837,22,82.0
29,1838,35,10.0
97,1839,22,47.0
10,1840,70,4.0
58,1841,70,68.0
21,1842,35,63.0
28,1843,22,13.0
34,1844,70,49.0
8,1845,70,25.0
79,1846,70,71.0
87,1847,35,68.0
88,1848,70,6.0
69,1849,70,15.0
87,1850,22,54.0
101,1851,22,77.0
8,1852,70,100.0
87,1854,22,3.0
43,1855,35,99.0
129,1856,35,47.0
109,1857,35,16.0
17,1858,35,35.0
133,1859,35,69.0
21,1860,35,79.0
58,1861,35,92.0
110,1862,35,99.0
28,1863,22,37.0
51,1864,35,100.0
5,1865,35,61.0
5,1866,35,47.0
94,1867,70,9.0
96,1868,22,35.0
8,1869,22,28.0
64,1870,22,77.0
38,1871,35,3.0
111,1872,35,43.0
112,1873,70,55.0
81,1874,22,41.0
104,1875,35,99.0
73,1876,22,12.0
49,1877,70,45.0
36,1878,70,81.0
126,1879,70,32.0
68,1880,22,20.0
78,1881,35,79.0
105,1882,35,78.0
122,1883,70,56.0
119,1884,35,68.0
114,1885,70,69.0
10,1886,22,66.0
91,1887,70,47.0
2,1888,22,75.0
118,1889,70,99.0
13,1890,35,32.0
95,1891,35,35.0
32,1892,70,32.0
32,1893,35,30.0
124,1894,35,20.0
11,1895,35,26.0
10,1896,22,90.0
15,1897,35,71.0
59,1899,70,61.0
78,1900,35,95.0
124,1901,35,25.0
114,1902,35,65.0
22,1903,70,11.0
32,1904,22,21.0
113,1905,22,16.0
120,1906,35,6.0
122,1907,70,67.0
32,1908,70,36.0
119,1909,70,37.0
39,1910,70,95.0
12,1911,70,10.0
18,1912,22,
126,1913,22,24.0
46,1914,22,41.0
104,1915,35,51.0
89,1917,35,52.0
22,1918,70,55.0
92,1919,22,62.0
29,1920,35,80.0
13,1921,22,7.0
2,1922,70,58.0
29,1923,70,44.0
27,1924,70,26.0
50,1925,22,51.0
95,1926,70,17.0
88,1927,22,90.0
44,1928,35,85.0
22,1929,70,15.0
3,1931,70,4.0
118,1932,35,81.0
19,1933,70,2.0
23,1934,22,90.0
30,1935,22,80.0
39,1936,70,79.0
108,1937,70,69.0
111,1938,35,6.0
25,1939,35,49.0
128,1940,35,13.0
111,1941,70,37.0
106,1942,35,78.0
72,1943,35,46.0
108,1945,35,42.0
5,1946,22,90.0
3,1947,22,28.0
132,1948,35,56.0
104,1949,22,100.0
64,1950,70,4.0
106,1951,70,92.0
98,1952,35,95.0
10,1953,70,59.0
128,1954,22,69.0
46,1955,70,1.0
66,1956,35,69.0
112,1957,35,42.0
13,1958,22,3.0
86,1959,35,55.0
90,1960,70,92.0
58,1961,35,58.0
54,1962,22,88.0
12,1963,35,8.0
14,1964,70,2.0
121,1965,22,89.0
121,1966,70,47.0
20,1967,22,42.0
75,1968,35,90.0
70,1969,22,99.0
56,1970,22,95.0
101,1971,35,
132,1972,70,56.0
111,1973,35,52.0
125,1974,22,15.0
132,1975,35,50.0
20,1976,22,74.0
24,1977,35,89.0
37,1978,35,54.0
54,1979,70,
4,1982,22,52.0
57,1983,35,57.0
20,1984,22,72.0
17,1985,70,59.0
119,1986,70,58.0
71,1987,70,21.0
4,1988,22,7.0
14,1989,70,48.0
3,1990,70,41.0
80,1991,70,26.0
55,1992,35,38.0
120,1994,22,24.0
24,1995,22,37.0
82,1996,70,84.0
60,1997,35,23.0
49,1998,70,23.0
63,1999,70,59.0
110,2000,35,82.0
109,2001,35,49.0
76,2002,35,65.0
30,2003,22,13.0
58,2004,22,52.0
117,2005,70,31.0
100,2006,22,95.0
19,2007,35,91.0
94,2008,35,47.0
113,2009,22,38.0
63,2010,70,39.0
116,2011,70,41.0
113,2012,22,76.0
47,2013,70,75.0
57,2014,70,7.0
118,2015,70,78.0
45,2016,35,25.0
4,2017,35,11.0
47,2018,22,42.0
47,2019,35,50.0
78,2020,70,90.0
124,2021,35,81.0
75,2022,22,99.0
103,2023,35,62.0
90,2024,70,48.0
69,2025,70,26.0
61,2026,22,8.0
50,2027,35,38.0
3,2028,35,64.0
107,2029,35,70.0
113,2030,70,89.0
94,2031,22,70.0
118,2032,35,6.0
81,2033,70,71.0
109,2034,70,79.0
51,2035,70,66.0
35,2036,35,9.0
46,2037,35,70.0
69,2038,35,84.0
93,2039,35,52.0
64,2040,35,100.0
49,2041,35,94.0
74,2042,35,86.0
5,2043,35,56.0
100,2044,35,90.0
70,2045,70,85.0
90,2046,35,26.0
4,2047,22,53.0
126,2048,70,3.0
39,2049,35,87.0
129,2050,22,22.0
24,2051,35,47.0
57,2052,22,82.0
100,2053,22,41.0
70,2054,22,2.0
41,2055,22,90.0
60,2056,70,2.0
108,2057,70,27.0
57,2058,22,62.0
31,2059,35,80.0
84,2060,22,30.0
36,2061,70,9.0
108,2062,35,48.0
106,2063,70,85.0
86,2064,70,93.0
14,2065,35,20.0
120,2066,22,99.0
80,2067,22,52.0
106,2068,22,86.0
70,2069,22,75.0
44,2070,35,88.0
73,2071,35,53.0
45,2072,35,56.0
107,2073,70,19.0
84,2074,35,48.0
82,2075,22,6.0
107,2076,70,28.0
21,2077,22,47.0
7,2078,22,92.0
70,2079,35,12.0
127,2080,35,2.0
120,2081,22,1.0
128,2082,22,15.0
57,2083,70,93.0
58,2084,35,5.0
21,2085,70,44.0
82,2086,70,70.0
69,2087,70,4.0
131,2088,22,55.0
87,2089,70,70.0
49,2090,70,97.0
115,2091,22,31.0
89,2092,35,48.0
85,2093,35,12.0
128,2094,70,29.0
71,2097,70,59.0
86,2098,70,58.0
33,2099,22,84.0
81,2100,70,27.0
61,2101,35,57.0
61,2102,22,19.0
98,2103,35,33.0
28,2104,35,4.0
43,2105,35,81.0
86,2106,70,59.0
17,2107,70,42.0
98,2108,35,56.0
98,2109,35,56.0
65,2110,22,74.0
74,2111,22,53.0
85,2112,70,80.0
5,2113,70,44.0
2,2114,22,85.0
22,2115,35,36.0
112,2116,70,83.0
57,2117,35,47.0
66,2118,22,53.0
74,2119,70,47.0
98,2120,70,5.0
112,2121,22,33.0
125,2122,70,62.0
86,2123,22,77.0
76,2124,70,47.0
88,2125,22,22.0
38,2126,70,83.0
59,2127,35,12.0
99,2128,35,46.0
63,2129,35,43.0
49,2130,70,31.0
32,2131,70,25.0
21,2132,35,52.0
20,2133,35,13.0
127,2134,22,51.0
110,2136,22,7.0
116,2137,35,39.0
120,2138,35,85.0
79,2139,35,21.0
116,2140,22,15.0
92,2141,70,90.0
14,2142,35,59.0
58,2144,70,9.0
28,2145,70,24.0
26,2146,22,30.0
113,2147,70,20.0
66,2148,35,90.0
131,2149,22,80.0
44,2150,35,32.0
97,2151,35,30.0
42,2152,22,89.0
6,2153,35,20.0
23,2154,35,35.0
89,2155,22,64.0
123,2156,35,3.0
51,2157,70,67.0
11,2158,35,89.0
12,2159,70,3.0
74,2160,35,8.0
8,2161,22,29.0
85,2163,35,3.0
72,2164,22,68.0
55,2165,35,22.0
47,2166,22,15.0
104,2167,70,21.0
60,2169,70,71.0
12,2170,70,47.0
130,2171,35,61.0
7,2172,70,96.0
80,2173,35,59.0
131,2174,70,79.0
109,2175,35,4.0
3,2176,35,79.0
27,2177,22,6.0
114,2178,35,50.0
107,2179,35,64.0
40,2180,70,8.0
129,2181,35,81.0
8,2182,22,44.0
101,2183,70,46.0
124,2184,70,66.0
107,2185,22,23.0
101,2186,70,91.0
4,2187,70,9.0
110,2188,70,72.0
19,2189,70,76.0
12,2191,22,34.0
46,2192,70,53.0
119,2193,70,86.0
16,2194,22,80.0
129,2195,22,70.0
63,2196,22,15.0
109,2197,70,52.0
119,2198,70,39.0
13,2200,22,19.0
4,2201,70,87.0
102,2202,22,68.0
59,2203,70,44.0
128,2204,22,5.0
27,2205,70,91.0
69,2206,35,68.0
25,2207,35,48.0
131,2208,22,38.0
97,2209,70,1.0
25,2210,70,38.0
126,2211,22,20.0
133,2212,70,39.0
9,2213,22,100.0
116,2214,70,81.0
60,2215,22,53.0
121,2216,70,11.0
108,2218,70,36.0
131,2219,35,37.0
76,2220,70,14.0
30,2221,22,6.0
21,2222,35,77.0
34,2223,70,49.0
41,2224,35,64.0
51,2225,70,66.0
82,2226,35,100.0
58,2227,22,43.0
75,2228,70,30.0
23,2229,70,42.0
128,2230,22,76.0
17,2231,35,47.0
69,2232,22,81.0
108,2233,22,80.0
94,2234,35,80.0
15,2235,22,60.0
91,2236,70,74.0
125,2238,70,9.0
16,2239,22,28.0
66,2240,70,47.0
47,2241,70,97.0
124,2242,70,80.0
1,2243,70,61.0
87,2244,70,12.0
128,2245,70,43.0
67,2246,22,46.0
4,2247,70,63.0
47,2248,70,90.0
38,2249,35,52.0
21,2250,22,89.0
57,2251,22,91.0
117,2252,22,76.0
46,2253,22,75.0
99,2255,70,27.0
77,2256,35,1.0
115,2257,35,100.0
91,2258,22,56.0
98,2259,35,56.0
120,2260,35,33.0
46,2261,22,86.0
100,2263,35,51.0
72,2264,70,28.0
35,2265,35,34.0
30,2266,35,74.0
84,2268,70,32.0
113,2269,22,74.0
25,2270,22,72.0
88,2271,35,77.0
14,2272,70,8.0
102,2273,22,47.0
83,2274,35,66.0
110,2275,70,92.0
131,2276,35,82.0
19,2277,22,35.0
28,2278,22,95.0
71,2279,70,70.0
63,2280,35,91.0
73,2281,70,43.0
124,2282,22,81.0
119,2283,22,59.0
121,2284,35,62.0
19,2285,35,4.0
120,2286,35,86.0
30,2288,35,89.0
9,2289,35,75.0
64,2290,22,39.0
120,2291,22,18.0
52,2292,35,46.0
89,2293,35,64.0
53,2294,22,66.0
78,2295,35,90.0
68,2297,70,49.0
8,2298,70,29.0
2,2299,35,65.0
125,2301,35,92.0
110,2302,35,96.0
86,2303,22,41.0
120,2304,22,83.0
127,2305,22,93.0
16,2306,70,4.0
62,2307,35,49.0
12,2309,35,57.0
35,2310,70,78.0
11,2311,70,83.0
50,2313,22,30.0
69,2314,35,11.0
48,2315,22,20.0
20,2316,35,93.0
101,2317,22,61.0
68,2318,35,90.0
65,2320,35,32.0
8,2321,35,25.0
45,2322,70,89.0
87,2323,35,99.0
76,2324,22,39.0
47,2326,70,58.0
15,2327,35,14.0
105,2328,70,
26,2329,35,10.0
52,2330,22,54.0
93,2331,35,1.0
21,2332,70,64.0
51,2333,22,94.0
38,2334,35,43.0
20,2335,22,15.0
132,2336,22,21.0
55,2337,70,17.0
28,2339,70,80.0
4,2340,22,29.0
76,2341,35,9.0
67,2342,22,98.0
86,2343,35,57.0
91,2344,35,61.0
105,2345,22,84.0
1,2346,35,79.0
87,2348,22,66.0
6,2349,35,40.0
61,2350,35,42.0
12,2351,70,84.0
6,2352,35,76.0
27,2353,70,17.0
124,2354,35,57.0
106,2355,22,59.0
93,2356,35,87.0
109,2357,22,26.0
99,2358,22,67.0
35,2359,22,21.0
84,2360,70,23.0
56,2361,35,39.0
49,2362,22,73.0
46,2363,22,65.0
113,2364,70,39.0
43,2365,35,5.0
124,2366,35,17.0
97,2367,70,80.0
90,2368,70,86.0
39,2369,35,29.0
85,2370,70,20.0
62,2371,35,61.0
106,2372,35,9.0
107,2373,22,12.0
54,2374,22,75.0
126,2375,35,8.0
9,2376,35,67.0
88,2377,35,38.0
37,2378,35,23.0
49,2379,35,33.0
41,2380,35,60.0
17,2381,70,40.0
88,2382,35,4.0
21,2383,70,78.0
51,2384,70,49.0
59,2385,35,3.0
41,2386,35,50.0
39,2387,70,51.0
11,2388,70,38.0
77,2389,35,7.0
127,2390,35,44.0
46,2391,70,87.0
45,2392,70,27.0
1,2393,70,26.0
19,2395,70,33.0
76,2396,22,80.0
72,2397,35,100.0
109,2398,35,61.0
12,2399,70,61.0
90,2401,35,25.0
103,2402,35,23.0
8,2403,35,38.0
91,2404,22,20.0
87,2405,22,93.0
84,2406,70,46.0
82,2407,70,47.0
68,2408,70,12.0
127,2409,35,100.0
82,2410,35,2.0
84,2411,22,31.0
113,2412,22,34.0
76,2413,70,18.0
122,2414,22,13.0
41,2415,22,47.0
2,2416,22,85.0
29,2417,22,80.0
105,2418,22,67.0
51,2419,70,44.0
75,2420,70,18.0
10,2421,22,63.0
51,2422,70,100.0
118,2423,35,65.0
121,2424,22,78.0
39,2425,35,65.0
28,2426,70,74.0
3,2427,70,44.0
84,2428,35,86.0
117,2429,70,73.0
2,2430,22,66.0
93,2431,35,68.0
131,2432,22,2.0
94,2433,35,37.0
40,2434,70,76.0
2,2435,35,41.0
81,2436,35,82.0
12,2437,22,39.0
65,2438,70,49.0
55,2439,22,34.0
45,2440,70,23.0
101,2441,22,87.0
62,2442,35,16.0
49,2443,22,39.0
127,2444,70,73.0
23,2445,70,65.0
38,2446,35,43.0
28,2447,70,22.0
21,2448,22,5.0
107,2449,35,65.0
99,2450,70,20.0
119,2451,70,34.0
73,2452,22,28.0
122,2453,22,6.0
30,2454,35,92.0
108,2455,70,52.0
98,2456,22,36.0
32,2457,35,22.0
79,2458,70,96.0
41,2459,70,7.0
63,2460,35,75.0
23,2461,35,47.0
104,2462,22,9.0
75,2463,70,78.0
48,2464,70,23.0
57,2465,70,89.0
118,2466,35,46.0
100,2467,22,52.0
124,2468,70,38.0
34,2469,35,66.0
7,2470,70,65.0
56,2471,22,5.0
65,2472,70,20.0
47,2473,22,72.0
126,2475,70,35.0
49,2476,70,2.0
113,2477,22,87.0
38,2478,35,85.0
64,2479,22,77.0
69,2480,70,41.0
116,2481,70,44.0
65,2482,35,43.0
31,2483,22,90.0
132,2484,22,32.0
113,2485,22,59.0
109,2486,70,85.0
69,2487,22,92.0
120,2488,35,82.0
88,2489,70,82.0
67,2490,70,69.0
75,2491,22,82.0
45,2492,35,76.0
4,2493,70,25.0
107,2494,70,85.0
51,2495,22,20.0
50,2496,22,99.0
6,2497,35,1.0
59,2498,22,46.0
125,2499,35,29.0
30,2500,70,26.0
122,2501,35,70.0
125,2502,35,19.0
37,2503,35,49.0
124,2504,70,94.0
101,2505,22,22.0
35,2506,70,12.0
87,2507,22,80.0
18,2508,35,3.0
113,2509,35,13.0
77,2511,35,12.0
59,2512,35,2.0
126,2513,22,89.0
109,2514,22,89.0
22,2515,35,81.0
68,2516,70,95.0
49,2518,35,46.0
109,2519,22,2.0
86,2520,70,
53,2521,70,89.0
123,2522,70,23.0
87,2523,35,34.0
131,2524,70,13.0
42,2525,70,66.0
98,2526,70,12.0
109,2527,70,46.0
51,2528,22,49.0
85,2529,35,77.0
127,2530,35,84.0
21,2531,22,25.0
44,2532,22,2.0
103,2533,35,50.0
68,2534,70,39.0
129,2535,70,67.0
92,2536,35,35.0
24,2537,70,50.0
125,2538,22,
111,2539,70,32.0
98,2540,70,6.0
17,2541,70,51.0
99,2542,35,10.0
82,2543,22,26.0
104,2544,70,13.0
19,2545,35,85.0
85,2546,70,79.0
8,2547,22,45.0
28,2548,70,75.0
5,2549,22,9.0
101,2550,70,23.0
118,2551,22,60.0
64,2552,70,17.0
91,2553,22,85.0
117,2554,70,8.0
98,2555,70,16.0
11,2556,35,57.0
54,2557,35,12.0
47,2558,22,49.0
5,2559,70,100.0
20,2560,22,5.0
46,2561,35,84.0
12,2562,22,50.0
70,2563,22,35.0
17,2564,35,70.0
115,2565,70,99.0
48,2566,22,24.0
108,2567,35,10.0
52,2568,70,43.0
96,2569,35,13.0
70,2570,22,28.0
102,2571,70,73.0
75,2572,70,49.0
82,2573,35,4.0
92,2574,35,71.0
4,2575,35,68.0
109,2576,70,87.0
48,2577,70,56.0
73,2578,22,25.0
72,2579,70,5.0
116,2580,22,15.0
81,2581,35,59.0
81,2582,35,99.0
113,2583,70,11.0
96,2584,35,74.0
72,2585,35,2.0
63,2586,70,62.0
38,2587,22,63.0
67,2588,70,61.0
69,2589,22,100.0
13,2590,70,5.0
31,2591,70,18.0
114,2592,35,17.0
22,2593,70,79.0
93,2594,70,86.0
67,2595,22,42.0
54,2596,35,100.0
42,2597,22,72.0
64,2598,22,2.0
126,2599,35,71.0
21,2600,35,37.0
35,2601,35,67.0
30,2602,70,75.0
57,2603,35,43.0
47,2604,35,94.0
19,2605,35,88.0
114,2606,22,79.0
8,2607,22,62.0
26,2608,70,41.0
113,2609,22,63.0
71,2610,70,53.0
30,2611,22,77.0
67,2612,35,76.0
65,2613,22,70.0
36,2614,70,75.0
25,2615,22,36.0
37,2616,35,3.0
1,2617,70,1.0
133,2619,35,43.0
128,2620,70,66.0
127,2621,35,67.0
1,2622,35,75.0
35,2623,22,82.0
104,2624,35,73.0
23,2625,35,61.0
9,2626,35,
34,2627,35,16.0
128,2628,70,15.0
4,2629,22,8.0
102,2630,35,52.0
75,2631,35,72.0
99,2632,70,58.0
72,2633,35,8.0
3,2634,70,11.0
45,2636,22,14.0
61,2637,35,65.0
83,2638,35,74.0
123,2639,35,10.0
102,2640,70,7.0
16,2641,35,54.0
66,2642,35,95.0
119,2643,22,5.0
124,2644,35,52.0
102,2645,22,19.0
66,2646,35,38.0
13,2647,22,98.0
111,2648,35,71.0
34,2649,22,33.0
39,2650,70,56.0
126,2652,22,70.0
55,2653,22,30.0
27,2654,35,81.0
118,2655,35,39.0
39,2657,70,99.0
65,2658,70,80.0
13,2659,22,36.0
21,2660,70,43.0
53,2661,22,8.0
19,2662,22,57.0
57,2663,22,19.0
25,2664,70,91.0
31,2665,35,49.0
81,2666,70,19.0
23,2667,22,35.0
32,2668,22,26.0
74,2669,70,71.0
10,2670,22,31.0
54,2671,22,
52,2672,70,16.0
114,2673,70,8.0
14,2674,70,83.0
110,2675,22,44.0
53,2676,22,95.0
79,2677,35,65.0
22,2678,35,31.0
30,2679,70,44.0
4,2680,35,8.0
59,2681,22,29.0
8,2682,35,83.0
12,2683,22,37.0
119,2684,70,59.0
34,2685,70,
82,2686,22,4.0
98,2687,35,62.0
127,2688,70,98.0
75,2689,70,35.0
105,2690,35,64.0
49,2691,35,77.0
79,2692,22,72.0
93,2693,35,93.0
18,2694,35,23.0
96,2695,35,3.0
38,2696,22,77.0
87,2697,22,88.0
88,2698,70,67.0
50,2699,22,24.0
